From from From
: : :
xanadu xanadu xanadu
@ @ @
seanews seanew seanews
. . .
akita akita akita
. . .
com com com
( ( (
Dan dan Dan
Scherer scherer Scherer
) ) )
Subject subject Subject
: : :
PS ps PS
/ / /
2 2 2
Stuff stuff Stuff
Organization organ Organization
: : :
SEANEWS seanew SEANEWS
- - -
Seattle seattl Seattle
Public public Public
Access access Access
News news News
+ + +
Mail mail Mail
Lines line Lines
: : :
30 30 30
Misc misc Misc
. . .
P p P
2 2 2
/ / /
2 2 2
Stuff stuff Stuff
! ! !
CARDS card CARDS
: : :
( ( (
Micro micro Micro
Channel channel Channel
) ) )
( ( (
6 6 6
) ) )
Arcnet arcnet Arcnet
, , ,
Coax coax Coax
, , ,
83 83 83
X x X
9648 9648 9648
. . .
Net net Net
Cards card Cards
. . .
( ( (
3 3 3
) ) )
Serial serial Serial
Adapter adapt Adapter
. . .
P p P
/ / /
N n N
: : :
90 90 90
X x X
8459 8459 8459
( ( (
2 2 2
) ) )
Parallel parallel Parallel
Adapters adapt Adapters
. . .
P p P
/ / /
N n N
: : :
72 72 72
X x X
6753 6753 6753
( ( (
2 2 2
) ) )
CoProcessor coprocessor CoProcessor
? ? ?
? ? ?
P p P
/ / /
N n N
: : :
83 83 83
X x X
7488 7488 7488
( ( (
2 2 2
) ) )
Memory memori Memory
Expansion expans Expansion
Option option Option
. . .
P p P
/ / /
N n N
: : :
90 90 90
X x X
9507 9507 9507
Expanded expand Expanded
Memory memori Memory
Adapter adapt Adapter
w w w
/ / /
2 2 2
Mb mb Mb
. . .
P p P
/ / /
N n N
: : :
61 61 61
X x X
6752 6752 6752
Expanded expand Expanded
memory memori memory
Adapter adapt Adapter
, , ,
0 0 0
k k k
, , ,
P p P
/ / /
N n N
: : :
90 90 90
X x X
8799 8799 8799
Alloy alloy Alloy
FTC ftc FTC
500 500 500
/ / /
MCA mca MCA
Tape tape Tape
adapter adapt adapter
. . .
DRIVES drive DRIVES
: : :
( ( (
Hard hard Hard
& & &
Floppy floppi Floppy
) ) )
30 30 30
Mb mb Mb
HDD hdd HDD
, , ,
P p P
/ / /
N n N
: : :
90 90 90
X x X
9403 9403 9403
Model model Model
WD wd WD
- - -
336 336 336
R r R
60 60 60
Mb mb Mb
HDD hdd HDD
, , ,
P p P
/ / /
N n N
: : :
6128282 6128282 6128282
, , ,
Model model Model
WD wd WD
- - -
387 387 387
T t T
1 1 1
. . .
44 44 44
FDD fdd FDD
, , ,
P p P
/ / /
N n N
: : :
15 15 15
F f F
7503 7503 7503
, , ,
EC ec EC
# # #
A a A
79541 79541 79541
1 1 1
. . .
44 44 44
FDD fdd FDD
, , ,
P p P
/ / /
N n N
: : :
15 15 15
F f F
7503 7503 7503
, , ,
EC ec EC
# # #
88086 88086 88086
This this This
is is be
what what what
I i I
have have have
aquired aquir aquired
over over over
the the the
past past past
few few few
years year year
in in in
PS ps PS
/ / /
2 2 2
components compon component
. . .
. . .
. . .
I i I
have have have
posted post post
the the the
part part part
# # #
' ' '
s s s
, , ,
so so so
if if if
you you you
have have have
any ani any
questions question question
as as a
to to to
what what what
a a a
component compon component
is is be
, , ,
you you you
can can can
call call call
IBM ibm IBM
and and and
find find find
out out out
! ! !
( ( (
I i I
have have have
no no no
idea idea idea
! ! !
! ! !
! ! !
) ) )
Make make Make
me me me
an an an
offer offer offer
! ! !
Trades trade Trades
welcome welcom welcome
! ! !
Dan dan Dan
Scherer scherer Scherer
( ( (
206 206 206
) ) )
453 453 453
- - -
5215 5215 5215
Voice voic Voice
( ( (
206 206 206
) ) )
996 996 996
- - -
8350 8350 8350
Pager pager Pager
- - -
- - -
[ [ [
] ] ]
SEANEWS seanew SEANEWS
[ [ [
] ] ]
Seattle seattl Seattle
Public public Public
Access access Access
Usenet usenet Usenet
News news News
+ + +
Mail mail Mail
[ [ [
] ] ]
+ + +
1 1 1
206 206 206
747 747 747
NEWS news NEWS
[ [ [
] ] ]
xanadu xanadu xanadu
@ @ @
seanews seanew seanews
. . .
akita akita akita
. . .
com com com
