From from From
: : :
fields field field
@ @ @
cis cis ci
. . .
ohio ohio ohio
- - -
state state state
. . .
edu edu edu
( ( (
jonathan jonathan jonathan
david david david
fields field field
) ) )
Subject subject Subject
: : :
Misc misc Misc
Stuff stuff Stuff
for for for
Sale sale Sale
Organization organ Organization
: : :
The the The
Ohio ohio Ohio
State state State
University univers University
Dept dept Dept
. . .
of of of
Computer comput Computer
and and and
Info info Info
. . .
Science scienc Science
Lines line Lines
: : :
38 38 38
Distribution distribut Distribution
: : :
usa usa usa
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
frigate frigat frigate
. . .
cis cis ci
. . .
ohio ohio ohio
- - -
state state state
. . .
edu edu edu
Misc misc Misc
. . .
Items item Items
for for for
sale sale sale
: : :
Mount mount Mount
Plate plate Plate
: : :
Sony soni Sony
Model model Model
CPM cpm CPM
- - -
203 203 203
P p P
, , ,
mounting mount mount
plate plate plate
for for for
Sony soni Sony
portable portabl portable
CD cd CD
players player player
for for for
Portable portabl Portable
: : :
plugs plug plug
into into into
car car car
lighter lighter lighter
, , ,
snaps snap snap
onto onto onto
the the the
bottom bottom bottom
of of of
any ani any
Sony soni Sony
CD cd CD
Player player Player
: : :
Portable portabl Portable
CD cd CD
player player player
, , ,
perfect perfect perfect
condition condit condition
. . .
Will will Will
also also also
throw throw throw
in in in
a a a
cassette cassett cassette
adapter adapt adapter
in in in
SO so SO
SO so SO
condition condit condition
. . .
Paid paid Paid
$ $ $
45 45 45
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
Asking ask Asking
$ $ $
30 30 30
. . .
Car car Car
Speakers speaker Speakers
: : :
Sherwood sherwood Sherwood
5 5 5
1 1 1
/ / /
4 4 4
" " "
two two two
way way way
car car car
speakers speaker speaker
, , ,
in in in
car car car
for for for
7 7 7
months month month
, , ,
5 5 5
1 1 1
/ / /
4 4 4
inch inch inch
: : :
excellent excel excellent
condition condit condition
, , ,
Paid paid Paid
$ $ $
65 65 65
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
Asking ask Asking
$ $ $
40 40 40
. . .
4 4 4
inch inch inch
: : :
Factory factori Factory
Speakers speaker Speakers
from from from
Toyota toyota Toyota
excellent excel excellent
condition condit condition
Asking ask Asking
$ $ $
20 20 20
. . .
Nintendo nintendo Nintendo
: : :
Nintendo nintendo Nintendo
Game game Game
Boy boy Boy
, , ,
Light light Light
Boy boy Boy
, , ,
Tetris tetri Tetris
, , ,
Super super Super
Mario mario Mario
Land land Land
, , ,
Gameboy gameboy Gameboy
: : :
NFL nfl NFL
Football footbal Football
, , ,
Castlevania castlevania Castlevania
Adventure adventur Adventure
, , ,
Hyper hyper Hyper
Lode lode Lode
Runner runner Runner
, , ,
4 4 4
years year year
+ + +
games game game
: : :
old old old
all all all
in in in
working work work
condition condit condition
, , ,
Asking ask Asking
$ $ $
70 70 70
. . .
Accessories accessori Accessories
: : :
Whole whole Whole
Internet internet Internet
: : :
The the The
Whole whole Whole
Internet internet Internet
: : :
User user User
' ' '
s s s
Guide guid Guide
and and and
Catalog catalog Catalog
by by by
ED ed ED
Krol krol Krol
, , ,
book book book
: : :
guide guid guide
to to to
using use use
the the the
internet internet internet
, , ,
where where where
to to to
fing fing fing
information inform information
and and and
resources resourc resource
. . .
Paid paid Paid
$ $ $
30 30 30
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
Asking ask Asking
$ $ $
20 20 20
. . .
MicroSoft microsoft MicroSoft
: : :
Never never Never
Used use Used
, , ,
came came come
with with with
my my my
computer comput computer
, , ,
Asking ask Asking
$ $ $
30 30 30
. . .
Visual visual Visual
Basic basic Basic
: : :
MicroSoft microsoft MicroSoft
: : :
Came came Came
with with with
my my my
computer comput computer
, , ,
never never never
used use use
, , ,
Asking ask Asking
$ $ $
100 100 100
. . .
Word word Word
for for for
Windows window Windows
: : :
Thanks thank Thanks
, , ,
Jonathan jonathan Jonathan
D d D
. . .
Fields field Fields
fields field field
@ @ @
cis cis ci
. . .
ohio ohio ohio
- - -
state state state
. . .
edu edu edu
