From from From
: : :
cthulhu cthulhu cthulhu
@ @ @
mosquito mosquito mosquito
. . .
cis cis ci
. . .
ufl ufl ufl
. . .
edu edu edu
( ( (
Mark mark Mark
Kupper kupper Kupper
) ) )
Subject subject Subject
: : :
* * *
* * *
Comics comic Comics
for for for
sale sale sale
* * *
* * *
Organization organ Organization
: : :
Univ univ Univ
. . .
of of of
Florida florida Florida
CIS cis CIS
Dept dept Dept
. . .
Lines line Lines
: : :
59 59 59
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
mosquito mosquito mosquito
. . .
cis cis ci
. . .
ufl ufl ufl
. . .
edu edu edu
I i I
want want want
to to to
get get get
rid rid rid
of of of
alot alot alot
of of of
comics comic comic
that that that
I i I
have have have
. . .
I i I
am am be
selling sell sell
for for for
30 30 30
% % %
off off off
the the the
Overstreet overstreet Overstreet
Price price Price
Guide guid Guide
. . .
COMIC comic COMIC
CONDITION condit CONDITION
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Arion arion Arion
# # #
1 1 1
M m M
Batman batman Batman
' ' '
s s s
Detective detect Detective
Comics comic Comics
# # #
480 480 480
VF vf VF
- - -
NM nm NM
Contest contest Contest
of of of
Champions champion Champions
# # #
1 1 1
M m M
Contest contest Contest
of of of
Champions champion Champions
# # #
2 2 2
M m M
Contest contest Contest
of of of
Champions champion Champions
# # #
3 3 3
M m M
Crystar crystar Crystar
# # #
1 1 1
M m M
Daredevil daredevil Daredevil
# # #
181 181 181
( ( (
Elektra elektra Elektra
Dies die Dies
) ) )
NM nm NM
- - -
M m M
Daredevil daredevil Daredevil
# # #
186 186 186
M m M
Fantastic fantast Fantastic
Four four Four
# # #
52 52 52
( ( (
1 1 1
st st st
app app app
. . .
Black black Black
Panther panther Panther
) ) )
F f F
- - -
VF vf VF
G g G
. . .
I i I
. . .
Joe joe Joe
# # #
1 1 1
M m M
Hercules hercul Hercules
# # #
1 1 1
M m M
Incredible incred Incredible
Hulk hulk Hulk
# # #
181 181 181
( ( (
1 1 1
st st st
app app app
. . .
Wolverine wolverin Wolverine
) ) )
VF vf VF
The the The
Krypton krypton Krypton
Chronicles chronicl Chronicles
# # #
1 1 1
M m M
The the The
Man man Man
- - -
Thing thing Thing
# # #
1 1 1
M m M
The the The
Man man Man
- - -
Thing thing Thing
# # #
5 5 5
M m M
Marvel marvel Marvel
Age age Age
# # #
1 1 1
VF vf VF
Marvel marvel Marvel
Age age Age
# # #
2 2 2
NM nm NM
Marvel marvel Marvel
and and and
DC dc DC
Present present Present
( ( (
X x X
- - -
men men men
and and and
New new New
Teen teen Teen
Titans titan Titans
) ) )
M m M
Marvel marvel Marvel
Graphic graphic Graphic
Novel novel Novel
# # #
4 4 4
( ( (
1 1 1
st st st
app app app
. . .
New new New
