From from From
: : :
Bob bob Bob
. . .
Stettina stettina Stettina
@ @ @
fquest fquest fquest
. . .
FidoNet fidonet FidoNet
. . .
Org org Org
( ( (
Bob bob Bob
Stettina stettina Stettina
) ) )
Subject subject Subject
: : :
NEW new NEW
AIRCRAFT aircraft AIRCRAFT
TU tu TU
- - -
154 154 154
M m M
Lines line Lines
: : :
42 42 42
DJ dj DJ
> > >
Subject subject Subject
: : :
New new New
aircraft aircraft aircraft
TU tu TU
- - -
154 154 154
M m M
for for for
leasing leas leasing
, , ,
set set set
spare spare spare
parts part part
. . .
> > >
> > >
> > >
> > >
> > >
Category categori Category
: : :
Offers offer Offers
to to to
leasing leas lease
> > >
> > >
> > >
> > >
Headline headlin Headline
: : :
New new New
Aircraft aircraft Aircraft
TU tu TU
- - -
154 154 154
M m M
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
Mr mr Mr
. . .
Director director Director
Agabalaevich agabalaevich Agabalaevich
: : :
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
BTW btw BTW
, , ,
are are be
these these these
guys guy guy
out out out
of of of
their their their
[ [ [
. . .
. . .
. . .
. . .
] ] ]
minds mind mind
, , ,
or or or
was was be
> > >
> > >
> > >
> > >
our our our
propaganda propaganda propaganda
so so so
effective effect effective
that that that
they they they
believe believ believe
some some some
> > >
> > >
> > >
> > >
netters netter netters
could could could
actually actual actually
buy buy buy
such such such
stuff stuff stuff
and and and
land land land
in in in
> > >
> > >
> > >
> > >
their their their
driveway driveway driveway
? ? ?
Too too Too
much much much
soda soda soda
pop pop pop
, , ,
too too too
quick quick quick
. . .
. . .
. . .
> > >
> > >
> > >
> > >
> > >
Go go Go
look look look
up up up
Tu tu Tu
154 154 154
M m M
, , ,
it it it
should should should
be be be
in in in
most most most
AIRLINER airlin AIRLINER
hand hand hand
- - -
books book book
. . .
> > >
> > >
> > >
> > >
> > >
> > >
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
