From from From
: : :
tripper tripper tripper
@ @ @
cbnewsk cbnewsk cbnewsk
. . .
cb cb cb
. . .
att att att
. . .
com com com
( ( (
andrew andrew andrew
. . .
r r r
. . .
tripp tripp tripp
) ) )
Subject subject Subject
: : :
Airline airlin Airline
Tickets ticket Tickets
- - -
- - -
O o O
' ' '
Hare hare Hare
- - -
> > >
Tuscon tuscon Tuscon
Organization organ Organization
: : :
AT at AT
& & &
T t T
Distribution distribut Distribution
: : :
usa usa usa
Keywords keyword Keywords
: : :
Tickets ticket Tickets
- - -
O o O
' ' '
Hare hare Hare
- - -
> > >
Tucson tucson Tucson
Round round Round
Tripp tripp Tripp
Lines line Lines
: : :
29 29 29
Two two Two
Round round Round
- - -
Trip trip Trip
Tickets ticket Tickets
O o O
' ' '
Hare hare Hare
- - -
- - -
> > >
Tuscon tuscon Tuscon
American american American
Airlines airlin Airlines
Good good Good
thru thru thru
November novemb November
No no No
Reasonable reason Reasonable
Offer offer Offer
Refused refus Refused
, , ,
But but But
lets let let
start start start
at at at
$ $ $
750 750 750
for for for
both both both
( ( (
Paid paid Paid
$ $ $
925 925 925
) ) )
Hopefully hope Hopefully
someone someon someone
can can can
use use use
these these these
as as a
I i I
have have have
no no no
use use use
for for for
them them them
, , ,
and and and
don don don
' ' '
t t t
know know know
a a a
way way way
to to to
get get get
my my my
moneys money money
worth worth worth
without without without
going go go
to to to
Tuscon tuscon Tuscon
again again again
! ! !
` ` `
E e E
- - -
Mail mail Mail
only onli only
at at at
this this this
time time time
tripper tripper tripper
@ @ @
cbnewsk cbnewsk cbnewsk
. . .
cb cb cb
. . .
att att att
. . .
com com com
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
Now now Now
why whi why
would would would
AT at AT
& & &
T t T
or or or
Butler butler Butler
Services servic Services
have have have
anything anyth anything
to to to
do do do
with with with
my my my
warped warp warped
ramblings rambl ramblings
? ? ?
! ! !
Crabby crabbi Crabby
- - -
Old old Old
- - -
Fart fart Fart
Mechanical mechan Mechanical
/ / /
PCB pcb PCB
Designer design Designer
w w w
/ / /
buku buku buku
CAD cad CAD
background background background
, , ,
& & &
still still still
working work work
on on on
BSCS bscs BSCS
is is be
looking look look
for for for
work work work
! ! !
Wants want Wants
to to to
take take take
a a a
shot shot shot
at at at
ASIC asic ASIC
/ / /
IC ic IC
Layout layout Layout
! ! !
! ! !
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
A a A
. . .
R r R
. . .
Tripp tripp Tripp
- - -
a a a
. . .
k k k
. . .
a a a
. . .
tripper tripper tripper
@ @ @
cbnewsk cbnewsk cbnewsk
. . .
cb cb cb
. . .
att att att
. . .
com com com
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
/ / /
