From from From
: : :
andy andi andy
@ @ @
SAIL sail SAIL
. . .
Stanford stanford Stanford
. . .
EDU edu EDU
( ( (
Andy andi Andy
Freeman freeman Freeman
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Is is Is
itproper itprop itproper
net net net
etiquette etiquett etiquette
to to to
advertise advertis advertise
a a a
company compani company
' ' '
s s s
junk junk junk
mail mail mail
list list list
? ? ?
Organization organ Organization
: : :
Computer comput Computer
Science scienc Science
Department depart Department
, , ,
Stanford stanford Stanford
University univers University
. . .
Distribution distribut Distribution
: : :
usa usa usa
Lines line Lines
: : :
42 42 42
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
15 15 15
. . .
234451 234451 234451
. . .
15707 15707 15707
@ @ @
leland leland leland
. . .
Stanford stanford Stanford
. . .
EDU edu EDU
> > >
thomper thomper thomper
@ @ @
leland leland leland
. . .
Stanford stanford Stanford
. . .
EDU edu EDU
( ( (
Dale dale Dale
Buford buford Buford
Thompson thompson Thompson
) ) )
writes write write
: : :
> > >
> > >
My my My
company compani company
maintains maintain maintain
a a a
20 20 20
, , ,
000 000 000
+ + +
mailing mail mail
list list list
which which which
is is be
regularly regular regularly
rented rent rent
for for for
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
Oh oh Oh
no no no
! ! !
Someone someon Someone
is is be
provided provid provide
useful use useful
information inform information
AND and AND
mentioned mention mention
that that that
they they they
made made make
money money money
in in in
the the the
field field field
. . .
Don don Don
' ' '
t t t
they they they
know know know
that that that
usenet usenet usenet
is is be
reserved reserv reserve
for for for
uninformed uninform uninformed
speculation specul speculation
by by by
people peopl people
trying tri try
to to to
sell sell sell
their their their
personal person personal
stuff stuff stuff
( ( (
from from from
houses hous house
to to to
dead dead dead
pcs pcs pc
) ) )
at at at
a a a
huge huge huge
markup markup markup
/ / /
trying tri try
to to to
unload unload unload
stuff stuff stuff
they they they
bought bought buy
from from from
their their their
company compani company
at at at
just just just
under under under
retail retail retail
, , ,
and and and
other other other
" " "
non non non
- - -
commercial commerci commercial
" " "
activities activ activity
. . .
> > >
> > >
a a a
MS ms MS
Windows window Windows
utility util utility
product product product
in in in
the the the
$ $ $
100 100 100
range rang range
, , ,
and and and
is is be
available avail available
through through through
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
> > >
> > >
Direct direct Direct
Media media Media
in in in
CT ct CT
. . .
, , ,
at at at
$ $ $
0 0 0
. . .
10 10 10
per per per
name name name
. . .
Please pleas Please
let let let
your your your
direct direct direct
mail mail mail
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
> > >
> > >
marketing market marketing
rep rep rep
. . .
know know know
about about about
this this this
. . .
. . .
Thanks thank Thanks
. . .
> > >
> > >
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
> > >
> > >
It it It
is is be
my my my
impression impress impression
that that that
net net net
etiquette etiquett etiquette
does doe do
not not not
allow allow allow
companies compani company
to to to
> > >
use use use
the the the
net net net
to to to
directly direct directly
advertise advertis advertise
their their their
products product product
. . .
The the The
net net net
is is be
not not not
" " "
supposed suppos suppose
" " "
to to to
be be be
a a a
dumping dump dumping
ground ground ground
for for for
free free free
ads ad ad
, , ,
but but but
reserving reserv reserve
it it it
for for for
tripe tripe tripe
doesn doesn doesn
' ' '
t t t
seem seem seem
to to to
be be be
a a a
significant signific significant
improvement improv improvement
. . .
> > >
In in In
addition addit addition
to to to
improper improp improper
etiquette etiquett etiquette
, , ,
this this this
product product product
is is be
a a a
mailing mail mailing
list list list
> > >
used use use
for for for
generating generat generate
junk junk junk
mail mail mail
. . .
So so So
? ? ?
Either either Either
they they they
target target target
it it it
well well well
enough enough enough
to to to
pay pay pay
for for for
it it it
, , ,
in in in
other other other
words word word
, , ,
they they they
manage manag manage
to to to
send send send
it it it
to to to
people peopl people
who who who
want want want
the the the
stuff stuff stuff
( ( (
in in in
which which which
case case case
it it it
is is be
junk junk junk
only onli only
for for for
the the the
" " "
rest rest rest
" " "
and and and
the the the
transaction transact transaction
costs cost cost
are are be
borne born borne
appropriately appropri appropriately
in in in
this this this
case case case
) ) )
or or or
they they they
go go go
bankrupt bankrupt bankrupt
. . .
Seems seem Seems
fair fair fair
to to to
me me me
. . .
> > >
Am am Am
I i I
correct correct correct
in in in
assuming assum assume
this this this
is is be
improper improp improper
, , ,
and and and
if if if
so so so
, , ,
what what what
can can can
be be be
> > >
done done do
to to to
penalize penal penalize
such such such
an an an
improper improp improper
use use use
? ? ?
You you You
could could could
hold hold hold
your your your
breath breath breath
. . .
You you You
could could could
kill kill kill
offending offend offend
messages messag message
as as a
they they they
come come come
onto onto onto
your your your
machine machin machine
and and and
refuse refus refuse
to to to
send send send
them them them
any ani any
further further further
, , ,
but but but
not not not
until until until
you you you
turn turn turn
blue blue blue
. . .
- - -
andy andi andy
- - -
- - -
