From from From
: : :
jrm jrm jrm
@ @ @
elm elm elm
. . .
circa circa circa
. . .
ufl ufl ufl
. . .
edu edu edu
( ( (
Jeff jeff Jeff
Mason mason Mason
) ) )
Subject subject Subject
: : :
Marvel marvel Marvel
, , ,
DC dc DC
, , ,
Valiant valiant Valiant
, , ,
Image imag Image
, , ,
etc etc etc
. . .
. . .
For for For
Sale sale Sale
Organization organ Organization
: : :
Univ univ Univ
. . .
of of of
Florida florida Florida
Psychology psycholog Psychology
Dept dept Dept
. . .
Lines line Lines
: : :
460 460 460
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
elm elm elm
. . .
circa circa circa
. . .
ufl ufl ufl
. . .
edu edu edu
Updated updat Updated
April april April
17 17 17
, , ,
1993 1993 1993
. . .
TITLE titl TITLE
PRICE price PRICE
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Alpha alpha Alpha
Flight flight Flight
13 13 13
( ( (
Wolverine wolverin Wolverine
appears appear appear
) ) )
$ $ $
8 8 8
. . .
40 40 40
50 50 50
( ( (
Double doubl Double
Size size Size
) ) )
$ $ $
1 1 1
. . .
05 05 05
51 51 51
( ( (
Jim jim Jim
Lee lee Lee
' ' '
s s s
first first first
work work work
at at at
Marvel marvel Marvel
) ) )
$ $ $
6 6 6
. . .
30 30 30
Aliens alien Aliens
1 1 1
( ( (
1 1 1
st st st
app app app
Aliens alien Aliens
in in in
comics comic comic
, , ,
1 1 1
st st st
prnt prnt prnt
, , ,
May may May
1988 1988 1988
) ) )
$ $ $
23 23 23
. . .
10 10 10
Amazing amaz Amazing
Spider spider Spider
- - -
Man man Man
128 128 128
( ( (
3 3 3
rd rd rd
Vulture vultur Vulture
) ) )
$ $ $
15 15 15
. . .
00 00 00
136 136 136
( ( (
Intro intro Intro
new new new
Green green Green
Goblin goblin Goblin
) ) )
$ $ $
22 22 22
. . .
00 00 00
137 137 137
( ( (
Green green Green
Goblin goblin Goblin
appears appear appear
) ) )
$ $ $
14 14 14
. . .
00 00 00
180 180 180
( ( (
Green green Green
Goblin goblin Goblin
appears appear appear
) ) )
$ $ $
11 11 11
. . .
00 00 00
238 238 238
( ( (
1 1 1
st st st
appearance appear appearance
Hobgoblin hobgoblin Hobgoblin
) ) )
$ $ $
60 60 60
. . .
00 00 00
250 250 250
( ( (
Hobgoblin hobgoblin Hobgoblin
appears appear appear
) ) )
$ $ $
8 8 8
. . .
40 40 40
267 267 267
( ( (
Peter peter Peter
David david David
script script script
, , ,
Human human Human
Torch torch Torch
) ) )
$ $ $
2 2 2
. . .
45 45 45
275 275 275
( ( (
r r r
/ / /
origin origin origin
Spiderman spiderman Spiderman
, , ,
Hobgoblin hobgoblin Hobgoblin
) ) )
$ $ $
8 8 8
. . .
40 40 40
276 276 276
( ( (
Hobgoblin hobgoblin Hobgoblin
appears appear appear
) ) )
$ $ $
6 6 6
. . .
30 30 30
284 284 284
( ( (
Punisher punish Punisher
, , ,
Hobgoblin hobgoblin Hobgoblin
appear appear appear
) ) )
$ $ $
6 6 6
. . .
30 30 30
291 291 291
( ( (
Spiderslayer spiderslay Spiderslayer
appears appear appear
) ) )
$ $ $
3 3 3
. . .
15 15 15
293 293 293
( ( (
Kraven kraven Kraven
appears appear appear
) ) )
$ $ $
5 5 5
. . .
60 60 60
294 294 294
( ( (
Kraven kraven Kraven
appears appear appear
) ) )
$ $ $
5 5 5
. . .
60 60 60
306 306 306
( ( (
Todd todd Todd
McFarlane mcfarlan McFarlane
) ) )
$ $ $
7 7 7
. . .
00 00 00
312 312 312
( ( (
Hobgoblin hobgoblin Hobgoblin
vs vs vs
Green green Green
Goblin goblin Goblin
) ) )
$ $ $
12 12 12
. . .
60 60 60
315 315 315
( ( (
Venom venom Venom
appears appear appear
) ) )
$ $ $
10 10 10
. . .
50 50 50
320 320 320
( ( (
Todd todd Todd
McFarlane mcfarlan McFarlane
art art art
) ) )
$ $ $
4 4 4
. . .
90 90 90
321 321 321
( ( (
Todd todd Todd
McFarlane mcfarlan McFarlane
art art art
) ) )
$ $ $
4 4 4
. . .
90 90 90
323 323 323
( ( (
Silver silver Silver
Sable sabl Sable
, , ,
Paladin paladin Paladin
, , ,
C c C
. . .
America america America
) ) )
$ $ $
4 4 4
. . .
90 90 90
324 324 324
( ( (
Sabretooth sabretooth Sabretooth
appears appear appear
) ) )
$ $ $
8 8 8
. . .
40 40 40
325 325 325
( ( (
Red red Red
Skull skull Skull
, , ,
Captain captain Captain
America america America
) ) )
$ $ $
4 4 4
. . .
90 90 90
328 328 328
( ( (
Hulk hulk Hulk
appears appear appear
, , ,
last last last
McFarlane mcfarlan McFarlane
) ) )
$ $ $
5 5 5
. . .
25 25 25
330 330 330
( ( (
Punisher punish Punisher
appears appear appear
) ) )
$ $ $
2 2 2
. . .
80 80 80
331 331 331
( ( (
Punisher punish Punisher
appears appear appear
) ) )
$ $ $
2 2 2
. . .
80 80 80
337 337 337
( ( (
Hobgoblin hobgoblin Hobgoblin
appears appear appear
) ) )
$ $ $
2 2 2
. . .
45 45 45
338 338 338
$ $ $
1 1 1
. . .
75 75 75
342 342 342
$ $ $
1 1 1
. . .
75 75 75
343 343 343
$ $ $
1 1 1
. . .
75 75 75
344 344 344
( ( (
Intro intro Intro
Cletus cletus Cletus
Kassady kassadi Kassady
- - -
Carnage carnag Carnage
) ) )
$ $ $
4 4 4
. . .
90 90 90
346 346 346
( ( (
Venom venom Venom
appears appear appear
) ) )
$ $ $
4 4 4
. . .
90 90 90
347 347 347
( ( (
Venom venom Venom
appears appear appear
) ) )
$ $ $
4 4 4
. . .
90 90 90
348 348 348
$ $ $
1 1 1
. . .
40 40 40
349 349 349
$ $ $
1 1 1
. . .
40 40 40
350 350 350
( ( (
52 52 52
pages page page
) ) )
$ $ $
2 2 2
. . .
10 10 10
351 351 351
$ $ $
1 1 1
. . .
40 40 40
352 352 352
$ $ $
1 1 1
. . .
40 40 40
353 353 353
( ( (
Punisher punish Punisher
, , ,
Darkbawk darkbawk Darkbawk
appear appear appear
) ) )
$ $ $
1 1 1
. . .
40 40 40
354 354 354
$ $ $
1 1 1
. . .
40 40 40
355 355 355
( ( (
Punisher punish Punisher
appears appear appear
) ) )
$ $ $
1 1 1
. . .
40 40 40
356 356 356
( ( (
Punisher punish Punisher
appears appear appear
) ) )
$ $ $
1 1 1
. . .
40 40 40
357 357 357
( ( (
Punisher punish Punisher
appears appear appear
) ) )
$ $ $
1 1 1
. . .
40 40 40
358 358 358
( ( (
Punisher punish Punisher
appears appear appear
) ) )
$ $ $
1 1 1
. . .
40 40 40
365 365 365
( ( (
1 1 1
st st st
App app App
Spider spider Spider
- - -
Man man Man
2099 2099 2099
, , ,
Holo holo Holo
- - -
c c c
) ) )
$ $ $
4 4 4
. . .
20 20 20
Annual annual Annual
24 24 24
$ $ $
2 2 2
. . .
45 45 45
Annual annual Annual
25 25 25
( ( (
1 1 1
st st st
solo solo solo
Venom venom Venom
story stori story
) ) )
$ $ $
3 3 3
. . .
50 50 50
Annual annual Annual
26 26 26
( ( (
New new New
Warriors warrior Warriors
, , ,
Venom venom Venom
) ) )
$ $ $
3 3 3
. . .
50 50 50
Anne ann Anne
Rice rice Rice
' ' '
s s s
Vampire vampir Vampire
Companion companion Companion
1 1 1
$ $ $
5 5 5
. . .
00 00 00
Anne ann Anne
Rice rice Rice
' ' '
s s s
Vampire vampir Vampire
Lestat lestat Lestat
5 5 5
$ $ $
5 5 5
. . .
00 00 00
Archer archer Archer
and and and
Armstrong armstrong Armstrong
1 1 1
( ( (
Frank frank Frank
Miller miller Miller
/ / /
Smith smith Smith
/ / /
Layton layton Layton
) ) )
$ $ $
9 9 9
. . .
00 00 00
9 9 9
$ $ $
2 2 2
. . .
50 50 50
10 10 10
$ $ $
2 2 2
. . .
50 50 50
Avengers aveng Avengers
263 263 263
( ( (
1 1 1
st st st
appearance appear appearance
X x X
- - -
factor factor factor
) ) )
$ $ $
3 3 3
. . .
50 50 50
272 272 272
( ( (
Alpha alpha Alpha
Flight flight Flight
appears appear appear
) ) )
$ $ $
1 1 1
. . .
05 05 05
300 300 300
( ( (
68 68 68
Pages page Pages
, , ,
new new new
team team team
) ) )
$ $ $
1 1 1
. . .
75 75 75
306 306 306
$ $ $
0 0 0
. . .
70 70 70
324 324 324
( ( (
Alpha alpha Alpha
Flight flight Flight
appears appear appear
) ) )
$ $ $
0 0 0
. . .
70 70 70
329 329 329
( ( (
New new New
team team team
) ) )
$ $ $
0 0 0
. . .
70 70 70
Annual annual Annual
15 15 15
$ $ $
2 2 2
. . .
45 45 45
Annual annual Annual
18 18 18
$ $ $
2 2 2
. . .
10 10 10
Annual annual Annual
19 19 19
$ $ $
1 1 1
. . .
75 75 75
Batman batman Batman
Legends legend Legends
of of of
the the the
Dark dark Dark
Knight knight Knight
1 1 1
( ( (
blue blue blue
cover cover cover
) ) )
$ $ $
3 3 3
. . .
85 85 85
3 3 3
$ $ $
2 2 2
. . .
00 00 00
Batman batman Batman
Shadow shadow Shadow
of of of
the the the
Bat bat Bat
1 1 1
( ( (
still still still
in in in
polybag polybag polybag
) ) )
$ $ $
5 5 5
. . .
00 00 00
Batman batman Batman
Versus versus Versus
Predator predat Predator
1 1 1
( ( (
Prestige prestig Prestige
edition edit edition
, , ,
Predator predat Predator
) ) )
$ $ $
5 5 5
. . .
00 00 00
1 1 1
( ( (
Prestige prestig Prestige
edition edit edition
, , ,
Batman batman Batman
) ) )
$ $ $
5 5 5
. . .
00 00 00
Batman batman Batman
Year year Year
One one One
( ( (
trade trade trade
paperback paperback paperback
, , ,
1 1 1
st st st
printing print printing
) ) )
$ $ $
7 7 7
. . .
00 00 00
Bloodshot bloodshot Bloodshot
1 1 1
( ( (
Chromium chromium Chromium
cover cover cover
, , ,
BWSmith bwsmith BWSmith
Cover cover Cover
/ / /
Poster poster Poster
) ) )
$ $ $
7 7 7
. . .
00 00 00
3 3 3
$ $ $
2 2 2
. . .
50 50 50
4 4 4
$ $ $
2 2 2
. . .
50 50 50
5 5 5
$ $ $
2 2 2
. . .
50 50 50
Daredevil daredevil Daredevil
131 131 131
( ( (
Origin origin Origin
Bullseye bullsey Bullseye
) ) )
$ $ $
16 16 16
. . .
00 00 00
138 138 138
( ( (
Ghost ghost Ghost
Rider rider Rider
, , ,
Death death Death
' ' '
s s s
Head head Head
early earli early
app app app
) ) )
$ $ $
11 11 11
. . .
00 00 00
158 158 158
( ( (
Frank frank Frank
Miller miller Miller
art art art
begins begin begin
) ) )
$ $ $
40 40 40
. . .
00 00 00
159 159 159
( ( (
Deathstalker deathstalk Deathstalker
appears appear appear
, , ,
Frank frank Frank
Miller miller Miller
art art art
) ) )
$ $ $
20 20 20
. . .
00 00 00
169 169 169
( ( (
Elektra elektra Elektra
2 2 2
nd nd nd
appearance appear appearance
, , ,
Bullseye bullsey Bullseye
) ) )
$ $ $
5 5 5
. . .
60 60 60
170 170 170
( ( (
Bullseye bullsey Bullseye
, , ,
Kingpin kingpin Kingpin
appear appear appear
) ) )
$ $ $
4 4 4
. . .
20 20 20
182 182 182
( ( (
Punnisher punnish Punnisher
appears appear appear
, , ,
Frank frank Frank
Miller miller Miller
art art art
) ) )
$ $ $
8 8 8
. . .
40 40 40
183 183 183
( ( (
Punnisher punnish Punnisher
appears appear appear
, , ,
Frank frank Frank
Miller miller Miller
art art art
) ) )
$ $ $
8 8 8
. . .
40 40 40
184 184 184
( ( (
Punnisher punnish Punnisher
appears appear appear
, , ,
Frank frank Frank
Miller miller Miller
art art art
) ) )
$ $ $
8 8 8
. . .
40 40 40
196 196 196
( ( (
Wolverine wolverin Wolverine
appears appear appear
) ) )
$ $ $
8 8 8
. . .
40 40 40
Darkhawk darkhawk Darkhawk
2 2 2
( ( (
Spider spider Spider
- - -
Man man Man
and and and
Hobgoblin hobgoblin Hobgoblin
appear appear appear
) ) )
$ $ $
