From from From
: : :
reidg reidg reidg
@ @ @
pacs pac pac
. . .
pha pha pha
. . .
pa pa pa
. . .
us us u
( ( (
Reid reid Reid
Goldsborough goldsborough Goldsborough
) ) )
Subject subject Subject
: : :
Word word Word
processing process processing
utilities util utility
for for for
sale sale sale
Keywords keyword Keywords
: : :
software softwar software
Distribution distribut Distribution
: : :
na na na
Organization organ Organization
: : :
Philadelphia philadelphia Philadelphia
Area area Area
Computer comput Computer
Society societi Society
Lines line Lines
: : :
60 60 60
These these These
word word word
processing process processing
utilities util utility
all all all
include includ include
complete complet complete
printed print print
manuals manual manual
and and and
registration registr registration
cards card card
. . .
I i I
need need need
to to to
get get get
rid rid rid
of of of
some some some
excess excess excess
. . .
They they They
' ' '
re re re
the the the
latest latest late
versions version version
. . .
I i I
' ' '
ve ve ve
priced price price
these these these
programs program program
at at at
less less less
than than than
half half half
the the the
list list list
price price price
and and and
significantly signific significantly
less less less
than than than
the the the
cheapest cheapest cheap
mail mail mail
- - -
order order order
price price price
around around around
. . .
* * *
GRAMMATIK grammatik GRAMMATIK
5 5 5
FOR for FOR
WINDOWS window WINDOWS
, , ,
top top top
- - -
rated rate rat
grammar grammar grammar
checker checker checker
, , ,
helps help help
you you you
improve improv improve
your your your
writing write writing
by by by
correcting correct correct
grammar grammar grammar
and and and
usage usag usage
mistakes mistak mistake
, , ,
now now now
owned own own
by by by
WordPerfect wordperfect WordPerfect
, , ,
list list list
$ $ $
99 99 99
, , ,
sale sale sale
$ $ $
45 45 45
. . .
* * *
GRAMMATIK grammatik GRAMMATIK
5 5 5
FOR for FOR
DOS dos DOS
, , ,
top top top
- - -
rated rate rat
grammar grammar grammar
checker checker checker
, , ,
helps help help
you you you
improve improv improve
your your your
writing write writing
by by by
correcting correct correct
grammar grammar grammar
and and and
usage usag usage
mistakes mistak mistake
, , ,
now now now
owned own own
by by by
WordPerfect wordperfect WordPerfect
, , ,
list list list
$ $ $
99 99 99
, , ,
sale sale sale
$ $ $
45 45 45
. . .
* * *
CORRECT correct CORRECT
GRAMMAR grammar GRAMMAR
FOR for FOR
WINDOWS window WINDOWS
2 2 2
. . .
0 0 0
, , ,
top top top
- - -
notch notch notch
grammar grammar grammar
checker checker checker
, , ,
from from from
WordStar wordstar WordStar
, , ,
list list list
$ $ $
119 119 119
, , ,
sale sale sale
$ $ $
45 45 45
. . .
* * *
CORRECT correct CORRECT
GRAMMAR grammar GRAMMAR
FOR for FOR
DOS dos DOS
4 4 4
. . .
0 0 0
, , ,
top top top
- - -
notch notch notch
grammar grammar grammar
checker checker checker
, , ,
from from from
WordStar wordstar WordStar
, , ,
list list list
$ $ $
99 99 99
, , ,
sale sale sale
$ $ $
40 40 40
. . .
* * *
CORRECT correct CORRECT
WRITING write WRITING
1 1 1
. . .
0 0 0
FOR for FOR
WINDOWS window WINDOWS
, , ,
online onlin online
writing write write
manual manual manual
from from from
WordStar wordstar WordStar
with with with
tips tip tip
about about about
correct correct correct
use use use
of of of
punctuation punctuat punctuation
, , ,
capitalization capit capitalization
, , ,
compound compound compound
words word word
, , ,
numerals numer numeral
, , ,
bibliographies bibliographi bibliography
, , ,
footnotes footnot footnote
, , ,
and and and
more more more
, , ,
list list list
$ $ $
59 59 59
, , ,
sale sale sale
$ $ $
25 25 25
. . .
* * *
RANDOM random RANDOM
HOUSE hous HOUSE
WEBSTER webster WEBSTER
' ' '
S s S
ELECTRONIC electron ELECTRONIC
DICTIONARY dictionari DICTIONARY
& & &
THESAURUS thesaurus THESAURUS
FOR for FOR
WINDOWS window WINDOWS
1 1 1
. . .
0 0 0
, , ,
unlike unlik unlike
spell spell spell
checkers checker checker
provides provid provide
online onlin online
definitions definit definition
when when when
you you you
' ' '
re re re
not not not
sure sure sure
of of of
a a a
word word word
' ' '
s s s
meaning mean meaning
, , ,
also also also
has has have
larger larger large
thesaurus thesaurus thesaurus
than than than
most most most
word word word
processors processor processor
for for for
finding find find
just just just
the the the
right right right
word word word
, , ,
list list list
$ $ $
119 119 119
, , ,
sale sale sale
$ $ $
55 55 55
. . .
* * *
RANDOM random RANDOM
HOUSE hous HOUSE
WEBSTER webster WEBSTER
' ' '
S s S
ELECTRONIC electron ELECTRONIC
DICTIONARY dictionari DICTIONARY
& & &
THESAURUS thesaurus THESAURUS
FOR for FOR
DOS dos DOS
1 1 1
. . .
2 2 2
, , ,
same same same
functionality function functionality
as as a
Windows window Windows
version version version
, , ,
list list list
$ $ $
119 119 119
, , ,
sale sale sale
$ $ $
55 55 55
. . .
* * *
WORD word WORD
FINDER finder FINDER
PLUS plus PLUS
FOR for FOR
WINDOWS window WINDOWS
1 1 1
. . .
0 0 0
, , ,
huge huge huge
online onlin online
thesaurus thesaurus thesaurus
with with with
more more more
than than than
one one one
million million million
synonyms synonym synonym
, , ,
list list list
$ $ $
59 59 59
, , ,
sale sale sale
$ $ $
25 25 25
. . .
* * *
RANDOM random RANDOM
HOUSE hous HOUSE
ENCYCLOPEDIA encyclopedia ENCYCLOPEDIA
FOR for FOR
DOS dos DOS
1 1 1
. . .
02 02 02
, , ,
online onlin online
encyclopedia encyclopedia encyclopedia
that that that
you you you
can can can
use use use
without without without
needing need need
a a a
CD cd CD
- - -
ROM rom ROM
drive drive drive
, , ,
easier easier easy
to to to
use use use
and and and
less less less
expensive expens expensive
than than than
a a a
book book book
- - -
based base base
encyclopedia encyclopedia encyclopedia
, , ,
takes take take
5 5 5
. . .
5 5 5
MB mb MB
of of of
hard hard hard
disk disk disk
space space space
, , ,
list list list
$ $ $
119 119 119
, , ,
sale sale sale
$ $ $
55 55 55
. . .
* * *
HEADLINER headlin HEADLINER
1 1 1
. . .
5 5 5
, , ,
DOS dos DOS
- - -
based base base
database databas database
of of of
great great great
advertising advertis advertising
and and and
other other other
headlines headlin headline
, , ,
proverbs proverb proverb
, , ,
idioms idiom idiom
, , ,
song song song
titles titl title
, , ,
movie movi movie
titles titl title
, , ,
and and and
so so so
on on on
, , ,
great great great
for for for
advertising advertis advertising
copywriters copywrit copywriter
, , ,
newspaper newspap newspaper
editors editor editor
, , ,
and and and
, , ,
others other others
trying tri try
to to to
come come come
up up up
with with with
catchy catchi catchy
phrases phrase phrase
, , ,
list list list
$ $ $
195 195 195
, , ,
sale sale sale
$ $ $
90 90 90
. . .
* * *
WRITER writer WRITER
' ' '
S s S
TOOLKIT toolkit TOOLKIT
FOR for FOR
WINDOWS window WINDOWS
2 2 2
. . .
0 0 0
, , ,
amazing amaz amaze
collection collect collection
of of of
seven seven seven
different differ different
word word word
processing process processing
utilities util utility
in in in
one one one
package packag package
, , ,
includes includ include
encyclopedia encyclopedia encyclopedia
, , ,
great great great
quotations quotat quotation
, , ,
dictionary dictionari dictionary
of of of
abbreviations abbrevi abbreviation
, , ,
dictionary dictionari dictionary
with with with
definitions definit definition
, , ,
thesaurus thesaurus thesaurus
, , ,
usage usag usage
guide guid guide
, , ,
and and and
grammar grammar grammar
checker checker checker
, , ,
list list list
$ $ $
129 129 129
, , ,
sale sale sale
$ $ $
65 65 65
. . .
If if If
