From from From
: : :
kpeterso kpeterso kpeterso
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
Kirk kirk Kirk
Peterson peterson Peterson
) ) )
Subject subject Subject
: : :
IBM ibm IBM
software softwar software
for for for
sale sale sale
, , ,
cheap cheap cheap
! ! !
Organization organ Organization
: : :
Nyx nyx Nyx
, , ,
Public public Public
Access access Access
Unix unix Unix
@ @ @
U u U
. . .
of of of
Denver denver Denver
Math math Math
/ / /
CS cs CS
dept dept dept
. . .
Lines line Lines
: : :
76 76 76
For for For
Sale sale Sale
. . .
. . .
. . .
: : :
Three three Three
software softwar software
packages packag package
for for for
IBM ibm IBM
PC pc PC
and and and
compatible compat compatible
computers comput computer
: : :
o o o
Wing wing Wing
Commander command Commander
deluxe delux deluxe
edition edit edition
o o o
Includes includ Includes
Secret secret Secret
Missions mission Missions
1 1 1
& & &
2 2 2
o o o
Includes includ Includes
all all all
original origin original
packaging packag packaging
, , ,
manuals manual manual
and and and
disks disk disk
o o o
Includes includ Includes
registration registr registration
card card card
( ( (
so so so
you you you
can can can
send send send
it it it
in in in
and and and
register regist register
it it it
in in in
your your your
name name name
) ) )
o o o
Original origin Original
price price price
for for for
Wing wing Wing
Commander command Commander
: : :
$ $ $
69 69 69
. . .
95 95 95
o o o
Original origin Original
price price price
for for for
Secret secret Secret
Missions mission Missions
I i I
: : :
$ $ $
29 29 29
. . .
95 95 95
o o o
Original origin Original
price price price
for for for
Secret secret Secret
Missions mission Missions
II ii II
: : :
$ $ $
29 29 29
. . .
95 95 95
o o o
Total total Total
original origin original
price price price
: : :
$ $ $
129 129 129
. . .
85 85 85
o o o
My my My
asking ask asking
price price price
for for for
all all all
these these these
of of of
these these these
games game game
TOGETHER togeth TOGETHER
is is be
$ $ $
65 65 65
. . .
00 00 00
o o o
Wing wing Wing
Commander command Commander
and and and
the the the
Secret secret Secret
Missions mission Missions
is is be
a a a
battle battl battle
and and and
flight flight flight
simulator simul simulator
set set set
in in in
space space space
. . .
It it It
includes includ include
all all all
the the the
standard standard standard
fun fun fun
things thing thing
about about about
flight flight flight
simulators simul simulator
, , ,
like like like
taking take take
off off off
and and and
landing land land
on on on
carriers carrier carrier
, , ,
flying fli fly
- - -
- - -
of of of
course cours course
- - -
- - -
and and and
better better good
yet yet yet
, , ,
it it it
is is be
also also also
a a a
battle battl battle
simulator simul simulator
. . .
It it It
is is be
a a a
lot lot lot
of of of
fun fun fun
, , ,
indeed inde indeed
. . .
o o o
An an An
IBM ibm IBM
PC pc PC
or or or
compatible compat compatible
with with with
at at at
least least least
640 640 640
K k K
, , ,
and and and
dual dual dual
floppies floppi floppy
or or or
a a a
hard hard hard
drive drive drive
is is be
required requir require
. . .
o o o
WinWay winway WinWay
Resume resum Resume
for for for
Windows window Windows
o o o
Includes includ Includes
all all all
original origin original
packaging packag packaging
, , ,
manuals manual manual
and and and
disks disk disk
o o o
Original origin Original
price price price
: : :
$ $ $
50 50 50
. . .
00 00 00
o o o
My my My
asking ask ask
price price price
: : :
$ $ $
35 35 35
. . .
00 00 00
o o o
WinWay winway WinWay
Resume resum Resume
is is be
a a a
resume resum resume
writing write write
program program program
for for for
Windows window Windows
. . .
It it It
is is be
an an an
excellent excel excellent
program program program
( ( (
it it it
got got get
me me me
a a a
job job job
! ! !
) ) )
and and and
running run run
under under under
the the the
Window window Window
' ' '
s s s
interface interfac interface
makes make make
it it it
very veri very
, , ,
very veri very
easy easi easy
to to to
use use use
. . .
All all All
you you you
do do do
is is be
answer answer answer
a a a
few few few
questions question question
, , ,
and and and
print print print
out out out
the the the
results result result
. . .
In in In
just just just
a a a
few few few
minutes minut minute
, , ,
you you you
have have have
a a a
beautifully beauti beautifully
and and and
professionally profession professionally
designed design design
resume resum resume
. . .
o o o
An an An
IBM ibm IBM
PC pc PC
with with with
Windows window Windows
3 3 3
. . .
0 0 0
or or or
later later later
installed instal instal
and and and
1 1 1
MB mb MB
of of of
free free free
hard hard hard
disk disk disk
space space space
is is be
required requir require
. . .
o o o
More more More
Typefaces typefac Typefaces
o o o
Includes includ Includes
all all all
original origin original
packaging packag packaging
, , ,
manuals manual manual
and and and
disks disk disk
o o o
Original origin Original
price price price
: : :
$ $ $
99 99 99
. . .
99 99 99
o o o
My my My
asking ask ask
price price price
: : :
$ $ $
30 30 30
. . .
00 00 00
o o o
More more More
Typefaces typefac Typefaces
is is be
a a a
package packag package
of of of
three three three
TypeType typetyp TypeType
font font font
families famili family
( ( (
for for for
a a a
total total total
of of of
twelve twelv twelve
fonts font font
) ) )
for for for
Windows window Windows
3 3 3
. . .
1 1 1
. . .
The the The
fonts font font
included includ include
are are be
: : :
Marque marqu Marque
, , ,
Crystal crystal Crystal
and and and
Architech architech Architech
, , ,
and and and
of of of
course cours course
italic ital italic
, , ,
bold bold bold
and and and
bold bold bold
italic ital italic
versions version version
are are be
included includ include
with with with
all all all
those those those
fonts font font
. . .
Because becaus Because
of of of
the the the
unique uniqu unique
font font font
software softwar software
included includ include
with with with
the the the
package packag package
, , ,
these these these
fonts font font
can can can
be be be
used use use
with with with
either either either
the the the
MoreFonts morefont MoreFonts
typeface typefac typeface
program program program
, , ,
Adobe adob Adobe
Type type Type
Manager manag Manager
, , ,
TrueType truetyp TrueType
, , ,
GeoWorks geowork GeoWorks
, , ,
Express express Express
Publisher publish Publisher
and and and
CorelDRAW coreldraw CorelDRAW
. . .
o o o
An an An
IBM ibm IBM
PC pc PC
with with with
Windows window Windows
3 3 3
. . .
1 1 1
and and and
a a a
hard hard hard
disk disk disk
is is be
required requir require
if if if
you you you
want want want
to to to
use use use
the the the
typefaces typefac typeface
in in in
TrueType truetyp TrueType
format format format
. . .
For for For
all all all
other other other
formats format format
, , ,
an an an
IBM ibm IBM
PC pc PC
and and and
a a a
hard hard hard
disk disk disk
with with with
one one one
of of of
the the the
programs program program
listed list list
above abov above
is is be
required requir require
. . .
If if If
you you you
are are be
interested interest interested
in in in
any ani any
of of of
