From from From
: : :
battle battl battle
@ @ @
cs cs c
. . .
utk utk utk
. . .
edu edu edu
( ( (
David david David
Battle battl Battle
) ) )
Subject subject Subject
: : :
ChemLab chemlab ChemLab
EyeoftheBeholder eyeofthebehold EyeoftheBeholder
2 2 2
ClueBook cluebook ClueBook
EthernetTransceiver ethernettransceiv EthernetTransceiver
NintendoControl nintendocontrol NintendoControl
Summary summari Summary
: : :
Miscellaneous miscellan Miscellaneous
Items item Items
For for For
Sale sale Sale
Keywords keyword Keywords
: : :
Chemistry chemistri Chemistry
IBM ibm IBM
PC pc PC
Games game Games
Clue clue Clue
Book book Book
Ethernet ethernet Ethernet
Transceiver transceiv Transceiver
Nintendo nintendo Nintendo
Reply repli Reply
- - -
To to To
: : :
battle battl battle
@ @ @
cs cs c
. . .
utk utk utk
. . .
edu edu edu
Distribution distribut Distribution
: : :
us us u
Organization organ Organization
: : :
University univers University
of of of
Tennessee tennesse Tennessee
, , ,
Knoxville knoxvill Knoxville
- - -
CS cs CS
Department depart Department
Lines line Lines
: : :
50 50 50
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
hydra hydra hydra
1 1 1
b b b
. . .
cs cs c
. . .
utk utk utk
. . .
edu edu edu
I i I
have have have
the the the
following follow following
items item item
for for for
sale sale sale
. . .
The the The
highest highest high
bid bid bid
for for for
each each each
to to to
arrive arriv arrive
in in in
my my my
email email email
box box box
by by by
5 5 5
: : :
00 00 00
pm pm pm
EDT edt EDT
Wednesday wednesday Wednesday
April april April
21 21 21
, , ,
1993 1993 1993
gets get get
the the the
item item item
. . .
1 1 1
] ] ]
Skillcraft skillcraft Skillcraft
Senior senior Senior
Chemlab chemlab Chemlab
Set set Set
4581 4581 4581
Safe safe Safe
for for for
Ages age Ages
10 10 10
and and and
Up up Up
Used use Used
little littl little
25 25 25
bottles bottl bottle
of of of
different differ different
Chemicals chemic Chemicals
, , ,
Plastic plastic Plastic
Balance balanc Balance
, , ,
Alcohol alcohol Alcohol
Lamp lamp Lamp
, , ,
Test test Test
Tube tube Tube
, , ,
Litmus litmus Litmus
Paper paper Paper
Manual manual Manual
with with with
" " "
Over over Over
1100 1100 1100
Experiments experi Experiments
" " "
$ $ $
4 4 4
shipping ship shipping
will will will
be be be
added ad add
to to to
your your your
bid bid bid
2 2 2
] ] ]
Eye eye Eye
of of of
the the the
Beholder behold Beholder
II ii II
Fun fun Fun
game game game
for for for
the the the
IBM ibm IBM
PC pc PC
In in In
original origin original
box box box
, , ,
with with with
original origin original
media media medium
and and and
Manual manual Manual
$ $ $
