Subject subject Subject
: : :
Amplifiers amplifi Amplifiers
and and and
Speakers speaker Speakers
From from From
: : :
krschimm krschimm krschimm
@ @ @
wsuhub wsuhub wsuhub
. . .
uc uc uc
. . .
twsu twsu twsu
. . .
edu edu edu
( ( (
Karl karl Karl
Schimmel schimmel Schimmel
) ) )
Organization organ Organization
: : :
Wichita wichita Wichita
State state State
University univers University
, , ,
Wichita wichita Wichita
, , ,
Ks ks Ks
Lines line Lines
: : :
27 27 27
FOR for FOR
SALE sale SALE
( ( (
of of of
course cours course
) ) )
Linear linear Linear
Power power Power
model model model
952 952 952
IQ iq IQ
2 2 2
channel channel channel
automotive automot automotive
stereo stereo stereo
amplifier amplifi amplifier
95 95 95
watts watt watt
peak peak peak
per per per
channel channel channel
2 2 2
ohm ohm ohm
stable stabl stable
fidelity fidel fidelity
tested test test
$ $ $
100 100 100
You you You
pay pay pay
shipping ship ship
1 1 1
Pair pair Pair
( ( (
two two two
( ( (
2 2 2
) ) )
) ) )
Mobile mobil Mobile
Authority author Authority
woofers woofer woofers
10 10 10
inch inch inch
2 2 2
inch inch inch
voice voic voice
coil coil coil
20 20 20
oz oz oz
magnet magnet magnet
130 130 130
watt watt watt
peak peak peak
power power power
handeling handel handeling
4 4 4
ohms ohm ohms
$ $ $
40 40 40
for for for
both both both
, , ,
you you you
pay pay pay
shipping ship ship
( ( (
will will will
not not not
sell sell sell
seperatly seperat seperatly
) ) )
reply repli reply
thru thru thru
e e e
- - -
mail mail mail
to to to
: : :
Karl karl Karl
R r R
. . .
Schimmel schimmel Schimmel
The the The
Wichita wichita Wichita
State state State
University univers University
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
krschimm krschimm krschimm
at at at
twsuvax twsuvax twsuvax
krschimm krschimm krschimm
@ @ @
wsuhub wsuhub wsuhub
. . .
uc uc uc
. . .
twsu twsu twsu
. . .
edu edu edu
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
% % %
