Subject subject Subject
: : :
items item item
for for for
sale sale sale
[ [ [
must must must
sell sell sell
] ] ]
From from From
: : :
koutd koutd koutd
@ @ @
hiramb hiramb hiramb
. . .
hiram hiram hiram
. . .
edu edu edu
( ( (
DOUGLAS dougla DOUGLAS
KOU kou KOU
) ) )
Organization organ Organization
: : :
Hiram hiram Hiram
College colleg College
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
hiramb hiramb hiramb
. . .
hiram hiram hiram
. . .
edu edu edu
Lines line Lines
: : :
62 62 62
Items item Items
for for for
sale sale sale
. . .
. . .
. . .
. . .
. . .
This this This
package packag package
was was be
bought bought buy
throught throught throught
a a a
award award award
give give give
- - -
away away away
company compani company
. . .
I i I
attempted attempt attempt
to to to
cancel cancel cancel
my my my
order order order
before befor before
I i I
received receiv receive
the the the
package packag package
, , ,
but but but
I i I
was was be
too too too
late late late
and and and
the the the
company compani company
refused refus refuse
to to to
take take take
the the the
package packag package
back back back
for for for
refund refund refund
. . .
I i I
know know know
the the the
truth truth truth
which which which
I i I
would would would
never never never
get get get
my my my
$ $ $
697 697 697
back back back
, , ,
but but but
I i I
wish wish wish
to to to
get get get
my my my
money money money
back back back
as as as
close close close
as as a
possible possibl possible
. . .
Here here Here
is is be
the the the
describtion describt describtion
of of of
the the the
package packag package
. . .
. . .
. . .
Nishika nishika Nishika
3 3 3
D d D
camera camera camera
It it It
takes take take
very veri very
good good good
picture pictur picture
, , ,
never never never
been been be
opended opend opended
or or or
used use use
. . .
It it It
came came come
with with with
wide wide wide
angle angl angle
flesh flesh flesh
, , ,
carring car carring
case case case
, , ,
film film film
, , ,
and and and
a a a
instruction instruct instruction
video video video
. . .
It it It
has has have
four four four
lens len lens
and and and
created creat create
a a a
3 3 3
D d D
effect effect effect
on on on
a a a
regular regular regular
35 35 35
mm mm mm
film film film
. . .
Jewelry jewelri Jewelry
It it It
came came come
with with with
the the the
package packag package
as as a
additional addit additional
gift gift gift
. . .
Bahama bahama Bahama
vacation vacat vacation
voucher voucher voucher
The the The
voucher voucher voucher
is is be
good good good
for for for
two two two
RT rt RT
airfare airfar airfare
to to to
Freeport freeport Freeport
. . .
The the The
users user user
get get get
a a a
special special special
hotel hotel hotel
rate rate rate
of of of
$ $ $
27 27 27
per per per
- - -
person person person
per per per
- - -
night night night
. . .
Meals meal Meals
, , ,
ground ground ground
transfer transfer transfer
, , ,
hotel hotel hotel
tax tax tax
is is be
_ _ _
not not not
_ _ _
included includ include
. . .
Las las Las
Vegas vega Vegas
, , ,
Reno reno Reno
, , ,
Orlando orlando Orlando
The the The
voucher voucher voucher
provides provid provide
one one one
RT rt RT
airfare airfar airfare
, , ,
and and and
hotel hotel hotel
accomodation accomod accomodation
for for for
3 3 3
days day day
/ / /
2 2 2
nights night night
. . .
Meals meal Meals
, , ,
ground ground ground
transfer transfer transfer
, , ,
hotel hotel hotel
tax tax tax
is is be
not not not
included includ include
. . .
The the The
voucher voucher voucher
is is be
good good good
for for for
all all all
3 3 3
locations locat location
, , ,
but but but
you you you
can can can
' ' '
t t t
travel travel travel
to to to
all all all
3 3 3
places place place
at at at
once onc once
. . .
Cancun cancun Cancun
, , ,
Mexico mexico Mexico
The the The
voucher voucher voucher
provides provid provide
one one one
RT rt RT
airfare airfar airfare
, , ,
and and and
hotel hotel hotel
accomodation accomod accomodation
for for for
3 3 3
days day day
/ / /
2 2 2
nights night night
. . .
Meals meal Meals
and and and
ground ground ground
transfer transfer transfer
, , ,
hotel hotel hotel
tax tax tax
is is be
not not not
included includ include
as as a
usual usual usual
. . .
I i I
paid paid pay
$ $ $
697 697 697
for for for
the the the
whole whole whole
package packag package
. . .
So so So
try tri try
not not not
to to to
be be be
cold cold cold
- - -
blooded blood blood
when when when
you you you
make make make
your your your
offer offer offer
. . .
Details detail Details
would would would
be be be
provided provid provide
by by by
request request request
. . .
I i I
do do do
wish wish wish
to to to
sell sell sell
the the the
whole whole whole
package packag package
at at at
once onc once
. . .
So so So
if if if
you you you
are are be
just just just
looking look look
for for for
the the the
vacation vacat vacation
vouchers voucher voucher
, , ,
I i I
don don don
' ' '
t t t
care care care
if if if
you you you
sell sell sell
the the the
camera camera camera
to to to
other other other
for for for
a a a
higher higher high
pric pric pric
If if If
you you you
are are be
interested interest interested
in in in
the the the
camera camera camera
, , ,
you you you
could could could
treat treat treat
the the the
vacation vacat vacation
vouchers voucher voucher
as as a
gift gift gift
. . .
If if If
you you you
receive receiv receive
a a a
letter letter letter
in in in
your your your
mail mail mail
box box box
which which which
says say say
that that that
you you you
are are be
selected select select
to to to
be be be
part part part
of of of
the the the
sweeptake sweeptak sweeptake
and and and
you you you
have have have
at at at
least least least
one one one
out out out
of of of
five five five
awards award award
. . .
Trust trust Trust
me me me
, , ,
you you you
would would would
get get get
the the the
exactly exact exactly
the the the
same same same
package packag package
as as a
I i I
did did do
. . .
There there There
is is be
only onli only
one one one
award award award
which which which
will will will
be be be
given given give
away away away
. . .
So so So
don don don
' ' '
t t t
bother bother bother
even even even
to to to
call call call
them them them
back back back
, , ,
if if if
you you you
are are be
really realli really
interested interest interested
, , ,
you you you
could could could
get get get
it it it
from from from
me me me
for for for
a a a
cheaper cheaper cheap
price price price
. . .
And and And
you you you
could could could
receive receiv receive
the the the
package packag package
within within within
a a a
week week week
( ( (
I i I
waited wait wait
three three three
months month month
to to to
get get get
my my my
first first first
and and and
final final final
packages packag package
) ) )
. . .
Also also Also
, , ,
they they they
would would would
ask ask ask
for for for
your your your
credit credit credit
card card card
number number number
and and and
you you you
have have have
to to to
pay pay pay
for for for
the the the
interest interest interest
to to to
the the the
credit credit credit
card card card
company compani company
. . .
So so So
why whi why
spend spend spend
more more more
than than than
you you you
should should should
when when when
you you you
could could could
get get get
them them them
from from from
me me me
for for for
a a a
cheaper cheaper cheap
price price price
. . .
If if If
you you you
are are be
interested interest interested
, , ,
please pleas please
reply repli reply
to to to
me me me
as as as
soon soon soon
as as a
posible posibl posible
. . .
I i I
really realli really
wish wish wish
to to to
get get get
this this this
over over over
with with with
. . .
Make make Make
me me me
an an an
offer offer offer
, , ,
if if if
I i I
am am be
confortable confort confortable
with with with
your your your
offer offer offer
, , ,
I i I
would would would
send send send
the the the
package packag package
by by by
U u U
. . .
P p P
. . .
S s S
. . .
the the the
next next next
day day day
morning morn morning
. . .
More more More
details detail detail
could could could
be be be
given given give
if if if
you you you
wish wish wish
. . .
Please pleas Please
contact contact contact
me me me
at at at
koutd koutd koutd
@ @ @
hirama hirama hirama
. . .
hiram hiram hiram
. . .
edu edu edu
Douglas dougla Douglas
Kou kou Kou
Hiram hiram Hiram
College colleg College
e e e
- - -
mail mail mail
address address address
- - -
- - -
- - -
koutd koutd koutd
@ @ @
hirama hirama hirama
. . .
hiram hiram hiram
. . .
edu edu edu
