Subject subject Subject
: : :
HELP help HELP
! ! !
! ! !
How how How
to to to
get get get
refund refund refund
from from from
Visual visual Visual
Images imag Images
? ? ?
From from From
: : :
koutd koutd koutd
@ @ @
hirama hirama hirama
. . .
hiram hiram hiram
. . .
edu edu edu
( ( (
DOUGLAS dougla DOUGLAS
KOU kou KOU
) ) )
Organization organ Organization
: : :
Hiram hiram Hiram
College colleg College
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
hirama hirama hirama
. . .
hiram hiram hiram
. . .
edu edu edu
Lines line Lines
: : :
28 28 28
I i I
participated particip participate
a a a
promotion promot promotion
by by by
a a a
company compani company
called call call
Visual visual Visual
Images imag Images
. . .
They they They
sent sent send
me me me
a a a
award award award
certificate certif certificate
three three three
months month month
ago ago ago
and and and
asked ask ask
me me me
to to to
buy buy buy
their their their
promotion promot promotion
package packag package
in in in
order order order
to to to
receive receiv receive
the the the
major major major
award award award
. . .
They they They
mislabled mislabl mislabled
my my my
address address address
and and and
I i I
did did do
not not not
receive receiv receive
my my my
package packag package
until until until
one one one
month month month
ago ago ago
. . .
I i I
was was be
mad mad mad
and and and
angry angri angry
about about about
how how how
it it it
took took take
them them them
so so so
long long long
to to to
get get get
my my my
package packag package
. . .
So so So
I i I
wrote wrote write
them them them
a a a
letter letter letter
and and and
requested request request
for for for
a a a
refund refund refund
. . .
They they They
never never never
return return return
my my my
letter letter letter
. . .
I i I
was was be
lucky lucki lucky
enough enough enough
to to to
find find find
out out out
their their their
telephone telephon telephone
number number number
through through through
operator oper operator
and and and
received receiv receive
the the the
package packag package
. . .
I i I
immediately immedi immediately
returned return return
the the the
package packag package
and and and
wrote wrote write
them them them
another anoth another
letter letter letter
to to to
ask ask ask
for for for
refund refund refund
. . .
The the The
package packag package
was was be
returned return return
because becaus because
they they they
address address address
they they they
put put put
on on on
the the the
package packag package
was was be
incorrect incorrect incorrect
. . .
I i I
attempted attempt attempt
to to to
call call call
them them them
and and and
learnd learnd learnd
that that that
they they they
have have have
changed chang change
their their their
telephone telephon telephone
number number number
. . .
It it It
took took take
me me me
at at at
least least least
10 10 10
phone phone phone
calls call call
to to to
find find find
out out out
their their their
new new new
number number number
, , ,
but but but
they they they
refused refus refuse
to to to
take take take
any ani any
responsibility respons responsibility
. . .
I i I
spoke spoke speak
to to to
their their their
manager manag manager
and and and
she she she
said said say
she she she
would would would
call call call
me me me
back back back
, , ,
but but but
she she she
has has have
not not not
call call call
yet yet yet
. . .
But but But
I i I
was was be
able abl able
to to to
get get get
their their their
address address address
from from from
their their their
front front front
desk desk desk
. . .
Should should Should
I i I
just just just
go go go
ahead ahead ahead
and and and
send send send
the the the
package packag package
? ? ?
Or or Or
should should should
I i I
waite wait waite
until until until
they they they
call call call
me me me
back back back
? ? ?
I i I
know know know
there there there
are are be
several sever several
people peopl people
on on on
the the the
net net net
has has have
experience experi experience
with with with
the the the
same same same
company compani company
. . .
I i I
would would would
like like like
to to to
know know know
how how how
they they they
got got get
their their their
money money money
back back back
. . .
If if If
you you you
have have have
similar similar similar
experience experi experience
, , ,
please pleas please
advise advis advise
me me me
. . .
Thanks thank Thanks
in in in
advance advanc advance
, , ,
Douglas dougla Douglas
Kou kou Kou
Hiram hiram Hiram
College colleg College
