From from From
: : :
holthaus holthaus holthaus
@ @ @
news news news
. . .
weeg weeg weeg
. . .
uiowa uiowa uiowa
. . .
edu edu edu
( ( (
James jame James
R r R
. . .
Holthaus holthaus Holthaus
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Estimating estim Estimating
Wiretap wiretap Wiretap
Costs cost Costs
/ / /
Benefits benefit Benefits
Organization organ Organization
: : :
University univers University
of of of
Iowa iowa Iowa
, , ,
Iowa iowa Iowa
City citi City
, , ,
IA ia IA
, , ,
USA usa USA
Lines line Lines
: : :
27 27 27
rlglende rlglend rlglende
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
Robert robert Robert
Lewis lewi Lewis
Glendenning glenden Glendenning
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
203756 203756 203756
. . .
20667 20667 20667
@ @ @
kronos krono kronos
. . .
arc arc arc
. . .
nasa nasa nasa
. . .
gov gov gov
> > >
hanson hanson hanson
@ @ @
kronos krono kronos
. . .
arc arc arc
. . .
nasa nasa nasa
. . .
gov gov gov
( ( (
Robin robin Robin
Hanson hanson Hanson
) ) )
writes write write
: : :
> > >
> > >
I i I
' ' '
m m m
attempting attempt attempt
to to to
write write write
a a a
serious serious serious
policy polici policy
paper paper paper
examining examin examine
whether whether whether
the the the
> > >
> > >
proposed propos propose
wiretap wiretap wiretap
( ( (
or or or
" " "
Clipper clipper Clipper
" " "
) ) )
chip chip chip
is is be
a a a
cost cost cost
- - -
effective effect effective
tool tool tool
for for for
> > >
> > >
police polic police
investigation investig investigation
. . .
That that That
is is be
, , ,
ignoring ignor ignore
concerns concern concern
about about about
government govern government
> > >
> > >
intrusions intrus intrusion
into into into
individual individu individual
privacy privaci privacy
, , ,
is is be
the the the
value valu value
of of of
easy easi easy
wiretaps wiretap wiretap
to to to
> > >
> > >
investigators investig investigator
greater greater great
than than than
the the the
cost cost cost
to to to
the the the
communications communic communication
industry industri industry
, , ,
> > >
> > >
and and and
their their their
customers custom customer
, , ,
to to to
support support support
this this this
wiretap wiretap wiretap
technology technolog technology
? ? ?
> > >
> > >
[ [ [
. . .
. . .
. . .
] ] ]
> > >
First first First
, , ,
what what what
the the the
fuck fuck fuck
is is be
NASA nasa NASA
doing do do
wasting wast waste
my my my
tax tax tax
dollars dollar dollar
doing do do
> > >
policy polici policy
papers paper paper
on on on
stuff stuff stuff
far far far
outside outsid outside
of of of
their their their
purvew purvew purvew
/ / /
mission mission mission
? ? ?
> > >
[ [ [
. . .
. . .
. . .
] ] ]
> > >
Do do Do
us us u
a a a
favor favor favor
. . .
Resign resign Resign
rather rather rather
than than than
right right right
this this this
paper paper paper
for for for
NASA nasa NASA
. . .
Go go Go
> > >
do do do
useful use useful
work work work
for for for
the the the
society societi society
. . .
Whew whew Whew
! ! !
Take take Take
it it it
easy easi easy
on on on
the the the
guy guy guy
. . .
Maybe mayb Maybe
he he he
' ' '
s s s
going go go
to to to
do do do
this this this
in in in
his his his
spare spare spare
time time time
. . .
Maybe mayb Maybe
he he he
' ' '
s s s
going go go
to to to
do do do
this this this
to to to
see see see
how how how
much much much
a a a
wiretap wiretap wiretap
* * *
really realli really
* * *
costs cost cost
. . .
Maybe mayb Maybe
he he he
' ' '
s s s
going go go
to to to
do do do
this this this
so so so
he he he
can can can
add add add
to to to
the the the
opposition opposit opposition
to to to
Clipper clipper Clipper
. . .
I i I
don don don
' ' '
t t t
know know know
fully fulli fully
why whi why
he he he
might might might
do do do
this this this
, , ,
but but but
maybe mayb maybe
we we we
shouldn shouldn shouldn
' ' '
t t t
start start start
flaming flame flaming
at at at
the the the
drop drop drop
of of of
a a a
hat hat hat
. . .
- - -
- - -
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
James jame James
Holthaus holthaus Holthaus
james jame jam
- - -
holthaus holthaus holthaus
@ @ @
uiowa uiowa uiowa
. . .
edu edu edu
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
Government govern Government
is is be
an an an
association associ association
of of of
men men men
who who who
do do do
violence violenc violence
to to to
the the the
rest rest rest
of of of
us us u
. . .
> > >
< < <
- - -
- - -
Leo leo Leo
Tolstoy tolstoy Tolstoy
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
PGP pgp PGP
2 2 2
. . .
2 2 2
Public public Public
key key key
available avail available
on on on
request request request
or or or
from from from
key key key
server server server
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
< < <
> > >
