From from From
: : :
pmetzger pmetzger pmetzger
@ @ @
snark snark snark
. . .
shearson shearson shearson
. . .
com com com
( ( (
Perry perri Perry
E e E
. . .
Metzger metzger Metzger
) ) )
Subject subject Subject
: : :
Facinating facin Facinating
facts fact fact
: : :
30 30 30
bit bit bit
serial serial serial
number number number
, , ,
possibly possibl possibly
fixed fix fix
S s S
1 1 1
and and and
S s S
2 2 2
In in In
- - -
Reply repli Reply
- - -
To to To
: : :
denning den denning
@ @ @
guvax guvax guvax
. . .
acc acc acc
. . .
georgetown georgetown georgetown
. . .
edu edu edu
' ' '
s s s
message messag message
of of of
19 19 19
Apr apr Apr
93 93 93
18 18 18
: : :
23 23 23
: : :
27 27 27
- - -
0400 0400 0400
Reply repli Reply
- - -
To to To
: : :
pmetzger pmetzger pmetzger
@ @ @
lehman lehman lehman
. . .
com com com
Organization organ Organization
: : :
Lehman lehman Lehman
Brothers brother Brothers
Lines line Lines
: : :
102 102 102
denning den denning
@ @ @
guvax guvax guvax
. . .
acc acc acc
. . .
georgetown georgetown georgetown
. . .
edu edu edu
( ( (
Vidkun vidkun Vidkun
Abraham abraham Abraham
Lauritz lauritz Lauritz
Quisling quisl Quisling
) ) )
writes write write
: : :
Each each Each
chip chip chip
includes includ include
the the the
following follow following
components compon component
: : :
the the the
Skipjack skipjack Skipjack
encryption encrypt encryption
algorithm algorithm algorithm
F f F
, , ,
an an an
80 80 80
- - -
bit bit bit
family famili family
key key key
that that that
is is be
common common common
to to to
all all all
chips chip chip
N n N
, , ,
a a a
30 30 30
- - -
bit bit bit
serial serial serial
number number number
U u U
, , ,
an an an
80 80 80
- - -
bit bit bit
secret secret secret
key key key
that that that
unlocks unlock unlock
all all all
messages messag message
encrypted encrypt encrypt
with with with
the the the
chip chip chip
Hmmm hmmm Hmmm
. . .
A a A
thirty thirti thirty
bit bit bit
serial serial serial
number number number
. . .
And and And
, , ,
we we we
are are be
told told tell
, , ,
the the the
unit unit unit
key key key
U u U
is is be
derived deriv derive
deterministically determinist deterministically
from from from
this this this
serial serial serial
number number number
. . .
That that That
means mean mean
that that that
there there there
are are be
only onli only
one one one
billion billion billion
possible possibl possible
unit unit unit
keys key key
. . .
To to To
generate generat generate
the the the
unit unit unit
key key key
for for for
a a a
serial serial serial
number number number
N n N
, , ,
the the the
30 30 30
- - -
bit bit bit
value valu value
N n N
is is be
first first first
padded pad pad
with with with
a a a
fixed fix fixed
34 34 34
- - -
bit bit bit
block block block
to to to
produce produc produce
a a a
64 64 64
- - -
bit bit bit
block block block
N n N
1 1 1
. . .
S s S
1 1 1
and and and
S s S
2 2 2
are are be
then then then
used use use
as as a
keys key key
to to to
triple tripl triple
- - -
encrypt encrypt encrypt
N n N
1 1 1
, , ,
producing produc produce
a a a
64 64 64
- - -
bit bit bit
block block block
R r R
1 1 1
: : :
R r R
1 1 1
= = =
E e E
[ [ [
D d D
[ [ [
E e E
[ [ [
N n N
1 1 1
; ; ;
S s S
1 1 1
] ] ]
; ; ;
S s S
2 2 2
] ] ]
; ; ;
S s S
1 1 1
] ] ]
. . .
Similarly similar Similarly
, , ,
N n N
is is be
padded pad pad
with with with
two two two
other other other
34 34 34
- - -
bit bit bit
blocks block block
to to to
produce produc produce
N n N
2 2 2
and and and
N n N
