From from From
: : :
Marc marc Marc
VanHeyningen vanheyningen VanHeyningen
< < <
mvanheyn mvanheyn mvanheyn
@ @ @
cs cs c
. . .
indiana indiana indiana
. . .
edu edu edu
> > >
Subject subject Subject
: : :
Re re Re
: : :
More more More
technical technic technical
details detail detail
Organization organ Organization
: : :
Computer comput Computer
Science scienc Science
Dept dept Dept
, , ,
Indiana indiana Indiana
University univers University
Lines line Lines
: : :
43 43 43
> > >
encrypted encrypt encrypt
under under under
K k K
, , ,
then then then
K k K
will will will
be be be
encrypted encrypt encrypt
under under under
the the the
unit unit unit
key key key
UK uk UK
, , ,
> > >
and and and
the the the
serial serial serial
number number number
of of of
the the the
unit unit unit
added ad add
to to to
produce produc produce
a a a
three three three
part part part
> > >
message messag message
which which which
will will will
then then then
be be be
encrypted encrypt encrypt
under under under
the the the
system system system
key key key
SK sk SK
> > >
producing produc produce
> > >
> > >
E e E
{ { {
E e E
[ [ [
M m M
; ; ;
K k K
] ] ]
, , ,
E e E
[ [ [
K k K
; ; ;
UK uk UK
] ] ]
, , ,
serial serial serial
number number number
; ; ;
SK sk SK
} } }
> > >
> > >
My my My
understanding understand understanding
is is be
that that that
E e E
[ [ [
M m M
; ; ;
K k K
] ] ]
is is be
not not not
encrypted encrypt encrypt
under under under
SK sk SK
( ( (
called call call
the the the
> > >
" " "
family famili family
key key key
" " "
) ) )
and and and
that that that
the the the
decrypt decrypt decrypt
key key key
corresponding correspond correspond
to to to
SK sk SK
is is be
held held hold
by by by
> > >
law law law
enforcement enforc enforcement
. . .
Does doe Does
anyone anyon anyone
have have have
first first first
hand hand hand
knowledge knowledg knowledge
on on on
this this this
? ? ?
I i I
> > >
will will will
also also also
check check check
it it it
out out out
, , ,
but but but
this this this
is is be
7 7 7
am am be
Sunday sunday Sunday
so so so
I i I
did did do
not not not
want want want
to to to
wait wait wait
. . .
Ok ok Ok
, , ,
so so so
there there there
are are be
in in in
fact fact fact
two two two
distinct distinct distinct
components compon component
transmitted transmit transmit
by by by
the the the
chip chip chip
; ; ;
the the the
real real real
message messag message
encrypted encrypt encrypt
with with with
the the the
" " "
conventional convent conventional
" " "
key key key
, , ,
and and and
the the the
serial serial serial
number number number
and and and
encrypted encrypt encrypt
" " "
conventional convent conventional
" " "
key key key
encrypted encrypt encrypt
with with with
the the the
( ( (
IMHO imho IMHO
kind kind kind
of of of
bogus bogus bogus
, , ,
as as a
the the the
whole whole whole
concept concept concept
of of of
" " "
one one one
key key key
that that that
millions million million
of of of
people peopl people
use use use
which which which
can can can
' ' '
t t t
be be be
changed chang change
" " "
doesn doesn doesn
' ' '
t t t
seem seem seem
reasonable reason reasonable
) ) )
" " "
family famili family
key key key
" " "
. . .
Suppose suppos Suppose
I i I
analyze analyz analyze
the the the
output output output
of of of
this this this
chip chip chip
and and and
I i I
' ' '
m m m
able abl able
to to to
determine determin determine
which which which
bits bit bit
are are be
the the the
encrypted encrypt encrypted
packet packet packet
which which which
contains contain contain
the the the
serial serial serial
number number number
and and and
session session session
key key key
. . .
Suppose suppos Suppose
I i I
also also also
design design design
a a a
simple simpl simple
algorithm algorithm algorithm
based base base
on on on
this this this
information inform information
which which which
takes take take
the the the
data data data
containing contain contain
the the the
encrypted encrypt encrypted
session session session
key key key
and and and
twiddles twiddl twiddle
a a a
bit bit bit
( ( (
or or or
several sever several
) ) )
before befor before
it it it
' ' '
s s s
sent sent send
down down down
the the the
line line line
. . .
Mind mind Mind
you you you
, , ,
I i I
' ' '
m m m
sure sure sure
the the the
NSA nsa NSA
thought thought thought
of of of
this this this
along along along
with with with
a a a
dozen dozen dozen
other other other
attacks attack attack
I i I
can can can
' ' '
t t t
imagine imagin imagine
, , ,
and and and
the the the
system system system
is is be
probably probabl probably
somehow somehow somehow
designed design design
so so so
that that that
manipulation manipul manipulation
of of of
this this this
information inform information
will will will
cause caus cause
a a a
compliant compliant compliant
receiving receiv receive
chip chip chip
to to to
somehow somehow somehow
fail fail fail
to to to
decrypt decrypt decrypt
successfully success successfully
. . .
But but But
how how how
? ? ?
What what What
if if if
the the the
two two two
parties parti party
agree agre agree
in in in
advance advanc advance
on on on
some some some
kind kind kind
of of of
consistent consist consistent
bit bit bit
- - -
twiddling twiddl twiddle
scheme scheme scheme
, , ,
so so so
the the the
decryption decrypt decryption
chip chip chip
sees see see
the the the
restored restor restored
" " "
proper proper proper
" " "
bitstream bitstream bitstream
but but but
an an an
eavesdropper eavesdropp eavesdropper
gets get get
a a a
E e E
[ [ [
K k K
; ; ;
UK uk UK
] ] ]
packet packet packet
that that that
' ' '
s s s
wrong wrong wrong
? ? ?
I i I
suppose suppos suppose
this this this
could could could
be be be
easily easili easily
defeated defeat defeat
if if if
the the the
chip chip chip
" " "
sends send send
" " "
that that that
information inform information
out out out
many mani many
times time time
in in in
slightly slight slightly
different differ different
ways way way
, , ,
making make make
it it it
effectively effect effectively
impossible imposs impossible
to to to
be be be
certain certain certain
you you you
know know know
all all all
the the the
information inform information
being be be
sent sent send
. . .
- - -
- - -
Marc marc Marc
VanHeyningen vanheyningen VanHeyningen
mvanheyn mvanheyn mvanheyn
@ @ @
cs cs c
. . .
indiana indiana indiana
. . .
edu edu edu
MIME mime MIME
& & &
RIPEM ripem RIPEM
accepted accept accept
If if If
your your your
theory theori theory
predicts predict predict
different differ different
outcomes outcom outcome
depending depend depend
on on on
whether whether whether
you you you
use use use
discrete discret discrete
mathematics mathemat mathematics
or or or
continuous continu continuous
mathematics mathemat mathematics
, , ,
then then then
you you you
' ' '
ve ve ve
got got get
the the the
wrong wrong wrong
theory theori theory
. . .
- - -
Bruce bruce Bruce
MacLennan maclennan MacLennan
