From from From
: : :
Borut borut Borut
. . .
B b B
. . .
Lavrencic lavrenc Lavrencic
@ @ @
ijs ij ijs
. . .
si si si
Subject subject Subject
: : :
Re re Re
: : :
The the The
[ [ [
secret secret secret
] ] ]
source sourc source
of of of
that that that
announcement announc announcement
Reply repli Reply
- - -
To to To
: : :
Borut borut Borut
. . .
B b B
. . .
Lavrencic lavrenc Lavrencic
@ @ @
ijs ij ijs
. . .
si si si
Distribution distribut Distribution
: : :
inet inet inet
Organization organ Organization
: : :
J j J
. . .
Stefan stefan Stefan
Institute institut Institute
, , ,
Lj lj Lj
, , ,
Slovenia slovenia Slovenia
Lines line Lines
: : :
61 61 61
In in In
article articl article
< < <
gradyC gradyc gradyC
5 5 5
unp unp unp
0 0 0
. . .
D d D
21 21 21
@ @ @
netcom netcom netcom
. . .
com com com
> > >
, , ,
grady gradi grady
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
1016 1016 1016
/ / /
2 2 2
EF ef EF
221 221 221
) ) )
writes write writes
: : :
> > >
Andrew andrew Andrew
Molitor molitor Molitor
( ( (
amolitor amolitor amolitor
@ @ @
nmsu nmsu nmsu
. . .
edu edu edu
) ) )
wrote wrote write
: : :
> > >
: : :
> > >
: : :
1 1 1
) ) )
Monitor monitor Monitor
my my my
phonecalls phonecal phonecalls
. . .
> > >
: : :
2 2 2
) ) )
Monitor monitor Monitor
usenet usenet usenet
. . .
> > >
: : :
3 3 3
) ) )
Provide provid Provide
only onli only
cryptosystems cryptosystem cryptosystems
they they they
can can can
easily easili easily
crack crack crack
. . .
> > >
: : :
4 4 4
) ) )
etc etc etc
etc etc etc
. . .
> > >
: : :
> > >
: : :
This this This
is is be
not not not
to to to
say say say
that that that
they they they
* * *
don don don
' ' '
t t t
* * *
, , ,
they they they
might might might
. . .
But but But
you you you
don don don
' ' '
t t t
> > >
: : :
know know know
that that that
they they they
do do do
, , ,
and and and
you you you
have have have
no no no
evidence evid evidence
that that that
they they they
do do do
, , ,
for for for
almost almost almost
> > >
: : :
all all all
values valu value
of of of
you you you
. . .
It it It
follows follow follow
, , ,
therefore therefor therefore
, , ,
that that that
for for for
most most most
values valu value
of of of
' ' '
you you you
' ' '
, , ,
> > >
: : :
your your your
claims claim claim
about about about
the the the
NSA nsa NSA
border border border
on on on
paranoia paranoia paranoia
. . .
> > >
: : :
> > >
: : :
Andrew andrew Andrew
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
> > >
> > >
Or or Or
maybe mayb maybe
the the the
Germans german Germans
should should should
have have have
been been be
a a a
little littl little
more more more
' ' '
paranoid paranoid paranoid
' ' '
about about about
> > >
their their their
Engima engima Engima
with with with
respect respect respect
to to to
Turing ture Turing
and and and
the the the
British british British
. . .
> > >
> > >
How how How
about about about
the the the
cracking crack cracking
of of of
the the the
Zimmerman zimmerman Zimmerman
telegram telegram telegram
? ? ?
Would would Would
a a a
little littl little
> > >
more more more
paranoia paranoia paranoia
have have have
helped help help
the the the
Germans german Germans
here here here
? ? ?
> > >
> > >
Maybe mayb Maybe
