From from From
: : :
artmel artmel artmel
@ @ @
well well well
. . .
sf sf sf
. . .
ca ca ca
. . .
us us u
( ( (
Arthur arthur Arthur
Melnick melnick Melnick
) ) )
Subject subject Subject
: : :
Some some Some
questions question question
regarding regard regard
Big big Big
Brother brother Brother
( ( (
Clipper clipper Clipper
) ) )
Summary summari Summary
: : :
Some some Some
thoughts thought thought
and and and
questions question question
regarding regard regard
clipper clipper clipper
Keywords keyword Keywords
: : :
clipper clipper clipper
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
well well well
. . .
sf sf sf
. . .
ca ca ca
. . .
us us u
Organization organ Organization
: : :
The the The
Whole whole Whole
Earth earth Earth
' ' '
Lectronic lectron Lectronic
Link link Link
, , ,
Sausalito sausalito Sausalito
, , ,
CA ca CA
Lines line Lines
: : :
23 23 23
In in In
previous previous previous
postings post posting
by by by
Hellman hellman Hellman
, , ,
Bellovin bellovin Bellovin
, , ,
etal etal etal
it it it
was was be
reported report report
the the the
Big big Big
Brother brother Brother
( ( (
Clipper clipper Clipper
) ) )
chip chip chip
will will will
encrypt encrypt encrypt
plaintext plaintext plaintext
in in in
64 64 64
bit bit bit
blocks block block
as as a
is is be
done done do
with with with
DES des DES
. . .
The the The
users user user
key key key
K k K
which which which
can can can
be be be
derived deriv derive
from from from
RSA rsa RSA
, , ,
Diffy diffi Diffy
- - -
Hellman hellman Hellman
, , ,
etc etc etc
. . .
is is be
used use use
to to to
encrypt encrypt encrypt
plaintext plaintext plaintext
M m M
and and and
is is be
then then then
used use use
to to to
form form form
a a a
" " "
three three three
part part part
message messag message
" " "
. . .
This this This
three three three
part part part
message messag message
consists consist consist
of of of
E e E
[ [ [
M m M
; ; ;
K k K
] ] ]
, , ,
K k K
encrypted encrypt encrypt
with with with
some some some
other other other
key key key
, , ,
and and and
the the the
chip chip chip
serial serial serial
number number number
. . .
This this This
three three three
part part part
message messag message
is is be
then then then
encrypted encrypt encrypt
by by by
still still still
another anoth another
key key key
. . .
My my My
question question question
is is be
: : :
What what What
is is be
a a a
message messag message
? ? ?
For for For
example exampl example
, , ,
say say say
we we we
are are be
dealing deal deal
with with with
an an an
encrypted encrypt encrypted
digitized digit digitized
voice voic voice
application applic application
. . .
The the The
speech speech speech
waveform waveform waveform
is is be
sampled sampl sample
and and and
digitized digit digitize
and and and
then then then
some some some
number number number
of of of
samples sampl sample
are are be
grouped group group
into into into
a a a
64 64 64
bit bit bit
block block block
. . .
This this This
block block block
is is be
then then then
encrypted encrypt encrypt
and and and
transmitted transmit transmit
over over over
a a a
non non non
- - -
secure secur secure
communications communic communication
link link link
. . .
Where where Where
is is be
the the the
three three three
part part part
message messag message
? ? ?
Is is Is
something someth something
appended append appended
to to to
each each each
64 64 64
bit bit bit
block block block
? ? ?
Is is Is
a a a
header header header
sent sent sent
at at at
the the the
beginning begin beginning
of of of
the the the
session session session
? ? ?
If if If
the the the
header header header
is is be
sent sent send
at at at
the the the
beginning begin beginning
of of of
the the the
session session session
, , ,
how how how
do do do
they they they
insure insur insure
the the the
equipment equip equipment
manufacturer manufactur manufacturer
using use use
the the the
chip chip chip
does doe do
just just just
that that that
? ? ?
Can can Can
just just just
anyone anyon anyone
manufacture manufactur manufacture
products product product
using use use
the the the
chip chip chip
? ? ?
Is is Is
a a a
facility facil facility
clearance clearanc clearance
required requir require
to to to
manufacture manufactur manufacture
? ? ?
Any ani Any
ideas idea idea
? ? ?
