From from From
: : :
jebright jebright jebright
@ @ @
magnus magnus magnus
. . .
acs ac ac
. . .
ohio ohio ohio
- - -
state state state
. . .
edu edu edu
( ( (
James jame James
R r R
Ebright ebright Ebright
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Secret secret Secret
algorithm algorithm algorithm
[ [ [
Re re Re
: : :
Clipper clipper Clipper
Chip chip Chip
and and and
crypto crypto crypto
key key key
- - -
escrow escrow escrow
] ] ]
Keywords keyword Keywords
: : :
encryption encrypt encryption
, , ,
wiretap wiretap wiretap
, , ,
clipper clipper clipper
, , ,
key key key
- - -
escrow escrow escrow
, , ,
Mykotronx mykotronx Mykotronx
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
top top top
. . .
magnus magnus magnus
. . .
acs ac ac
. . .
ohio ohio ohio
- - -
state state state
. . .
edu edu edu
Organization organ Organization
: : :
The the The
Ohio ohio Ohio
State state State
University univers University
Lines line Lines
: : :
25 25 25
In in In
article articl article
brad brad brad
@ @ @
clarinet clarinet clarinet
. . .
com com com
( ( (
Brad brad Brad
Templeton templeton Templeton
) ) )
writes write write
: : :
[ [ [
. . .
. . .
. . .
] ] ]
> > >
> > >
The the The
greatest greatest great
danger danger danger
of of of
the the the
escrow escrow escrow
database databas database
, , ,
if if if
it it it
were were be
kept kept keep
on on on
disk disk disk
, , ,
> > >
would would would
be be be
the the the
chance chanc chance
that that that
a a a
complete complet complete
copy copi copy
could could could
somehow somehow somehow
leak leak leak
out out out
. . .
You you You
[ [ [
. . .
. . .
. . .
] ] ]
> > >
> > >
Of of Of
course cours course
then then then
it it it
' ' '
s s s
hard hard hard
to to to
backup backup backup
. . .
However howev However
, , ,
I i I
think think think
the the the
consequences consequ consequence
> > >
of of of
no no no
backup backup backup
- - -
- - -
the the the
data data data
is is be
not not not
there there there
when when when
a a a
warrant warrant warrant
comes come come
- - -
- - -
are are be
worse wors bad
> > >
than than than
the the the
consequences consequ consequence
of of of
a a a
secret secret secret
backup backup backup
. . .
If if If
the the the
data data data
isn isn isn
' ' '
t t t
there there there
when when when
the the the
warrant warrant warrant
comes come come
, , ,
you you you
effectively effect effectively
have have have
secure secur secure
crypto crypto crypto
. . .
If if If
secret secret secret
backups backup backup
are are be
kept kept keep
. . .
. . .
. . .
then then then
you you you
effectively effect effectively
have have have
no no no
crypto crypto crypto
. . .
Thus thus Thus
, , ,
this this this
poster poster poster
is is be
essentialy essentiali essentialy
arguing argu argue
no no no
crypto crypto crypto
is is be
better better good
than than than
secure secur secure
crypto crypto crypto
. . .
If if If
the the the
data data data
isn isn isn
' ' '
t t t
there there there
when when when
the the the
warrant warrant warrant
comes come come
, , ,
then then then
the the the
government govern government
will will will
just just just
have have have
to to to
use use use
normal normal normal
law law law
enforcement enforc enforcement
techniques techniqu technique
to to to
catch catch catch
crooks crook crook
. . .
Is is Is
this this this
so so so
bad bad bad
? ? ?
BTW btw BTW
, , ,
bugging bug bug
isn isn isn
' ' '
t t t
YET yet YET
a a a
normal normal normal
law law law
enforcement enforc enforcement
technique techniqu technique
. . .
With with With
the the the
privacy privaci privacy
clipper clipper clipper
, , ,
it it it
WILL will WILL
become becom become
a a a
normal normal normal
technique techniqu technique
. . .
/ / /
Jim jim Jim
- - -
- - -
Information inform Information
farming farm farming
at at at
. . .
. . .
. . .
For for For
addr addr addr
& & &
phone phone phone
: : :
finger finger finger
A a A
/ / /
~ ~ ~
~ ~ ~
\ \ \
A a A
THE the THE
Ohio ohio Ohio
State state State
University univers University
jebright jebright jebright
@ @ @
magnus magnus magnus
. . .
acs ac ac
. . .
ohio ohio ohio
- - -
state state state
. . .
edu edu edu
( ( (
( ( (
0 0 0
0 0 0
) ) )
) ) )
_ _ _
_ _ _
_ _ _
_ _ _
Jim jim Jim
Ebright ebright Ebright
e e e
- - -
mail mail mail
: : :
jre jre jre
+ + +
@ @ @
osu osu osu
. . .
edu edu edu
\ \ \
/ / /
\ \ \
( ( (
- - -
- - -
) ) )
\ \ \
