From from From
: : :
mryan mryan mryan
@ @ @
stsci stsci stsci
. . .
edu edu edu
Subject subject Subject
: : :
Should should Should
I i I
be be be
angry angri angry
at at at
this this this
doctor doctor doctor
? ? ?
Lines line Lines
: : :
26 26 26
Organization organ Organization
: : :
Space space Space
Telescope telescop Telescope
Science scienc Science
Institute institut Institute
Distribution distribut Distribution
: : :
na na na
Am am Am
I i I
justified justifi justify
in in in
being be be
pissed piss piss
off off off
at at at
this this this
doctor doctor doctor
? ? ?
Last last Last
Saturday saturday Saturday
evening even even
my my my
6 6 6
year year year
old old old
son son son
cut cut cut
his his his
finger finger finger
badly bad badly
with with with
a a a
knife knife knife
. . .
I i I
took took take
him him him
to to to
a a a
local local local
" " "
Urgent urgent Urgent
and and and
General general General
Care care Care
" " "
clinic clinic clinic
at at at
5 5 5
: : :
50 50 50
pm pm pm
. . .
The the The
clinic clinic clinic
was was be
open open open
till till till
6 6 6
: : :
00 00 00
pm pm pm
. . .
The the The
receptionist receptionist receptionist
went went go
to to to
the the the
back back back
and and and
told told tell
the the the
doctor doctor doctor
that that that
we we we
were were be
there there there
, , ,
and and and
came came come
back back back
and and and
told told tell
us us u
the the the
doctor doctor doctor
would would would
not not not
see see see
us us u
because becaus because
she she she
had had have
someplace someplac someplace
to to to
go go go
at at at
6 6 6
: : :
00 00 00
and and and
did did do
not not not
want want want
to to to
be be be
delayed delay delay
here here here
. . .
During dure During
the the the
next next next
few few few
minutes minut minute
, , ,
in in in
response respons response
to to to
my my my
questions question question
, , ,
with with with
several sever several
trips trip trip
to to to
the the the
back back back
room room room
, , ,
the the the
receptionist receptionist receptionist
told told tell
me me me
: : :
- - -
the the the
doctor doctor doctor
was was be
doing do do
paperwork paperwork paperwork
in in in
the the the
back back back
, , ,
- - -
the the the
doctor doctor doctor
would would would
not not not
even even even
look look look
at at at
his his his
finger finger finger
to to to
advise advis advise
us us u
on on on
going go go
to to to
the the the
emergency emerg emergency
room room room
; ; ;
- - -
the the the
doctor doctor doctor
would would would
not not not
even even even
speak speak speak
to to to
me me me
; ; ;
- - -
she she she
would would would
not not not
tell tell tell
me me me
the the the
doctor doctor doctor
' ' '
s s s
name name name
, , ,
or or or
her her her
own own own
name name name
; ; ;
- - -
when when when
asked ask ask
who who who
is is be
in in in
charge charg charge
of of of
the the the
clinic clinic clinic
, , ,
she she she
said said say
" " "
I i I
don don don
' ' '
t t t
know know know
. . .
" " "
I i I
realize realiz realize
that that that
a a a
private privat private
clinic clinic clinic
is is be
not not not
the the the
same same same
as as a
an an an
emergency emerg emergency
room room room
, , ,
but but but
I i I
was was be
quite quit quite
angry angri angry
at at at
being be be
turned turn turn
away away away
because becaus because
the the the
doctor doctor doctor
did did do
not not not
want want want
to to to
be be be
bothered bother bother
. . .
My my My
son son son
did did do
get get get
three three three
stitches stitch stitch
at at at
the the the
emergency emerg emergency
room room room
. . .
I i I
' ' '
m m m
still still still
trying tri try
to to to
find find find
out out out
who who who
is is be
in in in
charge charg charge
of of of
that that that
clinic clinic clinic
so so so
I i I
can can can
write write write
them them them
a a a
letter letter letter
. . .
We we We
will will will
certainly certain certainly
never never never
set set set
foot foot foot
in in in
that that that
clinic clinic clinic
again again again
. . .
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Mary mari Mary
Ryan ryan Ryan
mryan mryan mryan
@ @ @
stsci stsci stsci
. . .
edu edu edu
Space space Space
Telescope telescop Telescope
Science scienc Science
Institute institut Institute
Baltimore baltimor Baltimore
, , ,
Maryland maryland Maryland
