From from From
: : :
HOLFELTZ holfeltz HOLFELTZ
@ @ @
LSTC lstc LSTC
2 2 2
VM vm VM
. . .
stortek stortek stortek
. . .
com com com
Subject subject Subject
: : :
Re re Re
: : :
Krillean krillean Krillean
Photography photographi Photography
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
lstc lstc lstc
2 2 2
vm vm vm
. . .
stortek stortek stortek
. . .
com com com
Organization organ Organization
: : :
StorageTek storagetek StorageTek
SW sw SW
Engineering engin Engineering
X x X
- - -
Newsreader newsread Newsreader
: : :
NNR nnr NNR
/ / /
VM vm VM
S s S
_ _ _
1 1 1
. . .
3 3 3
. . .
2 2 2
Lines line Lines
: : :
53 53 53
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
205615 205615 205615
. . .
1013 1013 1013
@ @ @
unlv unlv unlv
. . .
edu edu edu
> > >
todamhyp todamhyp todamhyp
@ @ @
charles charl charles
. . .
unlv unlv unlv
. . .
edu edu edu
( ( (
Brian brian Brian
M m M
. . .
Huey huey Huey
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
205615 205615 205615
. . .
1013 1013 1013
@ @ @
unlv unlv unlv
. . .
edu edu edu
> > >
, , ,
todamhyp todamhyp todamhyp
@ @ @
charles charl charles
. . .
unlv unlv unlv
. . .
edu edu edu
( ( (
Brian brian Brian
M m M
. . .
Huey huey Huey
) ) )
writes write write
: : :
> > >
> > >
I i I
think think think
that that that
' ' '
s s s
the the the
correct correct correct
spelling spell spelling
. . .
. . .
> > >
> > >
The the The
proper proper proper
spelling spell spelling
is is be
Kirlian kirlian Kirlian
. . .
It it It
was was be
an an an
effect effect effect
discoverd discoverd discoverd
by by by
> > >
S s S
. . .
Kirlian kirlian Kirlian
, , ,
a a a
soviet soviet soviet
film film film
developer develop developer
in in in
1939 1939 1939
. . .
> > >
> > >
As as As
I i I
recall recal recall
, , ,
the the the
coronas corona corona
visible visibl visible
are are be
ascribed ascrib ascribe
to to to
static static static
discharges discharg discharge
> > >
and and and
chemical chemic chemical
reactions reaction reaction
between between between
the the the
organic organ organic
material materi material
and and and
the the the
silver silver silver
> > >
halides halid halides
in in in
the the the
films film film
. . .
> > >
> > >
- - -
- - -
> > >
Tarl tarl Tarl
Neustaedter neustaedt Neustaedter
Stratus stratus Stratus
Computer comput Computer
> > >
tarl tarl tarl
@ @ @
sw sw sw
. . .
stratus stratus stratus
. . .
com com com
Marlboro marlboro Marlboro
, , ,
Mass mass Mass
. . .
> > >
Disclaimer disclaim Disclaimer
: : :
My my My
employer employ employer
is is be
not not not
responsible respons responsible
for for for
my my my
opinions opinion opinion
. . .
> > >
> > >
I i I
think think think
that that that
' ' '
s s s
the the the
correct correct correct
spelling spell spelling
. . .
. . .
> > >
I i I
am am be
looking look look
for for for
any ani any
information inform information
/ / /
supplies suppli supply
that that that
will will will
allow allow allow
> > >
do do do
- - -
it it it
- - -
yourselfers yourself yourselfers
to to to
take take take
Krillean krillean Krillean
Pictures pictur Pictures
. . .
I i I
' ' '
m m m
thinking think think
> > >
that that that
education educ education
suppliers supplier supplier
for for for
schools school school
might might might
have have have
a a a
appartus appartus appartus
for for for
> > >
sale sale sale
, , ,
but but but
I i I
don don don
' ' '
t t t
know know know
any ani any
of of of
the the the
companies compani company
. . .
Any ani Any
info info info
is is be
greatly great greatly
> > >
appreciated appreci appreciate
. . .
> > >
In in In
case case case
you you you
don don don
' ' '
t t t
know know know
, , ,
Krillean krillean Krillean
Photography photographi Photography
, , ,
to to to
the the the
best best best
of of of
my my my
> > >
knowledge knowledg knowledge
, , ,
involves involv involve
taking take take
pictures pictur picture
of of of
an an an
( ( (
most most most
of of of
the the the
time time time
) ) )
organic organ organic
> > >
object object object
between between between
charged charg charge
plates plate plate
. . .
The the The
picture pictur picture
will will will
show show show
energy energi energy
patterns pattern pattern
> > >
or or or
spikes spike spike
around around around
the the the
object object object
photographed photograph photograph
, , ,
and and and
depending depend depend
on on on
what what what
type type type
> > >
of of of
object object object
it it it
is is be
, , ,
the the the
spikes spike spike
or or or
energy energi energy
patterns pattern pattern
will will will
vary vari vary
. . .
One one One
might might might
> > >
extrapolate extrapol extrapolate
here here here
and and and
say say say
that that that
this this this
proves prove prove
that that that
every everi every
object object object
within within within
> > >
the the the
universe univers universe
( ( (
as as a
we we we
know know know
it it it
) ) )
has has have
its it it
own own own
energy energi energy
signature signatur signature
. . .
> > >
> > >
To to To
construct construct construct
a a a
Kirlian kirlian Kirlian
device devic device
find find find
a a a
copy copi copy
of of of
_ _ _
Handbook handbook Handbook
of of of
Psychic psychic Psychic
Discoveries discoveri Discoveries
_ _ _
by by by
Sheila sheila Sheila
Ostrander ostrand Ostrander
and and and
Lynn lynn Lynn
Schroeder schroeder Schroeder
1975 1975 1975
Library librari Library
of of of
Congress congress Congress
73 73 73
- - -
88532 88532 88532
. . .
It it It
describes describ describe
the the the
necessary necessari necessary
equipment equip equipment
and and and
suppliers supplier supplier
for for for
the the the
Tesla tesla Tesla
coil coil coil
or or or
alternatives altern alternative
, , ,
the the the
copper copper copper
plate plate plate
and and and
setup setup setup
. . .
I i I
used use use
a a a
pack pack pack
of of of
SX sx SX
- - -
70 70 70
film film film
and and and
removed remov remove
a a a
single singl single
pack pack pack
in in in
a a a
dark dark dark
room room room
, , ,
then then then
made made make
the the the
exposure exposur exposure
, , ,
put put put
it it it
back back back
in in in
the the the
film film film
pack pack pack
and and and
ran ran run
it it it
out out out
through through through
the the the
rollers roller roller
of of of
the the the
camera camera camera
forinstant forinst forinstant
developing develop developing
and and and
very veri very
high high high
quality qualiti quality
. . .
It it It
is is be
a a a
good good good
way way way
to to to
experience experi experience
what what what
Kirlian kirlian Kirlian
Photography photographi Photography
is is be
really realli really
and and and
what what what
it it it
is is be
not not not
. . .
As as As
you you you
know know know
all all all
ready readi ready
, , ,
it it it
is is be
the the the
pattern pattern pattern
in in in
the the the
bioplasmic bioplasm bioplasmic
energy energi energy
fieldthat fieldthat fieldthat
is is be
significant signific significant
. . .
Variations variat Variations
caused caus cause
by by by
exposure exposur exposure
time time time
, , ,
distance distanc distance
from from from
the the the
plate plate plate
, , ,
or or or
pressure pressur pressure
on on on
the the the
plate plate plate
, , ,
or or or
variations variat variation
in in in
the the the
photo photo photo
materials materi material
are are be
not not not
important import important
. . .
Hard hard Hard
copy copi copy
mail mail mail
; ; ;
Mark mark Mark
C c C
. . .
High high High
P p P
O o O
Box box Box
882 882 882
Parowan parowan Parowan
, , ,
UT ut UT
84761 84761 84761
