From from From
: : :
geb geb geb
@ @ @
cs cs c
. . .
pitt pitt pitt
. . .
edu edu edu
( ( (
Gordon gordon Gordon
Banks bank Banks
) ) )
Subject subject Subject
: : :
Re re Re
: : :
HELP help HELP
for for for
Kidney kidney Kidney
Stones stone Stones
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
Reply repli Reply
- - -
To to To
: : :
geb geb geb
@ @ @
cs cs c
. . .
pitt pitt pitt
. . .
edu edu edu
( ( (
Gordon gordon Gordon
Banks bank Banks
) ) )
Organization organ Organization
: : :
Univ univ Univ
. . .
of of of
Pittsburgh pittsburgh Pittsburgh
Computer comput Computer
Science scienc Science
Lines line Lines
: : :
17 17 17
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
21 21 21
. . .
143910 143910 143910
. . .
5826 5826 5826
@ @ @
wvnvms wvnvms wvnvms
. . .
wvnet wvnet wvnet
. . .
edu edu edu
> > >
pk pk pk
115050 115050 115050
@ @ @
wvnvms wvnvms wvnvms
. . .
wvnet wvnet wvnet
. . .
edu edu edu
writes write write
: : :
> > >
My my My
girlfriend girlfriend girlfriend
is is be
in in in
pain pain pain
from from from
kidney kidney kidney
stones stone stone
. . .
She she She
says say say
that that that
because becaus because
she she she
has has have
no no no
> > >
medical medic medical
insurance insur insurance
, , ,
she she she
cannot cannot cannot
get get get
them them them
removed remov remove
. . .
> > >
> > >
My my My
question question question
: : :
Is is Is
there there there
any ani any
way way way
she she she
can can can
treat treat treat
them them them
herself herself herself
, , ,
or or or
at at at
least least least
mitigate mitig mitigate
> > >
their their their
effects effect effect
? ? ?
Any ani Any
help help help
is is be
deeply deepli deeply
appreciated appreci appreciate
. . .
( ( (
Advice advic Advice
, , ,
referral referr referral
to to to
literature literatur literature
, , ,
Morphine morphin Morphine
or or or
demerol demerol demerol
is is be
about about about
the the the
only onli only
effective effect effective
way way way
of of of
stopping stop stop
pain pain pain
that that that
severe sever severe
. . .
Obviously obvious Obviously
, , ,
she she she
' ' '
ll ll ll
need need need
a a a
prescription prescript prescription
to to to
get get get
such such such
drugs drug drug
. . .
Can can Can
' ' '
t t t
she she she
go go go
to to to
the the the
county counti county
hospital hospit hospital
or or or
something someth something
? ? ?
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Gordon gordon Gordon
Banks bank Banks
N n N
3 3 3
JXP jxp JXP
| | |
" " "
Skepticism skeptic Skepticism
is is be
the the the
chastity chastiti chastity
of of of
the the the
intellect intellect intellect
, , ,
and and and
geb geb geb
@ @ @
cadre cadr cadre
. . .
dsl dsl dsl
. . .
pitt pitt pitt
. . .
edu edu edu
| | |
it it it
is is be
shameful shame shameful
to to to
surrender surrend surrender
it it it
too too too
soon soon soon
. . .
" " "
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
