From from From
: : :
spenser spenser spenser
@ @ @
fudd fudd fudd
. . .
jsc jsc jsc
. . .
nasa nasa nasa
. . .
gov gov gov
( ( (
S s S
. . .
Spenser spenser Spenser
Aden aden Aden
) ) )
Subject subject Subject
: : :
Re re Re
: : :
diet diet diet
for for for
Crohn crohn Crohn
' ' '
s s s
( ( (
IBD ibd IBD
) ) )
Organization organ Organization
: : :
Flight flight Flight
Data data Data
and and and
Evaluation evalu Evaluation
Office offic Office
Distribution distribut Distribution
: : :
usa usa usa
Lines line Lines
: : :
72 72 72
In in In
article articl article
< < <
uabdpo uabdpo uabdpo
. . .
dpo dpo dpo
. . .
uab uab uab
. . .
edu edu edu
- - -
220493145727 220493145727 220493145727
@ @ @
spam spam spam
. . .
dom dom dom
. . .
uab uab uab
. . .
edu edu edu
> > >
uabdpo uabdpo uabdpo
. . .
dpo dpo dpo
. . .
uab uab uab
. . .
edu edu edu
! ! !
gila gila gila
005 005 005
( ( (
Stephen stephen Stephen
Holland holland Holland
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1 1 1
r r r
6 6 6
g g g
8 8 8
fINNe finn fINNe
88 88 88
@ @ @
ceti ceti ceti
. . .
cs cs c
. . .
unc unc unc
. . .
edu edu edu
> > >
, , ,
jge jge jge
@ @ @
cs cs c
. . .
unc unc unc
. . .
edu edu edu
( ( (
John john John
Eyles eyl Eyles
) ) )
> > >
wrote wrote write
: : :
> > >
> > >
> > >
> > >
A a A
friend friend friend
has has have
what what what
is is be
apparently appar apparently
a a a
fairly fair fairly
minor minor minor
case case case
of of of
Crohn crohn Crohn
' ' '
s s s
> > >
> > >
disease diseas disease
. . .
> > >
> > >
> > >
> > >
But but But
she she she
can can can
' ' '
t t t
seem seem seem
to to to
eat eat eat
certain certain certain
foods food food
, , ,
such such such
as as a
fresh fresh fresh
vegetables veget vegetable
, , ,
> > >
> > >
without without without
discomfort discomfort discomfort
, , ,
and and and
of of of
course cours course
she she she
wants want want
to to to
avoid avoid avoid
a a a
recurrence recurr recurrence
. . .
> > >
> > >
> > >
> > >
Her her Her
question question question
is is be
: : :
are are be
there there there
any ani any
nutritionists nutritionist nutritionist
who who who
specialize special specialize
in in in
the the the
> > >
> > >
problems problem problem
of of of
people peopl people
with with with
Crohn crohn Crohn
' ' '
s s s
disease diseas disease
? ? ?
> > >
> > >
If if If
she she she
is is be
having have have
problems problem problem
with with with
fresh fresh fresh
vegetables veget vegetable
, , ,
the the the
guess guess guess
is is be
that that that
there there there
> > >
is is be
some some some
obstruction obstruct obstruction
of of of
the the the
intestine intestin intestine
. . .
Without without Without
knowing know know
more more more
it it it
is is be
not not not
> > >
possible possibl possible
to to to
say say say
whether whether whether
the the the
obstruction obstruct obstruction
is is be
permanent perman permanent
due due due
to to to
scarring scar scar
, , ,
> > >
or or or
temporary temporari temporary
due due due
to to to
swelling swell swell
of of of
inflammed inflam inflammed
intestine intestin intestine
. . .
In in In
general general general
, , ,
there there there
are are be
> > >
no no no
dietary dietari dietary
limitations limit limitation
in in in
patients patient patient
with with with
Crohn crohn Crohn
' ' '
s s s
except except except
as as a
they they they
relate relat relate
> > >
to to to
obstruction obstruct obstruction
. . .
There there There
is is be
no no no
evidence evid evidence
that that that
any ani any
foods food food
will will will
bring bring bring
on on on
> > >
recurrence recurr recurrence
of of of
Crohn crohn Crohn
' ' '
s s s
. . .
Interesting interest Interesting
statements statement statement
, , ,
simply simpli simply
because becaus because
I i I
have have have
been been be
told told tell
otherwise otherwis otherwise
. . .
I i I
' ' '
m m m
certainly certain certainly
not not not
questioning question question
Steve steve Steve
' ' '
s s s
claims claim claim
, , ,
as as a
for for for
one one one
I i I
am am be
not not not
a a a
doctor doctor doctor
, , ,
and and and
I i I
agree agre agree
that that that
foods food food
don don don
' ' '
t t t
bring bring bring
on on on
the the the
recurrence recurr recurrence
of of of
Crohn crohn Crohn
' ' '
s s s
. . .
But but But
inflammation inflamm inflammation
can can can
be be be
either either either
mildly mild mildly
or or or
DRASTICALLY drastic DRASTICALLY
enhanced enhanc enhance
due due due
to to to
food food food
. . .
Having have Having
had had have
one one one
major major major
obstruction obstruct obstruction
resulting result result
in in in
resection resect resection
( ( (
is is be
that that that
a a a
good good good
enough enough enough
caveat caveat caveat
: : :
- - -
) ) )
, , ,
I i I
was was be
told told tell
that that that
a a a
* * *
LOW low LOW
RESIDUE residu RESIDUE
* * *
