From from From
: : :
geb geb geb
@ @ @
cs cs c
. . .
pitt pitt pitt
. . .
edu edu edu
( ( (
Gordon gordon Gordon
Banks bank Banks
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Great great Great
Post post Post
! ! !
( ( (
was was be
Re re Re
: : :
Candida candida Candida
( ( (
yeast yeast yeast
) ) )
Bloom bloom Bloom
. . .
. . .
. . .
) ) )
( ( (
VERY veri VERY
LONG long LONG
) ) )
Reply repli Reply
- - -
To to To
: : :
geb geb geb
@ @ @
cs cs c
. . .
pitt pitt pitt
. . .
edu edu edu
( ( (
Gordon gordon Gordon
Banks bank Banks
) ) )
Organization organ Organization
: : :
Univ univ Univ
. . .
of of of
Pittsburgh pittsburgh Pittsburgh
Computer comput Computer
Science scienc Science
Lines line Lines
: : :
50 50 50
In in In
article articl article
< < <
noringC noringc noringC
5 5 5
wzM wzm wzM
4 4 4
. . .
41 41 41
n n n
@ @ @
netcom netcom netcom
. . .
com com com
> > >
noring nore noring
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
Jon jon Jon
Noring nore Noring
) ) )
writes write write
: : :
Hate hate Hate
to to to
wreck wreck wreck
your your your
elaborate elabor elaborate
theory theori theory
, , ,
but but but
Steve steve Steve
Dyer dyer Dyer
is is be
not not not
an an an
MD md MD
. . .
So so So
professional profession professional
jealosy jealosi jealosy
over over over
doctors doctor doctor
who who who
help help help
their their their
patients patient patient
with with with
Nystatin nystatin Nystatin
, , ,
etc etc etc
. . .
, , ,
can can can
' ' '
t t t
very veri very
well well well
come come come
into into into
the the the
picture pictur picture
. . .
Steve steve Steve
doesn doesn doesn
' ' '
t t t
have have have
any ani any
patients patient patient
. . .
> > >
response respons response
to to to
specificially specifici specificially
Candida candida Candida
albicans albican albicans
, , ,
and and and
I i I
showed show show
a a a
strong strong strong
positive posit positive
. . .
> > >
Another anoth Another
question question question
, , ,
would would would
everybody everybodi everybody
show show show
the the the
same same same
strong strong strong
positive posit positive
so so so
this this this
test test test
> > >
is is be
essentially essenti essentially
useless useless useless
? ? ?
And and And
, , ,
assuming assum assume
it it it
is is be
true true true
that that that
Candida candida Candida
can can can
