Subject subject Subject
: : :
roman roman roman
. . .
bmp bmp bmp
07 07 07
/ / /
14 14 14
From from From
: : :
pwiseman pwiseman pwiseman
@ @ @
salmon salmon salmon
. . .
usd usd usd
. . .
edu edu edu
( ( (
Cliff cliff Cliff
) ) )
Reply repli Reply
- - -
To to To
: : :
pwiseman pwiseman pwiseman
@ @ @
salmon salmon salmon
. . .
usd usd usd
. . .
edu edu edu
( ( (
Cliff cliff Cliff
) ) )
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
University univers University
of of of
South south South
Dakota dakota Dakota
Lines line Lines
: : :
958 958 958
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Part part Part
7 7 7
of of of
14 14 14
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
MI mi MI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
4 4 4
= = =
' ' '
1 1 1
T t T
= = =
' ' '
1 1 1
T t T
= = =
' ' '
1 1 1
T t T
= = =
' ' '
I i I
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
: : :
6 6 6
EI ei EI
0 0 0
L l L
+ + +
M m M
" " "
PL pl PL
+ + +
" " "
PL pl PL
+ + +
" " "
PL pl PL
+ + +
" " "
PL pl PL
+ + +
" " "
PL pl PL
+ + +
I i I
: : :
6 6 6
EI ei EI
: : :
6 6 6
E e E
1 1 1
T t T
= = =
' ' '
1 1 1
T t T
= = =
' ' '
W w W
] ] ]
_ _ _
? ? ?
W w W
] ] ]
] ] ]
Z z Z
> > >
GHJ ghj GHJ
* * *
BJ bj BJ
[ [ [
NUY nuy NUY
> > >
` ` `
P p P
, , ,
# # #
M m M
` ` `
YF yf YF
9 9 9
F f F
9 9 9
D d D
] ] ]
/ / /
3 3 3
T t T
] ] ]
/ / /
9 9 9
F f F
9 9 9
F f F
0 0 0
- - -
> > >
7 7 7
KN kn KN
[ [ [
N n N
[ [ [
N n N
[ [ [
7 7 7
EX ex EX
# # #
` ` `
P p P
. . .
9 9 9
F f F
9 9 9
F f F
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
