From from From
: : :
pmhudepo pmhudepo pmhudepo
@ @ @
cs cs c
. . .
vu vu vu
. . .
nl nl nl
( ( (
Hudepohl hudepohl Hudepohl
PMJ pmj PMJ
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Searching search Searching
for for for
a a a
phonetic phonet phonetic
font font font
Organization organ Organization
: : :
Fac fac Fac
. . .
Wiskunde wiskund Wiskunde
& & &
Informatica informatica Informatica
, , ,
VU vu VU
, , ,
Amsterdam amsterdam Amsterdam
Lines line Lines
: : :
23 23 23
weidlich weidlich weidlich
@ @ @
arb arb arb
- - -
phys phys phys
. . .
uni uni uni
- - -
dortmund dortmund dortmund
. . .
de de de
( ( (
Weidlich weidlich Weidlich
) ) )
writes write write
: : :
: : :
I i I
' ' '
m m m
searching search search
for for for
a a a
phonetic phonet phonetic
TrueType truetyp TrueType
font font font
for for for
Windows window Windows
3 3 3
. . .
1 1 1
. . .
If if If
: : :
anybody anybodi anybody
knows know know
one one one
, , ,
please pleas please
mail mail mail
me me me
! ! !
: : :
: : :
Thanks thank Thanks
. . .
: : :
: : :
dw dw dw
: : :
: : :
: : :
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
# # #
: : :
Dipl dipl Dipl
. . .
- - -
Inform inform Inform
. . .
Dietmar dietmar Dietmar
Weidlich weidlich Weidlich
# # #
IfADo ifado IfADo
, , ,
Ardeystr ardeystr Ardeystr
. . .
67 67 67
# # #
: : :
weidlich weidlich weidlich
@ @ @
arb arb arb
- - -
phys phys phys
. . .
uni uni uni
- - -
dortmund dortmund dortmund
. . .
de de de
# # #
D d D
- - -
4600 4600 4600
Dortmund dortmund Dortmund
50 50 50
# # #
: : :
Phone phone Phone
+ + +
+ + +
49 49 49
231 231 231
1084 1084 1084
- - -
250 250 250
# # #
> > >
> > >
Dr dr Dr
. . .
B b B
. . .
: : :
" " "
Koennten koennten Koennten
Sie sie Sie
das das das
# # #
: : :
Fax fax Fax
+ + +
+ + +
49 49 49
231 231 231
1084 1084 1084
- - -
401 401 401
# # #
MAL mal MAL
EBEN eben EBEN
erledigen erledigen erledigen
? ? ?
" " "
< < <
< < <
# # #
Yes yes Yes
, , ,
I i I
' ' '
m m m
looking look look
for for for
phonetic phonet phonetic
font font font
( ( (
s s s
) ) )
too too too
! ! !
So so So
if if if
you you you
know know know
one one one
, , ,
please pleas please
mail mail mail
me me me
too too too
! ! !
Thanks thank Thanks
in in in
advance advanc advance
Patrick patrick Patrick
Hudepohl hudepohl Hudepohl
VU vu VU
Amsterdam amsterdam Amsterdam
The the The
Netherlands netherland Netherlands
