Subject subject Subject
: : :
Re re Re
: : :
WINBENCH winbench WINBENCH
3 3 3
. . .
11 11 11
help help help
- - -
- - -
graphics graphic graphic
comparison comparison comparison
? ? ?
! ! !
? ? ?
From from From
: : :
franklig franklig franklig
@ @ @
helium helium helium
. . .
gas gas gas
. . .
uug uug uug
. . .
arizona arizona arizona
. . .
edu edu edu
( ( (
Gregory gregori Gregory
C c C
Franklin franklin Franklin
) ) )
Organization organ Organization
: : :
University univers University
of of of
Arizona arizona Arizona
, , ,
Tucson tucson Tucson
Lines line Lines
: : :
32 32 32
In in In
article articl article
< < <
1 1 1
pqd pqd pqd
9 9 9
hINNbmi hinnbmi hINNbmi
@ @ @
zephyr zephyr zephyr
. . .
grace grace grace
. . .
cri cri cri
. . .
nz nz nz
> > >
srg srg srg
3 3 3
sir sir sir
@ @ @
grv grv grv
. . .
grace grace grace
. . .
cri cri cri
. . .
nz nz nz
writes write writes
: : :
> > >
> > >
> > >
In in In
article articl article
< < <
C c C
4 4 4
zoGD zogd zoGD
. . .
C c C
56 56 56
@ @ @
news news news
. . .
udel udel udel
. . .
edu edu edu
> > >
swyatt swyatt swyatt
@ @ @
bach bach bach
. . .
udel udel udel
. . .
edu edu edu
( ( (
Stephen stephen Stephen
L l L
Wyatt wyatt Wyatt
) ) )
writes write write
: : :
> > >
> > >
I i I
have have have
a a a
question question question
about about about
WINBENCH winbench WINBENCH
( ( (
pc pc pc
labs lab labs
thing thing thing
) ) )
3 3 3
. . .
11 11 11
. . .
. . .
> > >
> > >
> > >
> > >
I i I
have have have
a a a
386 386 386
/ / /
33 33 33
and and and
a a a
Ahead ahead Ahead
B b B
( ( (
512 512 512
k k k
) ) )
card card card
and and and
got got get
these these these
results result result
- - -
> > >
> > >
> > >
> > >
windows window windows
vga vga vga
driver driver driver
- - -
2 2 2
. . .
44 44 44
million million million
> > >
> > >
ahead ahead ahead
B b B
( ( (
640 640 640
- - -
480 480 480
- - -
256 256 256
) ) )
driver driver driver
- - -
455 455 455
, , ,
000 000 000
winmarks winmark winmarks
> > >
> > >
windows window window
svga svga svga
( ( (
800 800 800
- - -
600 600 600
- - -
16 16 16
) ) )
driver driver driver
- - -
1 1 1
. . .
68 68 68
million million million
winmarks winmark winmarks
. . .
. . .
. . .
> > >
> > >
> > >
> > >
I i I
was was be
thinking think think
about about about
upgrading upgrad upgrade
to to to
a a a
diamond diamond diamond
24 24 24
x x x
card card card
. . .
. . .
I i I
read read read
it it it
had had have
about about about
> > >
> > >
8 8 8
million million million
winmark winmark winmark
. . .
. . .
> > >
> > >
On on On
my my my
386 386 386
dx dx dx
33 33 33
Mhz mhz Mhz
4 4 4
Mb mb Mb
RAM ram RAM
> > >
Winbench winbench Winbench
2 2 2
. . .
5 5 5
> > >
24 24 24
x x x
v v v
2 2 2
. . .
02 02 02
16 16 16
. . .
7 7 7
M m M
1 1 1
, , ,
668 668 668
, , ,
274 274 274
> > >
v v v
2 2 2
. . .
03 03 03
16 16 16
. . .
7 7 7
M m M
1 1 1
, , ,
668 668 668
, , ,
985 985 985
> > >
v v v
2 2 2
. . .
03 03 03
16 16 16
4 4 4
, , ,
602 602 602
, , ,
428 428 428
> > >
v v v
2 2 2
. . .
03 03 03
256 256 256
7 7 7
, , ,
635 635 635
, , ,
278 278 278
Be be Be
very veri very
careful care careful
with with with
these these these
results result result
! ! !
As as As
I i I
recall recal recall
, , ,
numbers number number
from from from
Winbench winbench Winbench
2 2 2
. . .
5 5 5
are are be
calculated calcul calculate
differently differ differently
from from from
3 3 3
. . .
1 1 1
, , ,
and and and
so so so
these these these
figures figur figure
are are be
not not not
comparable compar comparable
. . .
However howev However
, , ,
to to to
answer answer answer
Stephen stephen Stephen
' ' '
s s s
question question question
, , ,
replacing replac replace
the the the
Ahead ahead Ahead
B b B
card card card
with with with
a a a
Diamond diamond Diamond
24 24 24
x x x
will will will
yield yield yield
a a a
cost cost cost
- - -
effective effect effective
, , ,
dramatic dramat dramatic
speed speed speed
increase increas increase
for for for
Windows window Windows
. . .
That that That
or or or
the the the
ATI ati ATI
Graphics graphic Graphics
Ultra ultra Ultra
Plus plus Plus
. . .
. . .
. . .
. . .
- - -
- - -
Greg greg Greg
Franklin franklin Franklin
franklig franklig franklig
@ @ @
gas gas gas
. . .
uug uug uug
. . .
arizona arizona arizona
. . .
edu edu edu
