From from From
: : :
dshanks dshank dshanks
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
David david David
Shanks shank Shanks
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Diamond diamond Diamond
Speedstar speedstar Speedstar
Driver driver Driver
for for for
v v v
3 3 3
. . .
1 1 1
X x X
- - -
Disclaimer disclaim Disclaimer
: : :
Nyx nyx Nyx
is is be
a a a
public public public
access access access
Unix unix Unix
system system system
run run run
by by by
the the the
University univers University
of of of
Denver denver Denver
for for for
the the the
Denver denver Denver
community communiti community
. . .
The the The
University univers University
has has have
neither neither neither
control control control
over over over
nor nor nor
responsibility respons responsibility
for for for
the the the
opinions opinion opinion
of of of
users user user
. . .
Organization organ Organization
: : :
Nyx nyx Nyx
, , ,
Public public Public
Access access Access
Unix unix Unix
at at at
U u U
. . .
of of of
Denver denver Denver
Math math Math
/ / /
CS cs CS
dept dept dept
. . .
Lines line Lines
: : :
10 10 10
In in In
article articl article
< < <
116005 116005 116005
@ @ @
bu bu bu
. . .
edu edu edu
> > >
rem rem rem
@ @ @
buitc buitc buitc
. . .
bu bu bu
. . .
edu edu edu
( ( (
Robert robert Robert
Mee mee Mee
) ) )
writes write write
: : :
> > >
I i I
am am be
looking look look
for for for
a a a
WIN win WIN
31 31 31
driver driver driver
( ( (
or or or
set set set
) ) )
for for for
my my my
Diamond diamond Diamond
> > >
Speedstar speedstar Speedstar
1 1 1
MB mb MB
video video video
card card card
. . .
The the The
Diamond diamond Diamond
BBS bbs BBS
has has have
these these these
. . .
Their their Their
2400 2400 2400
baud baud baud
BBS bbs BBS
phone phone phone
number number number
is is be
( ( (
408 408 408
) ) )
730 730 730
- - -
1100 1100 1100
. . .
Their their Their
9600 9600 9600
baud baud baud
BBS bbs BBS
phone phone phone
number number number
is is be
( ( (
408 408 408
) ) )
524 524 524
- - -
9335 9335 9335
. . .
Sorry sorri Sorry
, , ,
I i I
don don don
' ' '
t t t
know know know
of of of
any ani any
FTP ftp FTP
site site site
that that that
has has have
these these these
( ( (
though though though
I i I
' ' '
d d d
be be be
surprised surpris surprise
if if if
there there there
wasn wasn wasn
' ' '
t t t
one one one
) ) )
. . .
