Subject subject Subject
: : :
Re re Re
: : :
Gatewaying gateway Gatewaying
Microsoft microsoft Microsoft
Mail mail Mail
/ / /
Workgroups workgroup Workgroups
via via via
96 96 96
From from From
: : :
wesj wesj wesj
@ @ @
extsparc extsparc extsparc
. . .
usu usu usu
. . .
edu edu edu
( ( (
Wes wes Wes
James jame James
) ) )
Reply repli Reply
- - -
To to To
: : :
wesj wesj wesj
@ @ @
extsparc extsparc extsparc
. . .
usu usu usu
. . .
edu edu edu
Distribution distribut Distribution
: : :
world world world
Organization organ Organization
: : :
Sun sun Sun
Microsystems microsystem Microsystems
, , ,
Inc inc Inc
. . .
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
extsparc extsparc extsparc
. . .
agsci agsci agsci
. . .
usu usu usu
. . .
edu edu edu
Lines line Lines
: : :
40 40 40
We we We
here here here
at at at
Utah utah Utah
State state State
University univers University
Cooperative cooper Cooperative
Extension extens Extension
have have have
been been be
using use use
W w W
4 4 4
Wg wg Wg
for for for
a a a
while while while
now now now
. . .
We we We
wanted want want
to to to
talk talk talk
to to to
the the the
internet internet internet
with with with
the the the
mail mail mail
package packag package
so so so
we we we
got got get
the the the
smtp smtp smtp
gateway gateway gateway
. . .
You you You
also also also
need need need
a a a
tcp tcp tcp
/ / /
ip ip ip
transport transport transport
package packag package
on on on
top top top
of of of
that that that
which which which
is is be
utterly utter utterly
stupid stupid stupid
but but but
that that that
' ' '
s s s
what what what
they they they
require requir require
to to to
get get get
the the the
smtp smtp smtp
gateway gateway gateway
to to to
work work work
. . .
You you You
need need need
a a a
dedicated dedic dedicated
pc pc pc
for for for
the the the
gateway gateway gateway
and and and
if if if
you you you
are are be
looking look look
at at at
remote remot remote
access access access
you you you
need need need
another anoth another
dedicated dedic dedicated
pc pc pc
for for for
the the the
remote remot remote
mail mail mail
stuff stuff stuff
. . .
We we We
do do do
not not not
have have have
the the the
remote remot remote
mail mail mail
going go go
but but but
you you you
indicate indic indicate
that that that
that that that
is is be
what what what
you you you
want want want
to to to
do do do
. . .
There there There
is is be
a a a
glitch glitch glitch
somewhere somewher somewhere
in in in
the the the
system system system
though though though
. . .
I i I
don don don
' ' '
t t t
know know know
if if if
it it it
is is be
MS ms MS
mail mail mail
, , ,
the the the
gateway gateway gateway
or or or
the the the
VAX vax VAX
here here here
on on on
campus campus campus
that that that
is is be
choking choke choke
in in in
the the the
mail mail mail
that that that
is is be
sent sent send
. . .
The the The
scenario scenario scenario
is is be
this this this
. . .
The the The
outgoing outgo outgoing
mail mail mail
goes goe go
to to to
a a a
Unix unix Unix
system system system
which which which
then then then
routes rout rout
the the the
mail mail mail
where where where
it it it
needs need need
to to to
go go go
. . .
If if If
that that that
mail mail mail
is is be
routed rout rout
to to to
the the the
VAX vax VAX
, , ,
the the the
VAX vax VAX
has has have
problems problem problem
some some some
times time time
receiving receiv receive
the the the
mail mail mail
. . .
Most most Most
messages messag message
do do do
get get get
through through through
this this this
way way way
except except except
if if if
someone someon someone
has has have
there there there
mail mail mail
on on on
the the the
VAX vax VAX
forwarded forward forward
to to to
some some some
other other other
location locat location
. . .
That that That
is is be
the the the
main main main
gotcha gotcha gotcha
. . .
Where where Where
ever ever ever
the the the
mail mail mail
is is be
forwarded forward forward
to to to
that that that
person person person
gets get get
a a a
message messag message
header header header
then then then
a a a
message messag message
saying say say
" " "
Boudary boudari Boudary
: : :
= = =
( ( (
error error error
garbage garbag garbage
code code code
stuff stuff stuff
) ) )
" " "
. . .
If if If
you you you
can can can
stay stay stay
away away away
from from from
sending send send
to to to
a a a
VAX vax VAX
you you you
are are be
ok ok ok
. . .
The the The
system system system
people peopl people
of of of
course cours course
say say say
that that that
the the the
VAX vax VAX
is is be
not not not
the the the
problem problem problem
, , ,
the the the
gateway gateway gateway
is is be
probably probabl probably
the the the
problem problem problem
. . .
If if If
anyone anyon anyone
wants want want
to to to
get get get
help help help
it it it
is is be
only onli only
$ $ $
175 175 175
. . .
00 00 00
for for for
one one one
support support support
call call call
. . .
( ( (
until until until
problem problem problem
is is be
worked work work
out out out
) ) )
Phooey phooey Phooey
to to to
that that that
I i I
say say say
. . .
I i I
am am be
looking look look
vigorously vigor vigorously
for for for
a a a
better better good
Idea idea Idea
. . .
If if If
you you you
go go go
forward forward forward
on on on
any ani any
of of of
this this this
and and and
find find find
out out out
anything anyth anything
knew knew knew
, , ,
please pleas please
drop drop drop
me me me
a a a
note note note
- - -
anyone anyon anyone
. . .
The the The
next next next
itteration itter itteration
is is be
supposed suppos suppose
to to to
have have have
tcp tcp tcp
/ / /
ip ip ip
built built build
in in in
THEY they THEY
say say say
. . .
. . .
. . .
. . .
. . .
. . .
. . .
. . .
The the The
netxt netxt netxt
itteration itter itteration
of of of
w w w
4 4 4
wg wg wg
Good good Good
Luck luck Luck
! ! !
! ! !
! ! !
! ! !
! ! !
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
Wes wes Wes
James jame James
Email email Email
: : :
wesj wesj wesj
@ @ @
extsparc extsparc extsparc
. . .
agsci agsci agsci
. . .
usu usu usu
. . .
edu edu edu
Utah utah Utah
State state State
University univers University
Cooperative cooper Cooperative
Extension extens Extension
Systems system Systems
Specialist specialist Specialist
UMC umc UMC
4900 4900 4900
Voice voic Voice
: : :
( ( (
801 801 801
) ) )
750 750 750
- - -
2229 2229 2229
Logan logan Logan
, , ,
UT ut UT
84322 84322 84322
- - -
4900 4900 4900
FAX fax FAX
: : :
( ( (
801 801 801
) ) )
750 750 750
- - -
3268 3268 3268
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
