Subject subject Subject
: : :
roman roman roman
. . .
bmp bmp bmp
09 09 09
/ / /
14 14 14
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Part part Part
9 9 9
of of of
14 14 14
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
From from From
: : :
pwiseman pwiseman pwiseman
@ @ @
salmon salmon salmon
. . .
usd usd usd
. . .
edu edu edu
( ( (
Cliff cliff Cliff
) ) )
Reply repli Reply
- - -
To to To
: : :
pwiseman pwiseman pwiseman
@ @ @
salmon salmon salmon
. . .
usd usd usd
. . .
edu edu edu
( ( (
Cliff cliff Cliff
) ) )
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
University univers University
of of of
South south South
Dakota dakota Dakota
Lines line Lines
: : :
958 958 958
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
, , ,
3 3 3
' ' '
$ $ $
9 9 9
F f F
8 8 8
+ + +
" " "
Z z Z
5 5 5
' ' '
1 1 1
] ] ]
_ _ _
? ? ?
W w W
] ] ]
_ _ _
? ? ?
WWIZ wwiz WWIZ
> > >
BHJ bhj BHJ
* * *
BHJ bhj BHJ
* * *
BHJ bhj BHJ
* * *
BHJ bhj BHJ
* * *
GIZ giz GIZ
M m M
> > >
GIZ giz GIZ
> > >
GIZ giz GIZ
* * *
BHJ bhj BHJ
* * *
GIZ giz GIZ
> > >
M m M
_ _ _
? ? ?
1 1 1
T t T
> > >
EI ei EI
0 0 0
L l L
+ + +
" " "
V v V
9 9 9
F f F
9 9 9
F f F
9 9 9
FR fr FR
, , ,
A a A
_ _ _
? ? ?
W w W
_ _ _
( ( (
5 5 5
Z z Z
( ( (
46 46 46
Q q Q
04 04 04
% % %
% % %
= = =
75 75 75
VO vo VO
4 4 4
MU mu MU
- - -
34 34 34
U u U
- - -
34 34 34
U u U
` ` `
( ( (
" " "
` ` `
@ @ @
( ( (
" " "
` ` `
@ @ @
( ( (
" " "
` ` `
M m M
34 34 34
? ? ?
W w W
] ] ]
_ _ _
? ? ?
] ] ]
# # #
084 084 084
O o O
# # #
% % %
% % %
O o O
` ` `
. . .
# # #
AUG aug AUG
@ @ @
& & &
$ $ $
` ` `
0 0 0
$ $ $
Y y Y
. . .
? ? ?
518 518 518
) ) )
0 0 0
& & &
MC mc MC
# # #
` ` `
P p P
8 8 8
V v V
- - -
55555555559 55555555559 55555555559
- - -
65 65 65
@ @ @
HWGV hwgv HWGV
` ` `
7 7 7
] ] ]
? ? ?
7 7 7
U u U
% % %
Q q Q
> > >
? ? ?
GY gy GY
^ ^ ^
? ? ?
GP gp GP
! ! !
@ @ @
45 45 45
$ $ $
& & &
* * *
2 2 2
G g G
: : :
VBDIGIZ vbdigiz VBDIGIZ
' ' '
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
