From from From
: : :
mitchell mitchel mitchell
@ @ @
nodecg nodecg nodecg
. . .
ncc ncc ncc
. . .
telecomwa telecomwa telecomwa
. . .
oz oz oz
. . .
au au au
( ( (
Clive clive Clive
Mitchell mitchel Mitchell
) ) )
Subject subject Subject
: : :
Dataproducts dataproduct Dataproducts
LZR lzr LZR
1260 1260 1260
not not not
printing print print
correctly correct correctly
Organization organ Organization
: : :
Regional region Regional
Network network Network
Systems system Systems
Group group Group
, , ,
Perth perth Perth
Lines line Lines
: : :
9 9 9
Just just Just
an an an
apology apolog apology
in in in
advance advanc advance
for for for
posting post post
a a a
binary binari binary
to to to
this this this
newsgroup newsgroup newsgroup
. . .
I i I
' ' '
ve ve ve
had had have
several sever several
attempts attempt attempt
to to to
mail mail mail
it it it
to to to
the the the
original origin original
poster poster poster
but but but
it it it
' ' '
s s s
not not not
getting get get
through through through
intact intact intact
. . .
- - -
- - -
_ _ _
- - -
- - -
_ _ _
| | |
\ \ \
Clive clive Clive
Mitchell mitchel Mitchell
ph ph ph
: : :
+ + +
61 61 61
9 9 9
4916384 4916384 4916384
/ / /
\ \ \
Regional region Regional
Network network Network
Systems system Systems
mitchell mitchel mitchell
@ @ @
telecomwa telecomwa telecomwa
. . .
oz oz oz
. . .
au au au
> > >
> > >
* * *
_ _ _
. . .
- - -
- - -
. . .
_ _ _
/ / /
Perth perth Perth
, , ,
Western western Western
Australia australia Australia
v v v
