Subject subject Subject
: : :
Is is Is
SMARTDRV smartdrv SMARTDRV
. . .
EXE exe EXE
causing caus cause
bad bad bad
sectors sector sector
on on on
my my my
hd hd hd
? ? ?
From from From
: : :
jdriver jdriver jdriver
@ @ @
netlink netlink netlink
. . .
cts cts ct
. . .
com com com
( ( (
John john John
Driver driver Driver
) ) )
Organization organ Organization
: : :
NetLink netlink NetLink
Online onlin Online
Communications communic Communications
, , ,
San san San
Diego diego Diego
CA ca CA
Lines line Lines
: : :
47 47 47
I i I
am am be
having have have
something someth something
very veri very
unusual unusu unusual
happen happen happen
. . .
First first First
some some some
background background background
on on on
my my my
system system system
. . .
I i I
have have have
a a a
Mitsubishi mitsubishi Mitsubishi
63 63 63
meg meg meg
Hard hard Hard
Drive drive Drive
, , ,
and and and
am am be
running run run
Smartdrv smartdrv Smartdrv
( ( (
the the the
version version version
that that that
comes come come
with with with
Windows window Windows
3 3 3
. . .
1 1 1
) ) )
on on on
it it it
. . .
I i I
rarely rare rarely
use use use
Windows window Windows
. . .
I i I
use use use
a a a
program program program
called call call
Disk disk Disk
Technician technician Technician
Gold gold Gold
v v v
1 1 1
. . .
14 14 14
to to to
do do do
diagnostics diagnost diagnostics
live live live
time time time
on on on
my my my
hard hard hard
drive drive drive
. . .
It it It
works work work
by by by
having have have
a a a
device devic device
driver driver driver
detect detect detect
whenever whenev whenever
more more more
than than than
one one one
read read read
is is be
necessary necessari necessary
for for for
a a a
file file file
, , ,
or or or
if if if
there there there
is is be
anything anyth anything
else els else
is is be
wrong wrong wrong
with with with
it it it
, , ,
and and and
minor minor minor
problems problem problem
are are be
fully fulli fully
checked check check
out out out
upon upon upon
rebooting reboot reboot
. . .
My my My
hard hard hard
drive drive drive
is is be
notorious notori notorious
for for for
bad bad bad
sectors sector sector
. . .
I i I
usually usual usually
end end end
up up up
with with with
8 8 8
new new new
bad bad bad
sectors sector sector
a a a
week week week
. . .
Here here Here
' ' '
s s s
what what what
happened happen happen
: : :
I i I
ran ran run
a a a
program program program
, , ,
and and and
DTG dtg DTG
broke broke break
in in in
with with with
an an an
Emergency emerg Emergency
Warning warn Warning
and and and
recommended recommend recommend
I i I
reboot reboot reboot
. . .
It it It
gave gave give
me me me
this this this
message messag message
twice twice twice
before befor before
the the the
program program program
was was be
fully fulli fully
loaded load load
. . .
I i I
exited exit exit
the the the
program program program
and and and
did did do
just just just
this this this
. . .
DTG dtg DTG
went went go
through through through
its it it
bootup bootup bootup
process process process
, , ,
examining examin examine
for for for
new new new
errors error error
etc etc etc
. . .
, , ,
and and and
a a a
screen screen screen
popped pop pop
up up up
and and and
said said say
something someth something
about about about
sectors sector sector
for for for
a a a
brief brief brief
period period period
of of of
time time time
. . .
I i I
then then then
went went go
back back back
to to to
the the the
program program program
, , ,
executed execut execute
it it it
again again again
, , ,
and and and
the the the
exact exact exact
same same same
error error error
was was be
detected detect detect
. . .
I i I
rebooted reboot reboot
and and and
tried tri try
again again again
, , ,
and and and
the the the
same same same
error error error
happened happen happen
again again again
. . .
So so So
, , ,
I i I
removed remov remove
DTG dtg DTG
from from from
memory memori memory
, , ,
and and and
went went go
to to to
the the the
program program program
to to to
see see see
if if if
I i I
could could could
detect detect detect
anything anyth anything
wrong wrong wrong
. . .
Sure sure Sure
enough enough enough
there there there
