From from From
: : :
spitz spitz spitz
@ @ @
ana ana ana
. . .
med med med
. . .
uni uni uni
- - -
muenchen muenchen muenchen
. . .
de de de
( ( (
Richard richard Richard
Spitz spitz Spitz
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Help help Help
with with with
WinQVT winqvt WinQVT
Reply repli Reply
- - -
To to To
: : :
spitz spitz spitz
@ @ @
ana ana ana
. . .
med med med
. . .
uni uni uni
- - -
muenchen muenchen muenchen
. . .
de de de
( ( (
Richard richard Richard
Spitz spitz Spitz
) ) )
Organization organ Organization
: : :
Inst inst Inst
. . .
f f f
. . .
Anaesthesiologie anaesthesiologi Anaesthesiologie
der der der
LMU lmu LMU
, , ,
Muenchen muenchen Muenchen
( ( (
Germany germani Germany
) ) )
Distribution distribut Distribution
: : :
lrz lrz lrz
Lines line Lines
: : :
63 63 63
swartzjh swartzjh swartzjh
@ @ @
NeXTwork nextwork NeXTwork
. . .
Rose rose Rose
- - -
Hulman hulman Hulman
. . .
Edu edu Edu
( ( (
Jeff jeff Jeff
H h H
. . .
Swartz swartz Swartz
) ) )
writes write write
: : :
> > >
when when when
I i I
use use use
a a a
name name name
such such such
as as a
rosevc rosevc rosevc
. . .
rose rose rise
- - -
hulman hulman hulman
. . .
edu edu edu
> > >
Initiating initi Initiating
nameserver nameserv nameserver
query queri query
for for for
' ' '
rosevc rosevc rosevc
' ' '
> > >
nameserver nameserv nameserver
query queri query
time time time
out out out
> > >
when when when
I i I
use use use
the the the
IP ip IP
number number number
> > >
Local local Local
host host host
or or or
gateway gateway gateway
not not not
responding respond respond
> > >
I i I
know know know
the the the
nameserver nameserv nameserver
is is be
correct correct correct
and and and
the the the
router router router
is is be
correct correct correct
. . .
They they They
work work work
> > >
fine fine fine
using use use
NCSA ncsa NCSA
telnet telnet telnet
/ / /
ftp ftp ftp
. . .
They they They
are are be
working work work
ok ok ok
, , ,
but but but
your your your
definitions definit definition
in in in
QVTNET qvtnet QVTNET
. . .
INI ini INI
and and and
QVTHOST qvthost QVTHOST
. . .
RC rc RC
are are be
incorrect incorrect incorrect
( ( (
see see see
below below below
) ) )
. . .
> > >
The the The
docs doc doc
said said say
if if if
you you you
are are be
running run run
concurrent concurr concurrent
packet packet packet
software softwar software
you you you
need need need
to to to
> > >
load load load
PKTMUX pktmux PKTMUX
? ? ?
? ? ?
? ? ?
Does doe Does
this this this
apply appli apply
to to to
me me me
? ? ?
? ? ?
? ? ?
No no No
, , ,
I i I
don don don
' ' '
t t t
think think think
so so so
. . .
You you You
are are be
using use use
QVTNET qvtnet QVTNET
and and and
NOVELL novel NOVELL
concurrently concurr concurrently
, , ,
aren aren aren
' ' '
t t t
you you you
? ? ?
They they They
use use use
different differ different
packet packet packet
types type type
, , ,
so so so
QVTNET qvtnet QVTNET
( ( (
TCP tcp TCP
/ / /
IP ip IP
) ) )
and and and
