Subject subject Subject
: : :
roman roman roman
. . .
bmp bmp bmp
06 06 06
/ / /
14 14 14
From from From
: : :
pwiseman pwiseman pwiseman
@ @ @
salmon salmon salmon
. . .
usd usd usd
. . .
edu edu edu
( ( (
Cliff cliff Cliff
) ) )
Reply repli Reply
- - -
To to To
: : :
pwiseman pwiseman pwiseman
@ @ @
salmon salmon salmon
. . .
usd usd usd
. . .
edu edu edu
( ( (
Cliff cliff Cliff
) ) )
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
University univers University
of of of
South south South
Dakota dakota Dakota
Lines line Lines
: : :
958 958 958
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Part part Part
6 6 6
of of of
14 14 14
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
MAZ maz MAZ
) ) )
75 75 75
U u U
= = =
7 7 7
R r R
! ! !
1 1 1
KP kp KP
" " "
5 5 5
A a A
8 8 8
= = =
F f F
> > >
` ` `
7 7 7
; ; ;
UG ug UG
) ) )
\ \ \
& & &
V v V
0 0 0
& & &
> > >
* * *
YZ yz YZ
> > >
* * *
W w W
5 5 5
& & &
$ $ $
' ' '
Z z Z
] ] ]
M m M
; ; ;
T t T
0 0 0
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
= = =
7 7 7
HLAL hlal HLAL
( ( (
; ; ;
7 7 7
( ( (
5 5 5
U u U
\ \ \
, , ,
MEIH meih MEIH
@ @ @
$ $ $
H h H
^ ^ ^
, , ,
# # #
" " "
, , ,
4 4 4
* * *
& & &
? ? ?
8 8 8
% % %
' ' '
U u U
# # #
6 6 6
# # #
, , ,
- - -
V v V
` ` `
W w W
! ! !
H h H
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
A a A
[ [ [
0 0 0
E e E
9 9 9
: : :
0 0 0
E e E
97 97 97
PM pm PM
8 8 8
] ] ]
8 8 8
M m M
9 9 9
# # #
MH mh MH
M m M
6 6 6
CNL cnl CNL
] ] ]
% % %
& & &
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AUL aul AUL
4 4 4
SU su SU
= = =
7 7 7
Z z Z
/ / /
* * *
V v V
& & &
U u U
< < <
2 2 2
X x X
! ! !
! ! !
: : :
6 6 6
M m M
3 3 3
BYK byk BYK
7 7 7
L l L
: : :
. . .
Q q Q
- - -
TZ tz TZ
# # #
Q q Q
M m M
[ [ [
/ / /
% % %
# # #
\ \ \
> > >
SL sl SL
[ [ [
. . .
R r R
' ' '
AX ax AX
> > >
' ' '
A a A
\ \ \
! ! !
$ $ $
% % %
$ $ $
- - -
: : :
U u U
` ` `
Q q Q
7 7 7
S s S
] ] ]
1 1 1
_ _ _
S s S
\ \ \
BB bb BB
% % %
! ! !
2 2 2
B b B
5 5 5
Q q Q
2 2 2
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
AX ax AX
> > >
' ' '
MAX max MAX
> > >
' ' '
