From from From
: : :
hodge hodg hodge
@ @ @
iccgcc iccgcc iccgcc
. . .
decnet decnet decnet
. . .
ab ab ab
. . .
com com com
Subject subject Subject
: : :
Re re Re
: : :
Tidying tidi Tidying
up up up
after after after
removing remov remove
an an an
OLE ole OLE
server server server
Lines line Lines
: : :
25 25 25
In in In
article articl article
< < <
C c C
5 5 5
y y y
121 121 121
. . .
Kz kz Kz
3 3 3
@ @ @
liverpool liverpool liverpool
. . .
ac ac ac
. . .
uk uk uk
> > >
, , ,
qq qq qq
43 43 43
@ @ @
liverpool liverpool liverpool
. . .
ac ac ac
. . .
uk uk uk
( ( (
Chris chris Chris
Wooff wooff Wooff
) ) )
writes write write
: : :
> > >
A a A
while while while
ago ago ago
I i I
installed instal instal
SPSS spss SPSS
for for for
Windows window Windows
as as a
part part part
of of of
an an an
evaluation evalu evaluation
. . .
Once onc Once
> > >
the the the
evaluation evalu evaluation
was was be
complete complet complete
I i I
duly duli duly
deleted delet delete
the the the
software softwar software
from from from
my my my
PC pc PC
. . .
> > >
> > >
Unfortunately unfortun Unfortunately
there there there
is is be
still still still
a a a
" " "
ghost ghost ghost
" " "
of of of
SPSS spss SPSS
left left leave
: : :
when when when
I i I
run run run
> > >
something someth something
like like like
" " "
Write write Write
" " "
and and and
go go go
to to to
embed emb embed
an an an
object object object
then then then
" " "
SPSS spss SPSS
Chart chart Chart
" " "
> > >
appears appear appear
on on on
the the the
list list list
of of of
objects object object
I i I
' ' '
m m m
offered offer offer
. . .
I i I
looked look look
around around around
all all all
> > >
the the the
obvious obvious obvious
" " "
INI ini INI
" " "
files file file
without without without
success success success
. . .
The the The
next next next
thing thing thing
I i I
tried tri try
> > >
was was be
looking look look
for for for
the the the
string string string
" " "
SPSS spss SPSS
Chart chart Chart
" " "
in in in
every everi every
file file file
in in in
the the the
> > >
Windows window Windows
directory directori directory
. . .
It it It
turned turn turn
up up up
in in in
a a a
file file file
called call call
REQ req REQ
. . .
DAT dat DAT
( ( (
or or or
> > >
REG reg REG
. . .
DAT dat DAT
) ) )
. . .
Unfortunately unfortun Unfortunately
the the the
file file file
was was be
binary binari binary
and and and
so so so
I i I
didn didn didn
' ' '
t t t
feel feel feel
> > >
inclined inclin incline
to to to
edit edit edit
it it it
. . .
> > >
> > >
I i I
' ' '
d d d
welcome welcom welcome
a a a
solution solut solution
for for for
removing remov remove
SPSS spss SPSS
from from from
the the the
list list list
of of of
OLE ole OLE
servers server server
. . .
> > >
> > >
Chris chris Chris
Wooff wooff Wooff
> > >
( ( (
C c C
. . .
Wooff wooff Wooff
@ @ @
liverpool liverpool liverpool
. . .
ac ac ac
. . .
uk uk uk
) ) )
You you You
can can can
edit edit edit
that that that
file file file
with with with
a a a
utility util utility
that that that
comes come come
with with with
Windows window Windows
3 3 3
. . .
1 1 1
called call call
" " "
REGEDIT regedit REGEDIT
" " "
( ( (
Registration registr Registration
Info info Info
Editor editor Editor
) ) )
- - -
- - -
+ + +
+ + +
+ + +
+ + +
Bob bob Bob
Hodge hodg Hodge
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
" " "
I i I
' ' '
m m m
going go go
fishing fish fishing
. . .
" " "
" " "
You you You
got got get
worms worm worm
? ? ?
" " "
" " "
Yeah yeah Yeah
, , ,
but but but
I i I
' ' '
m m m
going go go
anyway anyway anyway
! ! !
" " "
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
