From from From
: : :
steinly stein steinly
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Steinn steinn Steinn
Sigurdsson sigurdsson Sigurdsson
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Commercial commerci Commercial
mining mine mining
activities activ activity
on on on
the the the
moon moon moon
Organization organ Organization
: : :
Lick lick Lick
Observatory observatori Observatory
/ / /
UCO uco UCO
Lines line Lines
: : :
42 42 42
< < <
STEINLY stein STEINLY
. . .
93 93 93
Apr apr Apr
20145301 20145301 20145301
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
> > >
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
223807 223807 223807
. . .
16712 16712 16712
@ @ @
cs cs c
. . .
rochester rochest rochester
. . .
edu edu edu
> > >
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
In in In
- - -
reply repli reply
- - -
to to to
: : :
dietz dietz dietz
@ @ @
cs cs c
. . .
rochester rochest rochester
. . .
edu edu edu
' ' '
s s s
message messag message
of of of
20 20 20
Apr apr Apr
93 93 93
22 22 22
: : :
38 38 38
: : :
07 07 07
GMT gmt GMT
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
223807 223807 223807
. . .
16712 16712 16712
@ @ @
cs cs c
. . .
rochester rochest rochester
. . .
edu edu edu
> > >
dietz dietz dietz
@ @ @
cs cs c
. . .
rochester rochest rochester
. . .
edu edu edu
( ( (
Paul paul Paul
Dietz dietz Dietz
) ) )
writes write write
: : :
In in In
article articl article
< < <
STEINLY stein STEINLY
. . .
93 93 93
Apr apr Apr
20145301 20145301 20145301
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
> > >
steinly stein steinly
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Steinn steinn Steinn
Sigurdsson sigurdsson Sigurdsson
) ) )
writes write write
: : :
> > >
Why whi Why
Paul paul Paul
, , ,
it it it
' ' '
s s s
obvious obvious obvious
. . .
> > >
Once onc Once
chlorine chlorin chlorine
chemistry chemistri chemistry
has has have
been been be
banned ban ban
on on on
Earth earth Earth
, , ,
> > >
as as a
is is be
being be be
advocated advoc advocate
by by by
some some some
groups group group
, , ,
Ti ti Ti
prices price price
will will will
> > >
: : :
- - -
) ) )
: : :
- - -
) ) )
: : :
- - -
) ) )
Well well Well
, , ,
there there there
already alreadi already
is is be
a a a
sulfate sulfat sulfate
process process process
for for for
TiO tio TiO
2 2 2
purification purif purification
. . .
The the The
chlorine chlorin chlorine
process process process
is is be
cleaner cleaner clean
, , ,
however howev however
, , ,
and and and
for for for
that that that
reason reason reason
is is be
achieving achiev achieve
dominance domin dominance
in in in
the the the
marketplace marketplac marketplace
. . .
Darn darn Darn
, , ,
caught caught catch
by by by
the the the
white white white
hot hot hot
heat heat heat
of of of
technological technolog technological
progress progress progress
again again again
. . .
. . .
. . .
Most most Most
Ti ti Ti
is is be
used use use
in in in
pigment pigment pigment
, , ,
btw btw btw
( ( (
as as a
the the the
oxide oxid oxide
) ) )
, , ,
where where where
it it it
replaced replac replace
white white white
lead lead lead
pigment pigment pigment
some some some
decades decad decade
ago ago ago
. . .
Very veri Very
little littl little
is is be
reduced reduc reduce
to to to
the the the
metal metal metal
. . .
Spoilsport spoilsport Spoilsport
. . .
Hence henc Hence
the the the
need need need
for for for
increasing increas increase
fashion fashion fashion
emphasis emphasi emphasis
on on on
anodise anodis anodise
Ti ti Ti
jewelry jewelri jewelry
. . .
. . .
. . .
> > >
Seriously serious Seriously
, , ,
I i I
' ' '
d d d
say say say
there there there
is is be
a a a
flaw flaw flaw
in in in
Gary gari Gary
' ' '
s s s
analysis analysi analysis
> > >
in in in
that that that
he he he
assumes assum assume
an an an
export export export
oriented orient orient
economy economi economy
, , ,
maybe mayb maybe
> > >
the the the
lunatics lunat lunatic
will will will
just just just
want want want
some some some
native nativ native
Ti ti Ti
for for for
local local local
> > >
use use use
. . .
. . .
. . .
Which which Which
merely mere merely
evades evad evade
the the the
issue issu issue
of of of
why whi why
those those those
lunatics lunat lunatic
are are be
there there there
at at at
all all all
( ( (
and and and
, , ,
why whi why
their their their
children children child
would would would
want want want
to to to
stay stay stay
. . .
) ) )
I i I
did did do
not not not
evade evad evade
the the the
issue issu issue
at at at
all all all
. . .
I i I
clearly clear clearly
stated state state
that that that
this this this
would would would
be be be
from from from
diabolical diabol diabolical
foresight foresight foresight
in in in
establishing establish establish
a a a
sheltered shelter shelter
industrial industri industrial
base base base
for for for
the the the
upcoming upcom upcoming
Great great Great
War war War
; ; ;
- - -
) ) )
Very veri Very
cost cost cost
effective effect effective
if if if
you you you
use use use
the the the
right right right
accounting account accounting
method method method
: : :
- - -
) ) )
* * *
Steinn steinn Steinn
Sigurdsson sigurdsson Sigurdsson
Lick lick Lick
Observatory observatori Observatory
* * *
* * *
steinly stein steinly
@ @ @
lick lick lick
. . .
ucsc ucsc ucsc
. . .
edu edu edu
" " "
standard standard standard
disclaimer disclaim disclaimer
" " "
* * *
* * *
But but But
, , ,
oh oh oh
, , ,
love love love
is is be
strange strang strange
* * *
* * *
and and and
you you you
have have have
to to to
learn learn learn
to to to
take take take
the the the
crunchy crunchi crunchy
with with with
the the the
smooth smooth smooth
, , ,
* * *
* * *
I i I
suppose suppos suppose
- - -
B b B
. . .
B b B
. . .
1983 1983 1983
* * *
