From from From
: : :
wingo wingo wingo
% % %
cspara cspara cspara
. . .
decnet decnet decnet
@ @ @
Fedex fedex Fedex
. . .
Msfc msfc Msfc
. . .
Nasa nasa Nasa
. . .
Gov gov Gov
Subject subject Subject
: : :
Re re Re
: : :
NASA nasa NASA
" " "
Wraps wrap Wraps
" " "
Organization organ Organization
: : :
University univers University
of of of
Houston houston Houston
Lines line Lines
: : :
86 86 86
Distribution distribut Distribution
: : :
world world world
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
judy judi judy
. . .
uh uh uh
. . .
edu edu edu
News news News
- - -
Software softwar Software
: : :
VAX vax VAX
/ / /
VMS vms VMS
VNEWS vnew VNEWS
1 1 1
. . .
41 41 41
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
10 10 10
. . .
145502 145502 145502
. . .
28866 28866 28866
@ @ @
iti iti iti
. . .
org org org
> > >
, , ,
aws aw aws
@ @ @
iti iti iti
. . .
org org org
( ( (
Allen allen Allen
W w W
. . .
Sherzer sherzer Sherzer
) ) )
writes write write
. . .
. . .
. . .
> > >
In in In
article articl article
< < <
9 9 9
APR apr APR
199318394890 199318394890 199318394890
@ @ @
judy judi judy
. . .
uh uh uh
. . .
edu edu edu
> > >
wingo wingo wingo
% % %
cspara cspara cspara
. . .
decnet decnet decnet
@ @ @
Fedex fedex Fedex
. . .
Msfc msfc Msfc
. . .
Nasa nasa Nasa
. . .
Gov gov Gov
writes write write
: : :
> > >
> > >
> > >
> > >
BTW btw BTW
, , ,
universities univers university
do do do
the the the
same same same
thing thing thing
. . .
They they They
however howev however
, , ,
have have have
a a a
wrap wrap wrap
of of of
> > >
> > >
> > >
10 10 10
% % %
to to to
15 15 15
% % %
( ( (
again again again
, , ,
this this this
is is be
over over over
and and and
above abov above
any ani any
overhead overhead overhead
charge charg charge
) ) )
. . .
> > >
> > >
> > >
Wrong wrong Wrong
Allen allen Allen
. . .
The the The
max max max
overhead overhead overhead
charge charg charge
is is be
ALL all ALL
of of of
the the the
charge charg charge
. . .
There there There
is is be
no no no
> > >
> > >
seperately seper seperately
budgeted budget budget
overhead overhead overhead
in in in
any ani any
shape shape shape
size size size
form form form
or or or
fashion fashion fashion
. . .
> > >
> > >
A a A
professor professor professor
at at at
the the the
University univers University
of of of
Virginia virginia Virginia
told told tell
me me me
their their their
wrap wrap wrap
was was be
about about about
> > >
15 15 15
% % %
. . .
The the The
subcontracts subcontract subcontract
I i I
have have have
let let let
out out out
and and and
worked work work
on on on
for for for
other other other
universities univers university
> > >
are are be
about about about
the the the
same same same
. . .
My my My
employer employ employer
( ( (
a a a
non non non
- - -
profit profit profit
research research research
institute institut institute
) ) )
does doe do
> > >
the the the
same same same
. . .
This this This
is is be
generally general generally
reffered reffer reffered
to to to
as as a
the the the
fee fee fee
. . .
> > >
I i I
don don don
' ' '
t t t
care care care
who who who
told told tell
you you you
this this this
it it it
is is be
not not not
generally general generally
true true true
. . .
I i I
see see see
EVERY everi EVERY
single singl single
line line line
item item item
on on on
a a a
contract contract contract
and and and
I i I
have have have
to to to
sign sign sign
it it it
. . .
There there There
is is be
no no no
such such such
thing thing thing
as as a
wrap wrap wrap
at at at
this this this
university univers university
. . .
I i I
also also also
asked ask ask
around around around
