From from From
: : :
jbh jbh jbh
55289 55289 55289
@ @ @
uxa uxa uxa
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
Josh josh Josh
Hopkins hopkin Hopkins
) ) )
Subject subject Subject
: : :
Vandalizing vandal Vandalizing
the the the
sky sky sky
Organization organ Organization
: : :
University univers University
of of of
Illinois illinoi Illinois
at at at
Urbana urbana Urbana
Lines line Lines
: : :
50 50 50
yamauchi yamauchi yamauchi
@ @ @
ces ces ce
. . .
cwru cwru cwru
. . .
edu edu edu
( ( (
Brian brian Brian
Yamauchi yamauchi Yamauchi
) ) )
writes write write
: : :
> > >
enzo enzo enzo
@ @ @
research research research
. . .
canon canon canon
. . .
oz oz oz
. . .
au au au
( ( (
Enzo enzo Enzo
Liguori liguori Liguori
) ) )
writes write write
: : :
> > >
> > >
WHAT what WHAT
' ' '
S s S
NEW new NEW
( ( (
in in in
my my my
opinion opinion opinion
) ) )
, , ,
Friday friday Friday
, , ,
16 16 16
April april April
1993 1993 1993
Washington washington Washington
, , ,
DC dc DC
> > >
> > >
1 1 1
. . .
SPACE space SPACE
BILLBOARDS billboard BILLBOARDS
! ! !
IS is IS
THIS this THIS
ONE one ONE
THE the THE
" " "
SPINOFFS spinoff SPINOFFS
" " "
WE we WE
WERE were WERE
PROMISED promis PROMISED
? ? ?
> > >
> > >
In in In
1950 1950 1950
, , ,
science scienc science
fiction fiction fiction
writer writer writer
Robert robert Robert
Heinlein heinlein Heinlein
published publish publish
" " "
The the The
> > >
> > >
Man man Man
Who who Who
Sold sold Sold
the the the
Moon moon Moon
, , ,
" " "
which which which
involved involv involve
a a a
dispute disput dispute
over over over
the the the
sale sale sale
of of of
> > >
> > >
rights right right
to to to
the the the
Moon moon Moon
for for for
use use use
as as a
billboard billboard billboard
. . .
NASA nasa NASA
has has have
taken taken take
the the the
firsteps firstep firsteps
toward toward toward
this this this
> > >
> > >
hideous hideous hideous
vision vision vision
of of of
the the the
future futur future
. . .
Observers observ Observers
were were be
> > >
> > >
startled startl startle
this this this
spring spring spring
when when when
a a a
NASA nasa NASA
launch launch launch
vehicle vehicl vehicle
