Subject subject Subject
: : :
Re re Re
: : :
Space space Space
Research research Research
Spin spin Spin
Off off Off
From from From
: : :
shafer shafer shafer
@ @ @
rigel rigel rigel
. . .
dfrf dfrf dfrf
. . .
nasa nasa nasa
. . .
gov gov gov
( ( (
Mary mari Mary
Shafer shafer Shafer
) ) )
t t t
> > >
< < <
1993 1993 1993
Apr apr Apr
2 2 2
. . .
213917 213917 213917
. . .
1 1 1
@ @ @
aurora aurora aurora
. . .
alaska alaska alaska
. . .
edu edu edu
> > >
< < <
1 1 1
pnuke pnuke pnuke
$ $ $
idn idn idn
@ @ @
access access access
. . .
digex digex digex
. . .
net net net
> > >
< < <
SHAFER shafer SHAFER
. . .
93 93 93
Apr apr Apr
4200752 4200752 4200752
@ @ @
ra ra ra
. . .
dfrf dfrf dfrf
. . .
nasa nasa nasa
. . .
gov gov gov
> > >
< < <
pgf pgf pgf
. . .
734062799 734062799 734062799
@ @ @
srl srl srl
03 03 03
. . .
cacs cac cacs
. . .
usl usl usl
. . .
edu edu edu
> > >
Organization organ Organization
: : :
NASA nasa NASA
Dryden dryden Dryden
, , ,
Edwards edward Edwards
, , ,
Cal cal Cal
. . .
In in In
- - -
Reply repli Reply
- - -
To to To
: : :
pgf pgf pgf
@ @ @
srl srl srl
03 03 03
. . .
cacs cac cacs
. . .
usl usl usl
. . .
edu edu edu
' ' '
s s s
message messag message
of of of
Tue tue Tue
, , ,
6 6 6
Apr apr Apr
1993 1993 1993
02 02 02
: : :
19 19 19
: : :
59 59 59
GMT gmt GMT
Lines line Lines
: : :
64 64 64
On on On
Tue tue Tue
, , ,
6 6 6
Apr apr Apr
1993 1993 1993
02 02 02
: : :
19 19 19
: : :
59 59 59
GMT gmt GMT
, , ,
pgf pgf pgf
@ @ @
srl srl srl
03 03 03
. . .
cacs cac cacs
. . .
usl usl usl
. . .
edu edu edu
( ( (
Phil phil Phil
G g G
. . .
Fraering fraer Fraering
) ) )
said said say
: : :
Phil phil Phil
> > >
shafer shafer shafer
@ @ @
rigel rigel rigel
. . .
dfrf dfrf dfrf
. . .
nasa nasa nasa
. . .
gov gov gov
( ( (
Mary mari Mary
Shafer shafer Shafer
) ) )
writes write write
: : :
> > >
On on On
4 4 4
Apr apr Apr
1993 1993 1993
20 20 20
: : :
31 31 31
: : :
10 10 10
- - -
0400 0400 0400
, , ,
prb prb prb
@ @ @
access access access
. . .
digex digex digex
. . .
com com com
( ( (
Pat pat Pat
) ) )
said said say
: : :
> > >
Pat pat Pat
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
2 2 2
. . .
213917 213917 213917
. . .
1 1 1
@ @ @
aurora aurora aurora
. . .
alaska alaska alaska
. . .
edu edu edu
> > >
Pat pat Pat
> > >
> > >
nsmca nsmca nsmca
@ @ @
aurora aurora aurora
. . .
alaska alaska alaska
. . .
edu edu edu
writes write writes
: : :
> > >
Question question Question
is is be
can can can
someone someon someone
give give give
me me me
10 10 10
> > >
examples exampl example
of of of
direct direct direct
NASA nasa NASA
/ / /
Space space Space
related relat relate
> > >
research research research
that that that
helped help help
humanity human humanity
> > >
in in in
general general general
? ? ?
It it It
will will will
be be be
interesting interest interesting
to to to
see see see
. . .
. . .
> > >
Pat pat Pat
> > >
TANG tang TANG
: : :
- - -
) ) )
Mylar mylar Mylar
I i I
think think think
. . .
I i I
think think think
they they they
also also also
pushed push push
Hi hi Hi
Tech tech Tech
Pat pat Pat
> > >
> > >
Composites composit Composites
for for for
airframes airfram airframe
. . .
Look look Look
at at at
Fly fli Fly
by by by
Wire wire Wire
. . .
> > >
Swept swept Swept
wings wing wing
- - -
- - -
if if if
you you you
fly fli fly
in in in
airliners airlin airliner
you you you
' ' '
ve ve ve
reaped reap reap
the the the
benefits benefit benefit
. . .
Phil phil Phil
> > >
Didn didn Didn
' ' '
t t t
one one one
of of of
the the the
early earli early
jet jet jet
fighters fighter fighter
have have have
these these these
? ? ?
I i I
also also also
think think think
Phil phil Phil
> > >
the the the
germans german german
did did do
some some some
work work work
on on on
these these these
in in in
WWII wwii WWII
. . .
The the The
NACA naca NACA
came came come
up up up
with with with
them them them
before befor before
World world World
War war War
II ii II
. . .
NASA nasa NASA
is is be
directly direct directly
descended descend descend
from from from
the the the
NACA naca NACA
, , ,
with with with
space space space
added ad add
in in in
. . .
You you You
' ' '
ll ll ll
notice notic notice
that that that
I i I
didn didn didn
' ' '
t t t
mention mention mention
sweep sweep sweep
wings wing wing
even even even
though though though
the the the
X x X
- - -
5 5 5
, , ,
tested test test
at at at
what what what
' ' '
s s s
now now now
Dryden dryden Dryden
, , ,
had had have
them them them
. . .
We we We
did did do
steal steal steal
that that that
one one one
dirctly dirct dirctly
from from from
the the the
Germans german Germans
. . .
The the The
difference differ difference
is is be
that that that
swept swept swept
wings wing wing
don don don
' ' '
t t t
change chang change
their their their
angle angl angle
of of of
sweep sweep sweep
, , ,
sweep sweep sweep
wings wing wing
do do do
. . .
Perhaps perhap Perhaps
the the the
similarity similar similarity
of of of
names name name
has has have
caused caus cause
some some some
confusion confus confusion
? ? ?
747 747 747
s s s
have have have
swept swept sweep
wings wing wing
, , ,
F f F
- - -
111 111 111
s s s
have have have
sweep sweep sweep
wings wing wing
. . .
> > >
Winglets winglet Winglets
. . .
Area area Area
ruling rule ruling
. . .
Digital digit Digital
fly fli fly
by by by
wire wire wire
. . .
Ride ride Ride
smoothing smooth smooth
. . .
Phil phil Phil
> > >
A a A
lot lot lot
of of of
this this this
was was be
also also also
done done do
by by by
the the the
military militari military
. . .
. . .
. . .
After after After
NASA nasa NASA
aerodynamicists aerodynamicist aerodynamicists
proposed propos propose
them them them
and and and
NASA nasa NASA
test test test
teams team team
demonstrated demonstr demonstrate
them them them
. . .
Richard richard Richard
Whitcomb whitcomb Whitcomb
and and and
R r R
. . .
T t T
. . .
Jones jone Jones
, , ,
at at at
Langley langley Langley
Research research Research
Center center Center
, , ,
were were be
giants giant giant
in in in
the the the
field field field
. . .
Dryden dryden Dryden
was was be
involved involv involve
in in in
the the the
flight flight flight
testing test testing
of of of
winglets winglet winglets
and and and
area area area
ruling rule ruling
( ( (
in in in
the the the
70 70 70
s s s
and and and
50 50 50
s s s
, , ,
respectively respect respectively
) ) )
. . .
It it It
' ' '
s s s
true true true
that that that
we we we
used use use
military militari military
aircraft aircraft aircraft
as as a
the the the
testbeds testb testbeds
( ( (
KC kc KC
- - -
135 135 135
and and and
YF yf YF
- - -
102 102 102
) ) )
but but but
that that that
had had have
more more more
to to to
do do do
with with with
availability avail availability
and and and
need need need
than than than
with with with
military militari military
involvement involv involvement
. . .
The the The
YF yf YF
- - -
102 102 102
was was be
completely complet completely
ours our ours
and and and
the the the
KC kc KC
- - -
135 135 135
was was be
bailed bail bail
to to to
us us u
. . .
The the The
Air air Air
Force forc Force
, , ,
of of of
course cours course
, , ,
was was be
interested interest interested
in in in
our our our
results result result
and and and
supportive support supportive
of of of
our our our
efforts effort effort
. . .
Dryden dryden Dryden
flew flew fly
the the the
first first first
digital digit digital
fly fli fly
by by by
wire wire wire
aircraft aircraft aircraft
in in in
the the the
70 70 70
s s s
. . .
No no No
mechnaical mechnaic mechnaical
or or or
analog analog analog
backup backup backup
, , ,
to to to
show show show
you you you
how how how
confident confid confident
we we we
were were be
. . .
General general General
Dynamics dynam Dynamics
decided decid decide
to to to
make make make
the the the
F f F
- - -
16 16 16
flyby flybi flyby
- - -
wire wire wire
when when when
they they they
saw saw saw
how how how
successful success successful
we we we
were were be
. . .
( ( (
Mind mind Mind
you you you
, , ,
the the the
Avro avro Avro
Arrow arrow Arrow
and and and
the the the
X x X
- - -
15 15 15
were were be
both both both
fly fli fly
- - -
by by by
- - -
wire wire wire
aircraft aircraft aircraft
much much much
earlier earlier earlier
, , ,
but but but
analog analog analog
. . .
) ) )
Phil phil Phil
> > >
Egad egad Egad
! ! !
I i I
' ' '
m m m
disagreeing disagre disagree
with with with
Mary mari Mary
Shafer shafer Shafer
! ! !
The the The
NASA nasa NASA
habit habit habit
of of of
acquiring acquir acquire
second second second
- - -
hand hand hand
military militari military
aircraft aircraft aircraft
and and and
using use use
them them them
for for for
testbeds testb testbeds
can can can
make make make
things thing thing
kind kind kind
of of of
confusing confus confuse
. . .
On on On
the the the
other other other
hand hand hand
, , ,
all all all
those those those
second second second
- - -
hand hand hand
Navy navi Navy
planes plane plane
give give give
our our our
test test test
pilots pilot pilot
a a a
chance chanc chance
to to to
fold fold fold
the the the
wings wing wing
- - -
- - -
something someth something
most most most
pilots pilot pilot
at at at
Edwards edward Edwards
Air air Air
Force forc Force
Base base Base
can can can
' ' '
t t t
do do do
. . .
- - -
- - -
Mary mari Mary
Shafer shafer Shafer
DoD dod DoD
# # #
0362 0362 0362
KotFR kotfr KotFR
NASA nasa NASA
Dryden dryden Dryden
Flight flight Flight
Research research Research
Facility facil Facility
, , ,
Edwards edward Edwards
, , ,
CA ca CA
shafer shafer shafer
@ @ @
rigel rigel rigel
. . .
dfrf dfrf dfrf
. . .
nasa nasa nasa
. . .
gov gov gov
Of of Of
course cours course
I i I
don don don
' ' '
t t t
speak speak speak
for for for
NASA nasa NASA
" " "
A a A
MiG mig MiG
at at at
your your your
six six six
is is be
better better good
than than than
no no no
MiG mig MiG
at at at
all all all
. . .
" " "
Unknown unknown Unknown
US us US
fighter fighter fighter
pilot pilot pilot
