From from From
: : :
robink robink robink
@ @ @
hparc hparc hparc
0 0 0
. . .
aus aus au
. . .
hp hp hp
. . .
com com com
( ( (
Robin robin Robin
Kenny kenni Kenny
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Boom boom Boom
! ! !
Whoosh whoosh Whoosh
. . .
. . .
. . .
. . .
. . .
. . .
Organization organ Organization
: : :
HP hp HP
Australasian australasian Australasian
Response respons Response
Centre centr Centre
( ( (
Melbourne melbourn Melbourne
) ) )
X x X
- - -
Newsreader newsread Newsreader
: : :
TIN tin TIN
[ [ [
version version version
1 1 1
. . .
1 1 1
PL pl PL
8 8 8
. . .
5 5 5
] ] ]
Lines line Lines
: : :
26 26 26
David david David
Fuzzy fuzzi Fuzzy
Wells well Wells
( ( (
wdwells wdwell wdwells
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
) ) )
wrote wrote write
: : :
: : :
I i I
love love love
the the the
idea idea idea
of of of
an an an
inflatable inflat inflatable
1 1 1
- - -
mile mile mile
long long long
sign sign sign
. . .
. . .
. . .
. . .
It it It
will will will
be be be
a a a
: : :
really realli really
neat neat neat
thing thing thing
to to to
see see see
it it it
explode explod explode
when when when
a a a
bolt bolt bolt
( ( (
or or or
even even even
better better good
, , ,
a a a
: : :
Westford westford Westford
Needle needl Needle
! ! !
) ) )
comes come come
crashing crash crash
into into into
it it it
at at at
10 10 10
clicks click click
a a a
sec sec sec
. . .
: : :
< < <
BOOM boom BOOM
! ! !
> > >
Whooooooooshhhhhh whooooooooshhhhhh Whooooooooshhhhhh
. . .
. . .
. . .
. . .
. . .
. . .
< < <
sputter sputter sputter
, , ,
sputter sputter sputter
> > >
: : :
< < <
okay okay okay
, , ,
PRETEND pretend PRETEND
it it it
would would would
make make make
a a a
sound sound sound
! ! !
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
Just just Just
a a a
thought thought thought
. . .
. . .
. . .
( ( (
let let let
' ' '
s s s
pretend pretend pretend
it it it
IS is IS
INFLATED inflat INFLATED
and and and
PRESSURIZED pressur PRESSURIZED
) ) )
wouldn wouldn wouldn
' ' '
t t t
there there there
be be be
a a a
large larg large
static static static
electricity electr electricity
build build build
up up up
around around around
the the the
puncture punctur puncture
? ? ?
If if If
the the the
metalization metal metalization
is is be
behind behind behind
a a a
clear clear clear
sandwich sandwich sandwich
( ( (
ie ie ie
. . .
insulated insul insulate
) ) )
then then then
the the the
deflating deflat deflating
balloon balloon balloon
would would would
generate generat generate
electrical electr electrical
interference interfer interference
- - -
" " "
noise nois noise
" " "
By by By
the the the
way way way
, , ,
any ani any
serious serious serious
high high high
velocity veloc velocity
impact impact impact
would would would
simply simpli simply
cut cut cut
a a a
" " "
Bugs bug Bugs
Bunny bunni Bunny
" " "
hole hole hole
through through through
the the the
wall wall wall
, , ,
highly high highly
unlikely unlik unlikely
to to to
" " "
BOOM boom BOOM
" " "
, , ,
and and and
the the the
fabric fabric fabric
would would would
almost almost almost
certainly certain certainly
be be be
ripstop ripstop ripstop
. . .
Regards regard Regards
, , ,
Robin robin Robin
Kenny kenni Kenny
- - -
a a a
private privat private
and and and
personal person personal
opinion opinion opinion
, , ,
not not not
in in in
any ani any
way way way
endorsed endors endorse
, , ,
authorised authoris authorise
or or or
known known know
by by by
my my my
employers employ employer
. . .
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
What what What
the the the
heck heck heck
would would would
I i I
know know know
about about about
Space space Space
? ? ?
I i I
' ' '
m m m
stuck stuck stuck
at at at
the the the
bottom bottom bottom
of of of
this this this
huge huge huge
gravity graviti gravity
well well well
! ! !
