From from From
: : :
maverick maverick maverick
@ @ @
wpi wpi wpi
. . .
WPI wpi WPI
. . .
EDU edu EDU
( ( (
T t T
. . .
Giaquinto giaquinto Giaquinto
) ) )
Subject subject Subject
: : :
General general General
Information inform Information
Request request Request
Organization organ Organization
: : :
Worcester worcest Worcester
Polytechnic polytechn Polytechnic
Institute institut Institute
, , ,
Worcester worcest Worcester
, , ,
MA ma MA
01609 01609 01609
- - -
2280 2280 2280
Lines line Lines
: : :
11 11 11
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
wpi wpi wpi
. . .
wpi wpi wpi
. . .
edu edu edu
I i I
am am be
looking look look
for for for
any ani any
information inform information
about about about
the the the
space space space
program program program
. . .
This this This
includes includ include
NASA nasa NASA
, , ,
the the the
shuttles shuttl shuttle
, , ,
history histori history
, , ,
anything anyth anything
! ! !
I i I
would would would
like like like
to to to
know know know
if if if
anyone anyon anyone
could could could
suggest suggest suggest
books book book
, , ,
periodicals period periodical
, , ,
even even even
ftp ftp ftp
sites site site
for for for
a a a
novice novic novice
who who who
is is be
interested interest interested
in in in
the the the
space space space
program program program
. . .
Todd todd Todd
Giaquinto giaquinto Giaquinto
maverick maverick maverick
@ @ @
wpi wpi wpi
. . .
WPI wpi WPI
. . .
EDU edu EDU
