From from From
: : :
steinly stein steinly
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Steinn steinn Steinn
Sigurdsson sigurdsson Sigurdsson
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Commercial commerci Commercial
mining mine mining
activities activ activity
on on on
the the the
moon moon moon
Organization organ Organization
: : :
Lick lick Lick
Observatory observatori Observatory
/ / /
UCO uco UCO
Lines line Lines
: : :
26 26 26
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
204838 204838 204838
. . .
13217 13217 13217
@ @ @
cs cs c
. . .
rochester rochest rochester
. . .
edu edu edu
> > >
< < <
STEINLY stein STEINLY
. . .
93 93 93
Apr apr Apr
20145301 20145301 20145301
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
> > >
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
223807 223807 223807
. . .
16712 16712 16712
@ @ @
cs cs c
. . .
rochester rochest rochester
. . .
edu edu edu
> > >
, , ,
< < <
STEINLY stein STEINLY
. . .
93 93 93
Apr apr Apr
20160116 20160116 20160116
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
> > >
< < <
1 1 1
r r r
46 46 46
j j j
3 3 3
INN inn INN
14 14 14
j j j
@ @ @
mojo mojo mojo
. . .
eng eng eng
. . .
umd umd umd
. . .
edu edu edu
> > >
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
In in In
- - -
reply repli reply
- - -
to to to
: : :
sysmgr sysmgr sysmgr
@ @ @
king king king
. . .
eng eng eng
. . .
umd umd umd
. . .
edu edu edu
' ' '
s s s
message messag message
of of of
21 21 21
Apr apr Apr
1993 1993 1993
19 19 19
: : :
16 16 16
: : :
51 51 51
GMT gmt GMT
In in In
article articl article
< < <
1 1 1
r r r
46 46 46
j j j
3 3 3
INN inn INN
14 14 14
j j j
@ @ @
mojo mojo mojo
. . .
eng eng eng
. . .
umd umd umd
. . .
edu edu edu
> > >
sysmgr sysmgr sysmgr
@ @ @
king king king
. . .
eng eng eng
. . .
umd umd umd
. . .
edu edu edu
( ( (
Doug doug Doug
Mohney mohney Mohney
) ) )
writes write write
: : :
In in In
article articl article
< < <
STEINLY stein STEINLY
. . .
93 93 93
Apr apr Apr
20160116 20160116 20160116
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
> > >
, , ,
steinly stein steinly
@ @ @
topaz topaz topaz
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Steinn steinn Steinn
Sigurdsson sigurdsson Sigurdsson
) ) )
writes write write
: : :
> > >
Very veri Very
cost cost cost
effective effect effective
if if if
you you you
use use use
the the the
right right right
accounting account accounting
method method method
: : :
- - -
) ) )
Sherzer sherzer Sherzer
Methodology methodolog Methodology
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
Hell hell Hell
, , ,
yes yes yes
. . .
I i I
' ' '
m m m
not not not
going go go
to to to
let let let
a a a
bunch bunch bunch
of of of
seven seven seven
suits suit suit
tell tell tell
me me me
what what what
the the the
right right right
way way way
to to to
estimate estim estimate
cost cost cost
effectiveness effect effectiveness
is is be
, , ,
at at at
least least least
not not not
until until until
they they they
can can can
make make make
their their their
mind mind mind
up up up
long long long
enough enough enough
to to to
leave leav leave
their their their
scheme scheme scheme
stable stabl stable
for for for
a a a
fiscal fiscal fiscal
year year year
or or or
two two two
. . .
Seriously serious Seriously
though though though
. . .
If if If
you you you
were were be
to to to
ask ask ask
the the the
British british British
government govern government
whether whether whether
their their their
colonisation colonis colonisation
efforts effort effort
in in in
the the the
Americas america Americas
were were be
cost cost cost
effective effect effective
, , ,
what what what
answer answer answer
do do do
you you you
think think think
you you you
' ' '
d d d
get get get
? ? ?
What what What
if if if
you you you
asked ask ask
in in in
1765 1765 1765
, , ,
1815 1815 1815
, , ,
1865 1865 1865
, , ,
1915 1915 1915
and and and
1945 1945 1945
respectively respect respectively
? ? ?
; ; ;
- - -
) ) )
* * *
Steinn steinn Steinn
Sigurdsson sigurdsson Sigurdsson
Lick lick Lick
Observatory observatori Observatory
* * *
* * *
steinly stein steinly
@ @ @
lick lick lick
. . .
ucsc ucsc ucsc
. . .
edu edu edu
" " "
standard standard standard
disclaimer disclaim disclaimer
" " "
* * *
* * *
If if If
you you you
ever ever ever
have have have
to to to
go go go
to to to
Shoeburyness shoebury Shoeburyness
* * *
* * *
Take take Take
the the the
A a A
- - -
road road road
, , ,
the the the
ok ok ok
road road road
, , ,
that that that
' ' '
s s s
the the the
best best best
! ! !
* * *
* * *
Go go Go
motoring motor motor
on on on
The the The
A a A
13 13 13
! ! !
- - -
BB bb BB
1983 1983 1983
* * *
