From from From
: : :
Mark mark Mark
. . .
Perew perew Perew
@ @ @
p p p
201 201 201
. . .
f f f
208 208 208
. . .
n n n
103 103 103
. . .
z z z
1 1 1
. . .
fidonet fidonet fidonet
. . .
org org org
Subject subject Subject
: : :
Re re Re
: : :
Comet comet Comet
in in in
Temporary temporari Temporary
Orbit orbit Orbit
Around around Around
Jupiter jupit Jupiter
? ? ?
X x X
- - -
Sender sender Sender
: : :
newtout newtout newtout
0 0 0
. . .
08 08 08
Feb feb Feb
23 23 23
1993 1993 1993
Lines line Lines
: : :
15 15 15
In in In
a a a
message messag message
of of of
< < <
Apr apr Apr
19 19 19
04 04 04
: : :
55 55 55
> > >
, , ,
jgarland jgarland jgarland
@ @ @
kean kean kean
. . .
ucs uc ucs
. . .
mun mun mun
. . .
ca ca ca
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
020359 020359 020359
. . .
26996 26996 26996
@ @ @
sq sq sq
. . .
sq sq sq
. . .
com com com
> > >
, , ,
msb msb msb
@ @ @
sq sq sq
. . .
sq sq sq
. . .
com com com
( ( (
Mark mark Mark
Brader brader Brader
) ) )
> > >
writes write write
: : :
MB mb MB
> > >
So so So
the the the
MB mb MB
> > >
1970 1970 1970
figure figur figure
seems seem seem
unlikely unlik unlikely
to to to
actually actual actually
be be be
anything anyth anything
but but but
a a a
perijove perijov perijove
. . .
JG jg JG
> > >
Sorry sorri Sorry
, , ,
_ _ _
perijoves perijov perijoves
_ _ _
. . .
. . .
. . .
I i I
' ' '
m m m
not not not
used use use
to to to
talking talk talk
this this this
language languag language
. . .
Couldn couldn Couldn
' ' '
t t t
we we we
just just just
say say say
periapsis periapsi periapsis
or or or
apoapsis apoapsi apoapsis
? ? ?
- - -
- - -
- - -
msged msged msged
2 2 2
. . .
07 07 07
