From from From
: : :
wallacen wallacen wallacen
@ @ @
CS cs CS
. . .
ColoState colost ColoState
. . .
EDU edu EDU
( ( (
nathan nathan nathan
wallace wallac wallace
) ) )
Subject subject Subject
: : :
ORION orion ORION
test test test
film film film
Reply repli Reply
- - -
To to To
: : :
wallacen wallacen wallacen
@ @ @
CS cs CS
. . .
ColoState colost ColoState
. . .
EDU edu EDU
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
sor sor sor
. . .
cs cs c
. . .
colostate colost colostate
. . .
edu edu edu
Organization organ Organization
: : :
Colorado colorado Colorado
State state State
University univers University
- - -
= = =
- - -
Computer comput Computer
Science scienc Science
Dept dept Dept
. . .
Lines line Lines
: : :
11 11 11
Is is Is
the the the
film film film
from from from
the the the
" " "
putt putt putt
- - -
putt putt putt
" " "
test test test
vehicle vehicl vehicle
which which which
used use use
conventional convent conventional
explosives explos explosive
as as a
a a a
proof proof proof
- - -
of of of
- - -
concept concept concept
test test test
, , ,
or or or
another anoth another
one one one
? ? ?
- - -
- - -
- - -
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
Nathan nathan Nathan
F f F
. . .
Wallace wallac Wallace
C c C
/ / /
C c C
/ / /
" " "
Reality realiti Reality
Is is Is
" " "
C c C
/ / /
C c C
/ / /
e e e
- - -
mail mail mail
: : :
wallacen wallacen wallacen
@ @ @
cs cs c
. . .
colostate colost colostate
. . .
edu edu edu
C c C
/ / /
C c C
/ / /
ancient ancient ancient
Alphaean alphaean Alphaean
proverb proverb proverb
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
C c C
/ / /
