From from From
: : :
pyron pyron pyron
@ @ @
skndiv skndiv skndiv
. . .
dseg dseg dseg
. . .
ti ti ti
. . .
com com com
( ( (
Dillon dillon Dillon
Pyron pyron Pyron
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Why whi Why
not not not
give give give
$ $ $
1 1 1
billion billion billion
to to to
first first first
year year year
- - -
long long long
moon moon moon
residents resid resident
? ? ?
Lines line Lines
: : :
42 42 42
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
skndiv skndiv skndiv
. . .
dseg dseg dseg
. . .
ti ti ti
. . .
com com com
Reply repli Reply
- - -
To to To
: : :
pyron pyron pyron
@ @ @
skndiv skndiv skndiv
. . .
dseg dseg dseg
. . .
ti ti ti
. . .
com com com
Organization organ Organization
: : :
TI ti TI
/ / /
DSEG dseg DSEG
VAX vax VAX
Support support Support
In in In
article articl article
< < <
1 1 1
qve qve qve
4 4 4
kINNpas kinnpa kINNpas
@ @ @
sal sal sal
- - -
sun sun sun
121 121 121
. . .
usc usc usc
. . .
edu edu edu
> > >
, , ,
schaefer schaefer schaefer
@ @ @
sal sal sal
- - -
sun sun sun
121 121 121
. . .
usc usc usc
. . .
edu edu edu
( ( (
Peter peter Peter
Schaefer schaefer Schaefer
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
130503 130503 130503
. . .
1 1 1
@ @ @
aurora aurora aurora
. . .
alaska alaska alaska
. . .
edu edu edu
> > >
, , ,
nsmca nsmca nsmca
@ @ @
aurora aurora aurora
. . .
alaska alaska alaska
. . .
edu edu edu
writes write writes
: : :
> > >
| | |
> > >
In in In
article articl article
< < <
6 6 6
ZV zv ZV
82 82 82
B b B
2 2 2
w w w
165 165 165
w w w
@ @ @
theporch theporch theporch
. . .
raider raider raider
. . .
net net net
> > >
, , ,
gene gene gene
@ @ @
theporch theporch theporch
. . .
raider raider raider
. . .
net net net
( ( (
Gene gene Gene
Wright wright Wright
) ) )
writes write write
: : :
> > >
| | |
> > >
> > >
With with With
the the the
continuin continuin continuin
talk talk talk
about about about
the the the
" " "
End end End
of of of
the the the
Space space Space
Age age Age
" " "
and and and
complaints complaint complaint
> > >
| | |
> > >
> > >
by by by
government govern government
over over over
the the the
large larg large
cost cost cost
, , ,
why whi why
not not not
try tri try
something someth something
I i I
read read read
about about about
> > >
| | |
> > >
> > >
that that that
might might might
just just just
work work work
. . .
> > >
| | |
> > >
> > >
> > >
| | |
> > >
> > >
Announce announc Announce
that that that
a a a
reward reward reward
of of of
$ $ $
1 1 1
billion billion billion
would would would
go go go
to to to
the the the
first first first
corporation corpor corporation
> > >
| | |
> > >
> > >
who who who
successfully success successfully
keeps keep keep
at at at
least least least
1 1 1
person person person
alive aliv alive
on on on
the the the
moon moon moon
for for for
a a a
year year year
. . .
> > >
| | |
> > >
> > >
Then then Then
you you you
' ' '
d d d
see see see
some some some
of of of
the the the
inexpensive inexpens inexpensive
but but but
not not not
popular popular popular
technologies technolog technology
begin begin begin
> > >
| | |
> > >
> > >
to to to
be be be
developed develop develop
. . .
THere there THere
' ' '
d d d
be be be
a a a
different differ different
kind kind kind
of of of
space space space
race race race
then then then
! ! !
> > >
| | |
> > >
> > >
> > >
| | |
> > >
> > >
- - -
- - -
> > >
| | |
> > >
> > >
gene gene gene
@ @ @
theporch theporch theporch
. . .
raider raider raider
. . .
net net net
( ( (
Gene gene Gene
Wright wright Wright
) ) )
> > >
| | |
> > >
> > >
theporch theporch theporch
. . .
raider raider raider
. . .
net net net
615 615 615
/ / /
297 297 297
- - -
7951 7951 7951
The the The
MacInteresteds macinterest MacInteresteds
of of of
Nashville nashvill Nashville
> > >
| | |
> > >
= = =
= = =
= = =
= = =
> > >
| | |
> > >
If if If
that that that
were were be
true true true
, , ,
I i I
' ' '
d d d
go go go
for for for
it it it
. . .
. . .
I i I
have have have
a a a
few few few
friends friend friend
who who who
we we we
could could could
pool pool pool
our our our
> > >
| | |
> > >
resources resourc resource
and and and
do do do
it it it
. . .
. . .
Maybe mayb Maybe
make make make
it it it
a a a
prize prize prize
kind kind kind
of of of
liek liek liek
the the the
" " "
Solar solar Solar
Car car Car
Race race Race
" " "
> > >
| | |
> > >
in in in
Australia australia Australia
. . .
. . .
> > >
| | |
> > >
Anybody anybodi Anybody
game game game
for for for
a a a
contest contest contest
! ! !
> > >
| | |
> > >
> > >
| | |
> > >
= = =
= = =
> > >
| | |
> > >
Michael michael Michael
Adams adam Adams
, , ,
nsmca nsmca nsmca
@ @ @
acad acad acad
3 3 3
. . .
alaska alaska alaska
. . .
edu edu edu
- - -
- - -
I i I
' ' '
m m m
not not not
high high high
, , ,
just just just
jacked jack jack
> > >
> > >
> > >
Oh oh Oh
gee gee gee
, , ,
a a a
billion billion billion
dollars dollar dollar
! ! !
That that That
' ' '
d d d
be be be
just just just
about about about
enough enough enough
to to to
cover cover cover
the the the
cost cost cost
of of of
the the the
> > >
feasability feasabl feasability
study studi study
! ! !
Happy happi Happy
, , ,
Happy happi Happy
, , ,
JOY joy JOY
! ! !
JOY joy JOY
! ! !
> > >
Feasability feasabl Feasability
study studi study
? ? ?
? ? ?
What what What
a a a
wimp wimp wimp
! ! !
! ! !
While while While
you you you
are are be
studying studi study
, , ,
others other others
would would would
be be be
doing do do
. . .
Too too Too
damn damn damn
many mani many
engineers engin engineer
doing do do
way way way
too too too
little littl little
engineering engin engineering
. . .
" " "
He he He
who who who
sits sit sit
on on on
his his his
arse ars arse
sits sit sits
on on on
his his his
fortune fortun fortune
" " "
- - -
Sir sir Sir
Richard richard Richard
Francis franci Francis
Burton burton Burton
- - -
- - -
Dillon dillon Dillon
Pyron pyron Pyron
| | |
The the The
opinions opinion opinion
expressed express express
are are be
those those those
of of of
the the the
TI ti TI
/ / /
DSEG dseg DSEG
Lewisville lewisvill Lewisville
VAX vax VAX
Support support Support
| | |
sender sender sender
unless unless unless
otherwise otherwis otherwise
stated state state
. . .
( ( (
214 214 214
) ) )
462 462 462
- - -
3556 3556 3556
( ( (
when when when
I i I
' ' '
m m m
here here here
) ) )
| | |
( ( (
214 214 214
) ) )
492 492 492
- - -
4656 4656 4656
( ( (
when when when
I i I
' ' '
m m m
home home home
) ) )
| | |
Texans texan Texans
: : :
Vote vote Vote
NO no NO
on on on
Robin robin Robin
Hood hood Hood
. . .
We we We
need need need
pyron pyron pyron
@ @ @
skndiv skndiv skndiv
. . .
dseg dseg dseg
. . .
ti ti ti
. . .
com com com
| | |
solutions solut solution
, , ,
not not not
gestures gestur gesture
. . .
PADI padi PADI
DM dm DM
- - -
54909 54909 54909
| | |
