From from From
: : :
drickel drickel drickel
@ @ @
bounce bounc bounce
. . .
mentorg mentorg mentorg
. . .
com com com
( ( (
Dave dave Dave
Rickel rickel Rickel
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Quaint quaint Quaint
US us US
Archaisms archaism Archaisms
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
news news news
. . .
1993 1993 1993
Apr apr Apr
06 06 06
. . .
090626 090626 090626
. . .
21880 21880 21880
Organization organ Organization
: : :
Mentor mentor Mentor
Graphics graphic Graphics
Lines line Lines
: : :
14 14 14
Originator origin Originator
: : :
drickel drickel drickel
@ @ @
bounce bounc bounce
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
bounce bounc bounce
. . .
mentorg mentorg mentorg
. . .
com com com
In in In
article articl article
< < <
C c C
512 512 512
wC wc wC
. . .
B b B
0 0 0
M m M
. . .
1 1 1
@ @ @
cs cs c
. . .
cmu cmu cmu
. . .
edu edu edu
> > >
, , ,
nickh nickh nickh
@ @ @
CS cs CS
. . .
CMU cmu CMU
. . .
EDU edu EDU
( ( (
Nick nick Nick
Haines hain Haines
) ) )
writes write write
: : :
| | |
> > >
Oh oh Oh
, , ,
and and and
the the the
other other other
advantage advantag advantage
is is be
that that that
you you you
don don don
' ' '
t t t
have have have
shit shit shit
constants constant constant
like like like
| | |
> > >
32 32 32
. . .
? ? ?
? ? ?
? ? ?
hanging hang hang
around around around
. . .
No no No
, , ,
instead instead instead
you you you
have have have
stupid stupid stupid
things thing thing
like like like
3600 3600 3600
and and and
86400 86400 86400
and and and
31556925 31556925 31556925
. . .
9747 9747 9747
and and and
299792 299792 299792
. . .
458 458 458
and and and
9 9 9
. . .
80665 80665 80665
and and and
. . .
. . .
. . .
How how How
many mani many
cc cc cc
' ' '
s s s
in in in
a a a
ml ml ml
anyway anyway anyway
? ? ?
The the The
metric metric metric
system system system
has has have
its it it
problems problem problem
, , ,
just just just
not not not
as as a
many mani many
of of of
them them them
. . .
david david david
rickel rickel rickel
drickel drickel drickel
@ @ @
sjc sjc sjc
. . .
mentorg mentorg mentorg
. . .
com com com
