From from From
: : :
brucet brucet brucet
@ @ @
extro extro extro
. . .
ucc ucc ucc
. . .
su su su
. . .
OZ oz OZ
. . .
AU au AU
( ( (
Bruce bruce Bruce
Tulloch tulloch Tulloch
) ) )
Subject subject Subject
: : :
Re re Re
: : :
HELP help HELP
! ! !
Duo duo Duo
230 230 230
problems problem problem
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
extro extro extro
. . .
ucc ucc ucc
. . .
su su su
. . .
oz oz oz
. . .
au au au
Organization organ Organization
: : :
Sydney sydney Sydney
University univers University
Computing comput Computing
Service servic Service
, , ,
Sydney sydney Sydney
, , ,
NSW nsw NSW
, , ,
Australia australia Australia
Lines line Lines
: : :
76 76 76
bcherkas bcherka bcherkas
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
Brian brian Brian
Cherkas cherka Cherkas
) ) )
writes write write
: : :
> > >
chess chess chess
@ @ @
cats cat cat
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Brian brian Brian
Vantuyl vantuyl Vantuyl
Chess chess Chess
) ) )
writes write write
: : :
> > >
> > >
I i I
just just just
got got get
a a a
Duo duo Duo
230 230 230
, , ,
and and and
I i I
' ' '
m m m
having have have
some some some
difficulties difficulti difficulty
. . .
> > >
> > >
If if If
the the the
machine machin machine
is is be
plugged plug plug
in in in
to to to
the the the
wall wall wall
adapter adapt adapter
, , ,
put put put
to to to
sleep sleep sleep
, , ,
> > >
> > >
unplugged unplug unplug
from from from
the the the
wall wall wall
, , ,
and and and
woken woken wake
up up up
, , ,
it it it
crashes crash crash
75 75 75
% % %
of of of
the the the
time time time
. . .
> > >
> > >
( ( (
There there There
' ' '
s s s
nothing noth nothing
but but but
the the the
original origin original
system system system
software softwar software
on on on
the the the
machine machin machine
. . .
) ) )
> > >
> > >
The the The
battery batteri battery
has has have
plenty plenti plenty
of of of
life life life
- - -
I i I
think think think
this this this
must must must
be be be
a a a
power power power
manager manag manager
> > >
> > >
problem problem problem
, , ,
but but but
I i I
don don don
' ' '
t t t
know know know
what what what
to to to
do do do
about about about
it it it
. . .
> > >
> > >
Also also Also
, , ,
the the the
