From from From
: : :
jtrascap jtrascap jtrascap
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
Jim jim Jim
Trascapoulos trascapoulo Trascapoulos
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Can can Can
I i I
put put put
a a a
1 1 1
. . .
44 44 44
floppy floppi floppy
in in in
an an an
SE se SE
? ? ?
Organization organ Organization
: : :
University univers University
of of of
Denver denver Denver
, , ,
Dept dept Dept
. . .
of of of
Math math Math
& & &
Comp comp Comp
. . .
Sci sci Sci
. . .
Lines line Lines
: : :
24 24 24
ericr ericr ericr
@ @ @
solbourne solbourn solbourne
. . .
com com com
( ( (
Eric eric Eric
Robison robison Robison
) ) )
writes write write
: : :
> > >
I i I
' ' '
ve ve ve
got got get
a a a
Mac mac Mac
SE se SE
, , ,
I i I
' ' '
ve ve ve
got got get
a a a
spare spare spare
1 1 1
. . .
44 44 44
mb mb mb
floppy floppi floppy
drive drive drive
. . .
I i I
' ' '
ve ve ve
seen seen see
SE se SE
' ' '
s s s
ith ith ith
> > >
a a a
1 1 1
. . .
44 44 44
floppy floppi floppy
drive drive drive
. . .
Can can Can
I i I
put put put
my my my
floppy floppi floppy
drive drive drive
into into into
my my my
SE se SE
and and and
get get get
it it it
to to to
ork ork ork
? ? ?
> > >
If if If
so so so
, , ,
how how how
? ? ?
> > >
Thanks thank Thanks
! ! !
> > >
Eric eric Eric
> > >
- - -
- - -
> > >
| | |
Eric eric Eric
Robison robison Robison
| | |
Disclaimer disclaim Disclaimer
: : :
I i I
claim claim claim
dis dis dis
. . .
> > >
| | |
ericr ericr ericr
@ @ @
Solbourne solbourn Solbourne
. . .
com com com
| | |
> > >
| | |
GET get GET
ME me ME
OFFA offa OFFA
THIS this THIS
& & &
* * *
^ ^ ^
* * *
& & &
% % %
& & &
^ ^ ^
# # #
PLANET planet PLANET
! ! !
! ! !
Sure sure Sure
thing thing thing
- - -
You you You
' ' '
ll ll ll
have have have
to to to
get get get
an an an
FDHD fdhd FDHD
upgrade upgrad upgrade
kit kit kit
from from from
Apple appl Apple
, , ,
which which which
includes includ include
a a a
HD hd HD
floppy floppi floppy
drive drive drive
, , ,
2 2 2
different differ different
chips chip chip
( ( (
the the the
SWIM swim SWIM
chip chip chip
was was be
mentioned mention mention
in in in
another anoth another
post post post
) ) )
and and and
a a a
different differ different
floppy floppi floppy
drive drive drive
cable cabl cable
. . .
Get get Get
the the the
Apple appl Apple
kit kit kit
through through through
your your your
dealer dealer dealer
. . .
* * *
* * *
Jim jim Jim
Trascapoulos trascapoulo Trascapoulos
* * *
jtrascap jtrascap jtrascap
@ @ @
nyx nyx nyx
. . .
du du du
. . .
edu edu edu
* * *
" " "
What what What
size size size
ID id ID
do do do
YOU you YOU
wear wear wear
? ? ?
" " "
* * *
* * *
