From from From
: : :
hades hade hades
@ @ @
coos coo coo
. . .
dartmouth dartmouth dartmouth
. . .
edu edu edu
( ( (
Brian brian Brian
V v V
. . .
Hughes hugh Hughes
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Centris centri Centris
650 650 650
Math math Math
CoProcessor coprocessor CoProcessor
option option option
Reply repli Reply
- - -
To to To
: : :
hades hade hades
@ @ @
Dartmouth dartmouth Dartmouth
. . .
Edu edu Edu
Organization organ Organization
: : :
Dartmouth dartmouth Dartmouth
College colleg College
, , ,
Hanover hanov Hanover
, , ,
NH nh NH
Disclaimer disclaim Disclaimer
: : :
Personally person Personally
, , ,
I i I
really realli really
don don don
' ' '
t t t
care care care
who who who
you you you
think think think
I i I
speak speak speak
for for for
. . .
Distribution distribut Distribution
: : :
usa usa usa
Moderator moder Moderator
: : :
Rec rec Rec
. . .
Arts art Arts
. . .
Comics comic Comics
. . .
Info info Info
Lines line Lines
: : :
40 40 40
David david David
_ _ _
Anthony anthoni Anthony
_ _ _
Guevara guevara Guevara
@ @ @
cup cup cup
. . .
portal portal portal
. . .
com com com
writes write write
: : :
> > >
Sorry sorri Sorry
if if if
this this this
is is be
a a a
FAQ faq FAQ
. . .
I i I
don don don
' ' '
t t t
normally normal normally
read read read
comp comp comp
. . .
sys sys sys
. . .
mac mac mac
. . .
hardware hardwar hardware
. . .
> > >
I i I
am am be
purchasing purchas purchase
a a a
couple coupl couple
of of of
Centris centri Centris
650 650 650
' ' '
s s s
. . .
I i I
configured configur configure
the the the
systems system system
> > >
as as a
follows follow follow
: : :
> > >
Eight eight Eight
( ( (
8 8 8
) ) )
Mb mb Mb
RAM ram RAM
> > >
Ethernet ethernet Ethernet
> > >
1 1 1
Mb mb Mb
VRAM vram VRAM
> > >
Math math Math
CoProcessor coprocessor CoProcessor
option option option
> > >
My my My
purchasing purchas purchasing
agent agent agent
told told tell
me me me
about about about
the the the
math math math
coprocessor coprocessor coprocessor
option option option
and and and
sent sent send
> > >
me me me
the the the
Apple appl Apple
summary summari summary
documentation document documentation
to to to
prove prove prove
it it it
. . .
I i I
ordered order order
the the the
coprocessor coprocessor coprocessor
> > >
option option option
, , ,
but but but
I i I
' ' '
m m m
really realli really
not not not
sure sure sure
that that that
we we we
needed need need
it it it
. . .
I i I
thought thought think
the the the
' ' '
040 040 040
chip chip chip
> > >
had had have
a a a
math math math
coprocessor coprocessor coprocessor
built built build
into into into
it it it
. . .
Has has Has
Apple appl Apple
had had have
a a a
math math math
coprocessor coprocessor coprocessor
chip chip chip
> > >
architectured architectur architectured
to to to
keep keep keep
up up up
with with with
the the the
speed speed speed
of of of
the the the
' ' '
040 040 040
chip chip chip
in in in
the the the
Centris centri Centris
650 650 650
? ? ?
> > >
I i I
am am be
concerned concern concerned
that that that
I i I
may may may
have have have
set set set
up up up
a a a
hardware hardwar hardware
bottleneck bottleneck bottleneck
. . .
Apple appl Apple
has has have
really realli really
confused confus confuse
people peopl people
with with with
this this this
whole whole whole
thing thing thing
. . .
I i I
think think think
we we we
' ' '
ll ll ll
be be be
answering answer answer
this this this
question question question
for for for
about about about
the the the
next next next
year year year
or or or
so so so
. . .
There there There
is is be
no no no
" " "
option option option
" " "
to to to
get get get
an an an
FPU fpu FPU
on on on
a a a
C c C
650 650 650
. . .
What what What
you you you
have have have
is is be
a a a
choice choic choice
of of of
CPUs cpus CPUs
: : :
there there there
is is be
the the the
68 68 68
LC lc LC
040 040 040
that that that
does doe do
not not not
have have have
an an an
integrated integr integrate
FPU fpu FPU
like like like
the the the
full full full
' ' '
040 040 040
and and and
is is be
only onli only
present present present
in in in
the the the
base base base
4 4 4
/ / /
80 80 80
model model model
of of of
the the the
C c C
650 650 650
( ( (
AppleUSA appleusa AppleUSA
) ) )
. . .
And and And
there there there
is is be
the the the
full full full
' ' '
040 040 040
which which which
you you you
get get get
when when when
you you you
order order order
anything anyth anything
other other other
than than than
the the the
base base base
4 4 4
/ / /
80 80 80
configuration configur configuration
. . .
Therefore therefor Therefore
, , ,
since sinc since
you you you
have have have
ordered order order
one one one
of of of
the the the
8 8 8
MB mb MB
versions version version
with with with
on on on
- - -
board board board
Ethernet ethernet Ethernet
models model model
you you you
will will will
not not not
be be be
getting get get
the the the
LC lc LC
040 040 040
. . .
But but But
even even even
if if if
you you you
wanted want want
to to to
have have have
the the the
LC lc LC
040 040 040
you you you
wouldn wouldn wouldn
' ' '
t t t
be be be
able abl able
to to to
order order order
a a a
C c C
650 650 650
with with with
8 8 8
MB mb MB
RAM ram RAM
, , ,
on on on
- - -
board board board
Ethernet ethernet Ethernet
and and and
an an an
LC lc LC
040 040 040
. . .
It it It
' ' '
s s s
not not not
an an an
" " "
option option option
. . .
" " "
Also also Also
