Distribution distribut Distribution
: : :
world world world
From from From
: : :
David david David
_ _ _
A a A
. . .
_ _ _
Schnider schnider Schnider
@ @ @
bmug bmug bmug
. . .
org org org
Organization organ Organization
: : :
BMUG bmug BMUG
, , ,
Inc inc Inc
. . .
Subject subject Subject
: : :
SE se SE
pricing price pricing
Lines line Lines
: : :
7 7 7
What what What
is is be
the the the
value valu value
of of of
an an an
SE se SE
( ( (
HDFD hdfd HDFD
) ) )
4 4 4
/ / /
20 20 20
? ? ?
- - -
David david David
* * *
* * *
* * *
* * *
From from From
Planet planet Planet
BMUG bmug BMUG
, , ,
the the the
FirstClass firstclass FirstClass
BBS bbs BBS
of of of
BMUG bmug BMUG
. . .
The the The
message messag message
contained contain contain
in in in
* * *
* * *
* * *
* * *
this this this
posting post posting
does doe do
not not not
in in in
any ani any
way way way
reflect reflect reflect
BMUG bmug BMUG
' ' '
s s s
official offici official
views view view
. . .
