From from From
: : :
hades hade hades
@ @ @
coos coo coo
. . .
dartmouth dartmouth dartmouth
. . .
edu edu edu
( ( (
Brian brian Brian
V v V
. . .
Hughes hugh Hughes
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Installing instal Installing
RAM ram RAM
in in in
a a a
Quadra quadra Quadra
800 800 800
Reply repli Reply
- - -
To to To
: : :
hades hade hades
@ @ @
Dartmouth dartmouth Dartmouth
. . .
Edu edu Edu
Organization organ Organization
: : :
Dartmouth dartmouth Dartmouth
College colleg College
, , ,
Hanover hanov Hanover
, , ,
NH nh NH
Disclaimer disclaim Disclaimer
: : :
Personally person Personally
, , ,
I i I
really realli really
don don don
' ' '
t t t
care care care
who who who
you you you
think think think
I i I
speak speak speak
for for for
. . .
Moderator moder Moderator
: : :
Rec rec Rec
. . .
Arts art Arts
. . .
Comics comic Comics
. . .
Info info Info
Lines line Lines
: : :
55 55 55
truesdel truesdel truesdel
@ @ @
ics ic ic
. . .
uci uci uci
. . .
edu edu edu
( ( (
Scott scott Scott
Truesdell truesdel Truesdell
) ) )
writes write write
: : :
> > >
This this This
is is be
an an an
aside asid aside
to to to
Brian brian Brian
Hughes hugh Hughes
' ' '
s s s
( ( (
please pleas please
, , ,
let let let
' ' '
s s s
lose lose lose
the the the
cute cute cute
phony phoni phony
names name name
> > >
everybody everybodi everybody
) ) )
posting post post
about about about
adding ad add
memory memori memory
to to to
a a a
Quadra quadra Quadra
800 800 800
. . .
What what What
phony phoni phony
names name names
? ? ?
My my My
name name name
is is be
clearly clear clearly
visible visibl visible
in in in
the the the
headers header header
, , ,
and and and
I i I
sing sing sing
the the the
post post post
with with with
my my my
account account account
name name name
. . .
If if If
you you you
have have have
a a a
problem problem problem
with with with
that that that
, , ,
then then then
you you you
will will will
have have have
to to to
get get get
over over over
it it it
. . .
I i I
' ' '
ve ve ve
used use use
this this this
account account account
name name name
for for for
over over over
10 10 10
years year year
and and and
the the the
people peopl people
who who who
have have have
been been be
reading read read
newsgroups newsgroup newsgroups
for for for
the the the
last last last
7 7 7
generally general generally
recognize recogn recognize
" " "
Hades hade Hades
" " "
as as a
my my my
account account account
name name name
. . .
I i I
have have have
no no no
intention intent intention
of of of
changing chang change
the the the
way way way
I i I
post post post
. . .
> > >
I i I
installed instal instal
a a a
couple coupl couple
of of of
16 16 16
MB mb MB
SIMMs simm SIMMs
in in in
my my my
Quadra quadra Quadra
and and and
was was be
somewhat somewhat somewhat
dismayed dismay dismayed
> > >
by by by
the the the
general general general
complexity complex complexity
of of of
the the the
operation oper operation
compared compar compare
to to to
, , ,
for for for
example exampl example
, , ,
the the the
> > >
wonderfully wonder wonderfully
designed design design
LC lc LC
III iii III
. . .
It it It
irritates irrit irritate
me me me
when when when
Apple appl Apple
refuses refus refuse
to to to
tell tell tell
how how how
> > >
to to to
do do do
it it it
in in in
the the the
User user User
' ' '
s s s
Manual manual Manual
so so so
you you you
have have have
to to to
guess guess guess
at at at
how how how
to to to
disassemble disassembl disassemble
> > >
the the the
devise devis devise
in in in
question question question
( ( (
it it it
' ' '
s s s
the the the
same same same
for for for
adding ad add
memory memori memory
to to to
LaserWriter laserwrit LaserWriter
> > >
Pro pro Pro
' ' '
s s s
) ) )
. . .
It it It
isn isn isn
' ' '
t t t
Apple appl Apple
' ' '
s s s
responsibility respons responsibility
to to to
tell tell tell
its it it
customers custom customer
how how how
to to to
fool fool fool
around around around
with with with
it it it
' ' '
s s s
hardware hardwar hardware
. . .
That that That
is is be
what what what
Apple appl Apple
Service servic Service
Techs tech Techs
get get get
paid paid pay
to to to
do do do
. . .
I i I
personally person personally
like like like
the the the
design design design
of of of
the the the
Q q Q
800 800 800
, , ,
and and and
applaud applaud applaud
Apple appl Apple
for for for
coming come come
up up up
with with with
a a a
good good good
way way way
to to to
make make make
use use use
of of of
the the the
front front front
space space space
for for for
all all all
of of of
those those those
drive drive drive
bays bay bay
. . .
I i I
like like like
it it it
a a a
lot lot lot
better better good
than than than
the the the
900 900 900
/ / /
950 950 950
design design design
, , ,
except except except
for for for
those those those
people peopl people
who who who
need need need
Drive drive Drive
Arrays array Arrays
. . .
I i I
do do do
, , ,
however howev however
, , ,
agree agre agree
with with with
you you you
about about about
the the the
LW lw LW
Pro pro Pro
design design design
. . .
> > >
The the The
operation oper operation
isn isn isn
' ' '
t t t
very veri very
complicated complic complicate
if if if
even even even
a a a
minimal minim minimal
amount amount amount
of of of
help help help
were were be
> > >
offered offer offer
but but but
Apple appl Apple
leaves leav leave
you you you
working work work
blind blind blind
. . .
Again again Again
, , ,
its it it
' ' '
s s s
not not not
Apple appl Apple
' ' '
s s s
place place place
to to to
make make make
it it it
easy easi easy
for for for
non non non
- - -
certified certifi certified
