From from From
: : :
HK hk HK
. . .
MLR mlr MLR
@ @ @
forsythe forsyth forsythe
. . .
stanford stanford stanford
. . .
edu edu edu
( ( (
Mark mark Mark
Rogowsky rogowski Rogowsky
) ) )
Subject subject Subject
: : :
Re re Re
: : :
PowerPC powerpc PowerPC
ruminations rumin rumination
; ; ;
was was be
Re re Re
: : :
LCIII lciii LCIII
- - -
> > >
PowerPC powerpc PowerPC
? ? ?
Organization organ Organization
: : :
Stanford stanford Stanford
University univers University
Lines line Lines
: : :
97 97 97
Distribution distribut Distribution
: : :
usa usa usa
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
morrow morrow morrow
. . .
stanford stanford stanford
. . .
edu edu edu
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
16 16 16
. . .
214300 214300 214300
. . .
12920 12920 12920
@ @ @
ac ac ac
. . .
dal dal dal
. . .
ca ca ca
> > >
, , ,
seanmcd seanmcd seanmcd
@ @ @
ac ac ac
. . .
dal dal dal
. . .
ca ca ca
writes write write
: : :
> > >
In in In
article articl article
< < <
186177 186177 186177
@ @ @
pyramid pyramid pyramid
. . .
pyramid pyramid pyramid
. . .
com com com
> > >
, , ,
andrem andrem andrem
@ @ @
pyrtech pyrtech pyrtech
. . .
mis mis mi
. . .
pyramid pyramid pyramid
. . .
com com com
( ( (
Andre andr Andre
Molyneux molyneux Molyneux
) ) )
writes write write
: : :
> > >
> > >
In in In
article articl article
< < <
1 1 1
qksuq qksuq qksuq
$ $ $
1 1 1
tt tt tt
8 8 8
@ @ @
hal hal hal
. . .
gnu gnu gnu
. . .
ai ai ai
. . .
mit mit mit
. . .
edu edu edu
> > >
, , ,
mirsky mirski mirsky
@ @ @
hal hal hal
. . .
gnu gnu gnu
. . .
ai ai ai
. . .
mit mit mit
. . .
edu edu edu
> > >
> > >
( ( (
David david David
Joshua joshua Joshua
Mirsky mirski Mirsky
) ) )
writes write write
: : :
> > >
> > >
| | |
> > >
Hi hi Hi
. . .
I i I
own own own
an an an
LCIII lciii LCIII
and and and
I i I
recently recent recently
heard heard hear
an an an
interesting interest interesting
rumor rumor rumor
. . .
> > >
> > >
| | |
> > >
I i I
heard heard hear
that that that
the the the
LCIII lciii LCIII
has has have
a a a
built built build
in in in
slot slot slot
for for for
a a a
PowerPC powerpc PowerPC
chip chip chip
. . .
> > >
> > >
| | |
> > >
Is is Is
this this this
true true true
? ? ?
I i I
heard heard hear
that that that
the the the
slot slot slot
is is be
not not not
the the the
same same same
as as a
the the the
PDS pds PDS
> > >
> > >
| | |
> > >
slot slot slot
. . .
Is is Is
that that that
true true true
? ? ?
> > >
> > >
| | |
> > >
> > >
> > >
| | |
> > >
Thanks thank Thanks
> > >
> > >
| | |
> > >
David david David
Mirsky mirski Mirsky
> > >
> > >
| | |
> > >
mirsky mirski mirsky
@ @ @
gnu gnu gnu
. . .
ai ai ai
. . .
mit mit mit
. . .
edu edu edu
> > >
> > >
> > >
> > >
Well well Well
, , ,
I i I
also also also
have have have
an an an
LC lc LC
III iii III
. . .
Popping pop Popping
the the the
top top top
revealed reveal revealed
: : :
> > >
> > >
> > >
> > >
One one One
" " "
socket socket socket
" " "
for for for
an an an
additional addit additional
VRAM vram VRAM
SIMM simm SIMM
> > >
> > >
> > >
> > >
One one One
" " "
socket socket socket
" " "
for for for
a a a
72 72 72
- - -
pin pin pin
RAM ram RAM
SIMM simm SIMM
> > >
> > >
> > >
> > >
One one One
socket socket socket
for for for
a a a
flat flat flat
- - -
pack pack pack
FPU fpu FPU
> > >
> > >
> > >
> > >
A a A
processor processor processor
- - -
direct direct direct
slot slot slot
( ( (
PDS pds PDS
) ) )
identical ident identical
to to to
the the the
LC lc LC
/ / /
LC lc LC
II ii II
, , ,
but but but
with with with
> > >
> > >
an an an
additional addit additional
set set set
of of of
connetions connet connetions
to to to
one one one
side side side
( ( (
for for for
the the the
full full full
32 32 32
- - -
bit bit bit
> > >
> > >
data data data
path path path
that that that
the the the
LC lc LC
/ / /
LC lc LC
II ii II
lacked lack lack
> > >
> > >
> > >
> > >
That that That
' ' '
s s s
it it it
. . .
I i I
guess guess guess
a a a
board board board
with with with
