Subject subject Subject
: : :
Omnipotence omnipot Omnipotence
( ( (
was was be
Re re Re
: : :
Speculations specul Speculations
) ) )
From from From
: : :
jbrown jbrown jbrown
@ @ @
batman batman batman
. . .
bmd bmd bmd
. . .
trw trw trw
. . .
com com com
Lines line Lines
: : :
55 55 55
In in In
article articl article
< < <
2942949719 2942949719 2942949719
. . .
2 2 2
. . .
p p p
00261 00261 00261
@ @ @
psilink psilink psilink
. . .
com com com
> > >
, , ,
" " "
Robert robert Robert
Knowles knowl Knowles
" " "
< < <
p p p
00261 00261 00261
@ @ @
psilink psilink psilink
. . .
com com com
> > >
writes write write
: : :
> > >
> > >
DATE date DATE
: : :
Fri fri Fri
, , ,
2 2 2
Apr apr Apr
1993 1993 1993
23 23 23
: : :
02 02 02
: : :
22 22 22
- - -
0500 0500 0500
> > >
> > >
FROM from FROM
: : :
Nanci nanci Nanci
Ann ann Ann
Miller miller Miller
< < <
nm nm nm
0 0 0
w w w
+ + +
@ @ @
andrew andrew andrew
. . .
cmu cmu cmu
. . .
edu edu edu
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
3 3 3
. . .
Can can Can
god god god
uncreate uncreat uncreate
itself itself itself
? ? ?
> > >
> > >
> > >
> > >
> > >
> > >
No no No
. . .
For for For
if if if
He he He
did did do
, , ,
He he He
would would would
violate violat violate
His his His
own own own
nature natur nature
which which which
He he He
cannot cannot cannot
do do do
. . .
> > >
> > >
> > >
It it It
is is be
God god God
' ' '
s s s
nature natur nature
to to to
Exist exist Exist
. . .
He he He
is is be
, , ,
after after after
all all all
, , ,
the the the
" " "
I i I
AM am AM
" " "
which which which
is is be
> > >
> > >
> > >
a a a
statement statement statement
of of of
His his His
inherent inher inherent
Existence exist Existence
. . .
He he He
is is be
existence exist existence
itself itself itself
. . .
> > >
> > >
> > >
Existence exist Existence
cannot cannot cannot
" " "
not not not
- - -
exist exist exist
" " "
. . .
> > >
> > >
> > >
> > >
Then then Then
, , ,
as as a
mentioned mention mention
above abov above
, , ,
he he he
must must must
not not not
be be be
very veri very
omnipotent omnipot omnipotent
. . .
> > >
> > >
What what What
do do do
you you you
mean mean mean
by by by
omnipotent omnipot omnipotent
here here here
? ? ?
Do do Do
you you you
mean mean mean
by by by
" " "
omnipotent omnipot omnipotent
" " "
that that that
God god God
should should should
be be be
able abl able
to to to
do do do
anything anyth anything
/ / /
everything everyth everything
? ? ?
This this This
creates creat create
a a a
self self self
- - -
contradictory contradictori contradictory
definition definit definition
of of of
omnipotence omnipot omnipotence
which which which
is is be
effectively effect effectively
useless useless useless
. . .
To to To
be be be
descriptive descript descriptive
, , ,
omnipotence omnipot omnipotence
must must must
mean mean mean
" " "
being be be
all all all
- - -
powerful power powerful
" " "
and and and
not not not
" " "
being be be
able abl able
to to to
do do do
anything anyth anything
/ / /
everything everyth everything
" " "
. . .
Let let Let
me me me
illustrate illustr illustrate
by by by
analogy analog analogy
. . .
Suppose suppos Suppose
the the the
United unit United
States state States
were were be
the the the
only onli only
nuclear nuclear nuclear
power power power
on on on
earth earth earth
. . .
Suppose suppos Suppose
further further far
that that that
the the the
US us US
military militari military
could could could
not not not
effectively effect effectively
be be be
countered counter counter
by by by
any ani any
nation nation nation
or or or
group group group
of of of
nations nation nation
. . .
The the The
US us US
has has have
the the the
power power power
to to to
go go go
into into into
any ani any
country countri country
at at at
any ani any
time time time
for for for
any ani any
reason reason reason
to to to
straighten straighten straighten
things thing thing
out out out
as as a
the the the
leaders leader leader
of of of
the the the
US us US
see see see
fit fit fit
. . .
The the The
US us US
would would would
be be be
militarily militarili militarily
" " "
omnipotent omnipot omnipotent
" " "
. . .
But but But
suppose suppos suppose
further further far
that that that
the the the
US us US
holds hold hold
to to to
a a a
doctrine doctrin doctrine
/ / /
philosophy philosophi philosophy
of of of
not not not
interfering interf interfere
in in in
the the the
internal intern internal
affairs affair affair
of of of
any ani any
nation nation nation
, , ,
such such such
as as a
the the the
current current current
civil civil civil
war war war
in in in
the the the
former former former
Yugoslavian yugoslavian Yugoslavian
states state state
. . .
Technically technic Technically
( ( (
in in in
this this this
scenario scenario scenario
) ) )
the the the
US us US
would would would
have have have
the the the
power power power
to to to
unilaterally unilater unilaterally
go go go
into into into
Yugoslavia yugoslavia Yugoslavia
and and and
straighten straighten straighten
out out out
the the the
mess mess mess
. . .
But but But
effectively effect effectively
the the the
US us US
could could could
not not not
intervene interven intervene
without without without
violating violat violate
its it it
own own own
policy polici policy
of of of
non non non
- - -
interference interfer interference
. . .
If if If
the the the
policy polici policy
of of of
non non non
- - -
interference interfer interference
were were be
held held hold
to to to
strongly strong strongly
enough enough enough
, , ,
then then then
there there there
would would would
never never never
be be be
a a a
question question question
that that that
it it it
would would would
ever ever ever
be be be
violated violat violate
. . .
Effectively effect Effectively
, , ,
the the the
US us US
would would would
be be be
limited limit limit
in in in
what what what
it it it
could could could
actually actual actually
do do do
, , ,
although although although
it it it
had had have
the the the
power power power
to to to
do do do
" " "
whatever whatev whatever
it it it
wanted want want
" " "
. . .
The the The
US us US
would would would
simply simpli simply
" " "
never never never
want want want
to to to
interfere interfer interfere
" " "
for for for
such such such
an an an
idea idea idea
would would would
be be be
beyond beyond beyond
the the the
consideration consider consideration
of of of
its it it
leaders leader leader
given given give
such such such
an an an
inviolate inviol inviolate
non non non
- - -
interference interfer interference
policy polici policy
. . .
God god God
is is be
effectively effect effectively
limited limit limit
in in in
the the the
same same same
sense sens sense
. . .
He he He
is is be
all all all
powerful power powerful
, , ,
but but but
He he He
cannot cannot cannot
use use use
His his His
power power power
in in in
a a a
way way way
that that that
would would would
violate violat violate
the the the
essence essenc essence
of of of
what what what
He he He
, , ,
Himself himself Himself
is is be
. . .
I i I
hope hope hope
this this this
helps help help
to to to
clear clear clear
up up up
some some some
of of of
the the the
misunderstanding misunderstand misunderstand
concerning concern concern
omnipotence omnipot omnipotence
. . .
Regards regard Regards
, , ,
Jim jim Jim
B b B
. . .
