Subject subject Subject
: : :
Re re Re
: : :
Ancient ancient Ancient
islamic islam islamic
rituals ritual ritual
From from From
: : :
bobbe bobb bobbe
@ @ @
vice vice vice
. . .
ICO ico ICO
. . .
TEK tek TEK
. . .
COM com COM
( ( (
Robert robert Robert
Beauchaine beauchain Beauchaine
) ) )
Organization organ Organization
: : :
Tektronix tektronix Tektronix
, , ,
Inc inc Inc
. . .
, , ,
Beaverton beaverton Beaverton
, , ,
OR or OR
. . .
Lines line Lines
: : :
33 33 33
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
3 3 3
. . .
081052 081052 081052
. . .
11292 11292 11292
@ @ @
monu monu monu
6 6 6
. . .
cc cc cc
. . .
monash monash monash
. . .
edu edu edu
. . .
au au au
> > >
darice daric darice
@ @ @
yoyo yoyo yoyo
. . .
cc cc cc
. . .
monash monash monash
. . .
edu edu edu
. . .
au au au
( ( (
Fred fred Fred
Rice rice Rice
) ) )
writes write write
: : :
> > >
I i I
propose propos propose
> > >
that that that
these these these
two two two
trends trend trend
- - -
- - -
greater greater great
level level level
of of of
general general general
depression depress depression
in in in
society societi society
> > >
( ( (
and and and
other other other
psychological psycholog psychological
problems problem problem
) ) )
and and and
greater greater great
sexual sexual sexual
promiscuity promiscu promiscuity
- - -
- - -
are are be
> > >
linked link link
, , ,
with with with
the the the
latter latter latter
being be be
a a a
prime prime prime
cause caus cause
of of of
the the the
former former former
. . .
I i I
cannot cannot cannot
> > >
provide provid provide
any ani any
evidence evid evidence
beyond beyond beyond
this this this
at at at
this this this
stage stage stage
, , ,
but but but
the the the
whole whole whole
thesis thesi thesis
> > >
seems seem seem
very veri very
reasonable reason reasonable
to to to
me me me
and and and
I i I
request request request
that that that
people peopl people
ponder ponder ponder
upon upon upon
it it it
. . .
> > >
Damn damn Damn
right right right
you you you
can can can
' ' '
t t t
provide provid provide
any ani any
evidence evid evidence
for for for
it it it
. . .
Rarely rare Rarely
are are be
any ani any
widespread widespread widespread
social social social
phenomenon phenomenon phenomenon
reducible reduc reducible
to to to
such such such
a a a
simple simpl simple
premise premis premise
. . .
If if If
they they they
were were be
, , ,
psychology psycholog psychology
would would would
be be be
a a a
hard hard hard
science scienc science
with with with
roughly rough roughly
the the the
same same same
mathematical mathemat mathematical
soundness sound soundness
as as a
physics physic physic
. . .
Your your Your
premise premis premise
may may may
well well well
be be be
right right right
. . .
It it It
is is be
much much much
more more more
likely like likely
, , ,
however howev however
, , ,
that that that
it it it
reflects reflect reflect
your your your
socialization social socialization
and and and
religious religi religious
background background background
, , ,
as as as
well well well
as as a
your your your
need need need
to to to
validate valid validate
your your your
religious religi religious
beliefs belief belief
. . .
Were were Were
I i I
to to to
pretend pretend pretend
to to to
have have have
all all all
the the the
answers answer answer
( ( (
and and and
I i I
don don don
' ' '
t t t
) ) )
, , ,
I i I
would would would
say say say
that that that
the the the
xenophobia xenophobia xenophobia
, , ,
guilt guilt guilt
, , ,
and and and
intolerance intoler intolerance
brought brought bring
about about about
by by by
adherence adher adherence
to to to
fundamentalist fundamentalist fundamentalist
religions religion religion
play play play
just just just
as as a
large larg large
a a a
role role role
in in in
depressing depress depress
the the the
members member member
of of of
our our our
society societi society
. . .
Your your Your
mileage mileag mileage
obviously obvious obviously
varies vari varies
. . .
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
Bob bob Bob
Beauchaine beauchain Beauchaine
bobbe bobb bobbe
@ @ @
vice vice vice
. . .
ICO ico ICO
. . .
TEK tek TEK
. . .
COM com COM
They they They
said said say
that that that
Queens queen Queens
could could could
stay stay stay
, , ,
they they they
blew blew blow
the the the
Bronx bronx Bronx
away away away
, , ,
and and and
sank sank sink
Manhattan manhattan Manhattan
out out out
at at at
sea sea sea
. . .
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
