From from From
: : :
bil bil bil
@ @ @
okcforum okcforum okcforum
. . .
osrhe osrh osrhe
. . .
edu edu edu
( ( (
Bill bill Bill
Conner conner Conner
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Gospel gospel Gospel
Dating date Dating
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
okcforum okcforum okcforum
. . .
osrhe osrh osrhe
. . .
edu edu edu
Organization organ Organization
: : :
Okcforum okcforum Okcforum
Unix unix Unix
Users user Users
Group group Group
X x X
- - -
Newsreader newsread Newsreader
: : :
TIN tin TIN
[ [ [
version version version
1 1 1
. . .
1 1 1
PL pl PL
6 6 6
] ] ]
Lines line Lines
: : :
16 16 16
Keith keith Keith
M m M
. . .
Ryan ryan Ryan
( ( (
kmr kmr kmr
4 4 4
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
edu edu edu
) ) )
wrote wrote write
: : :
: : :
: : :
Wild wild Wild
and and and
fanciful fanci fanciful
claims claim claim
require requir require
greater greater great
evidence evid evidence
. . .
If if If
you you you
state state state
that that that
: : :
one one one
of of of
the the the
books book book
in in in
your your your
room room room
is is be
blue blue blue
, , ,
I i I
certainly certain certainly
do do do
not not not
need need need
as as as
much much much
: : :
evidence evid evidence
to to to
believe believ believe
than than than
if if if
you you you
were were be
to to to
claim claim claim
that that that
there there there
is is be
a a a
two two two
headed head head
: : :
leapard leapard leapard
in in in
your your your
bed bed bed
. . .
[ [ [
and and and
I i I
don don don
' ' '
t t t
mean mean mean
a a a
male male male
lover lover lover
in in in
a a a
leotard leotard leotard
! ! !
] ] ]
Keith keith Keith
, , ,
If if If
the the the
issue issu issue
is is be
, , ,
" " "
What what What
is is be
Truth truth Truth
" " "
then then then
the the the
consequences consequ consequence
of of of
whatever whatev whatever
proposition proposit proposition
argued argu argue
is is be
irrelevent irrelev irrelevent
. . .
If if If
the the the
issue issu issue
is is be
, , ,
" " "
What what What
are are be
the the the
consequences consequ consequence
if if if
such such such
and and and
such such such
- - -
is is be
- - -
True true True
" " "
, , ,
then then then
Truth truth Truth
is is be
irrelevent irrelev irrelevent
. . .
Which which Which
is is be
it it it
to to to
be be be
? ? ?
Bill bill Bill
