From from From
: : :
bobbe bobb bobbe
@ @ @
vice vice vice
. . .
ICO ico ICO
. . .
TEK tek TEK
. . .
COM com COM
( ( (
Robert robert Robert
Beauchaine beauchain Beauchaine
) ) )
Subject subject Subject
: : :
Re re Re
: : :
< < <
Political polit Political
Atheists atheist Atheists
? ? ?
Organization organ Organization
: : :
Tektronix tektronix Tektronix
Inc inc Inc
. . .
, , ,
Beaverton beaverton Beaverton
, , ,
Or or Or
. . .
Lines line Lines
: : :
34 34 34
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
15 15 15
. . .
150938 150938 150938
. . .
975 975 975
@ @ @
news news news
. . .
wesleyan wesleyan wesleyan
. . .
edu edu edu
> > >
SSAUYET ssauyet SSAUYET
@ @ @
eagle eagl eagle
. . .
wesleyan wesleyan wesleyan
. . .
edu edu edu
( ( (
SCOTT scott SCOTT
D d D
. . .
SAUYET sauyet SAUYET
) ) )
writes write write
: : :
> > >
In in In
< < <
1 1 1
qabe qabe qabe
7 7 7
INNaff innaff INNaff
@ @ @
gap gap gap
. . .
caltech caltech caltech
. . .
edu edu edu
> > >
keith keith keith
@ @ @
cco cco cco
. . .
caltech caltech caltech
. . .
edu edu edu
writes write write
: : :
> > >
> > >
> > >
> > >
Chimpanzees chimpanze Chimpanzees
fight fight fight
wars war war
over over over
land land land
. . .
> > >
> > >
> > >
> > >
But but But
chimps chimp chimp
are are be
almost almost almost
human human human
. . .
. . .
. . .
> > >
> > >
> > >
> > >
keith keith keith
> > >
> > >
Could could Could
it it it
be be be
? ? ?
This this This
is is be
the the the
last last last
message messag message
from from from
Mr mr Mr
. . .
Schneider schneider Schneider
, , ,
and and and
it it it
' ' '
s s s
> > >
more more more
than than than
three three three
days day day
old old old
! ! !
> > >
> > >
Are are Are
these these these
his his his
final final final
words word word
? ? ?
( ( (
And and And
how how how
many mani many
here here here
would would would
find find find
that that that
> > >
appropriate appropri appropriate
? ? ?
) ) )
Or or Or
is is be
it it it
just just just
that that that
finals final final
got got get
in in in
the the the
way way way
? ? ?
> > >
No no No
. . .
The the The
christians christian christian
were were be
leary leari leary
of of of
having have have
an an an
atheist atheist atheist
spokesman spokesman spokesman
( ( (
seems seem seem
so so so
clandestine clandestin clandestine
, , ,
and and and
all all all
that that that
) ) )
, , ,
so so so
they they they
had had have
him him him
removed remov remove
. . .
Of of Of
course cours course
, , ,
Keith keith Keith
is is be
busy busi busy
explaining explain explain
to to to
his his his
fellow fellow fellow
captives captiv captives
how how how
he he he
isn isn isn
' ' '
t t t
really realli really
being be be
persecuted persecut persecute
, , ,
since sinc since
( ( (
after after after
all all all
) ) )
they they they
* * *
are are be
* * *
feeding feed feed
him him him
, , ,
and and and
any ani any
resistance resist resistance
on on on
his his his
part part part
would would would
only onli only
be be be
viewed view view
as as a
trouble troubl trouble
making make making
. . .
I i I
understand understand understand
he he he
did did do
make make make
a a a
bit bit bit
of of of
a a a
fuss fuss fuss
when when when
they they they
tatooed tatoo tatooed
" " "
In in In
God god God
We we We
Trust trust Trust
" " "
on on on
his his his
forehead forehead forehead
, , ,
though though though
. . .
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
Bob bob Bob
Beauchaine beauchain Beauchaine
bobbe bobb bobbe
@ @ @
vice vice vice
. . .
ICO ico ICO
. . .
TEK tek TEK
. . .
COM com COM
They they They
said said say
that that that
Queens queen Queens
could could could
stay stay stay
, , ,
they they they
blew blew blow
the the the
Bronx bronx Bronx
away away away
, , ,
and and and
sank sank sink
Manhattan manhattan Manhattan
out out out
at at at
sea sea sea
. . .
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
