From from From
: : :
ray ray ray
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
Ray ray Ray
Fischer fischer Fischer
) ) )
Subject subject Subject
: : :
Re re Re
: : :
After after After
2000 2000 2000
years year year
, , ,
can can can
we we we
say say say
that that that
Christian christian Christian
Morality moral Morality
is is be
Organization organ Organization
: : :
Netcom netcom Netcom
. . .
San san San
Jose jose Jose
, , ,
California california California
Lines line Lines
: : :
91 91 91
frank frank frank
@ @ @
D d D
012 012 012
S s S
658 658 658
. . .
uucp uucp uucp
( ( (
Frank frank Frank
O o O
' ' '
Dwyer dwyer Dwyer
) ) )
writes write write
. . .
. . .
. . .
> > >
ray ray ray
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
Ray ray Ray
Fischer fischer Fischer
) ) )
writes write write
: : :
> > >
# # #
frank frank frank
@ @ @
D d D
012 012 012
S s S
658 658 658
. . .
uucp uucp uucp
( ( (
Frank frank Frank
O o O
' ' '
Dwyer dwyer Dwyer
) ) )
writes write write
. . .
. . .
. . .
> > >
# # #
> > >
Plus plus Plus
questions question question
for for for
you you you
: : :
why whi why
do do do
subjectivists subjectivist subjectivist
/ / /
relativists relativist relativists
/ / /
nihilists nihilist nihilist
get get get
so so so
> > >
# # #
> > >
het het het
up up up
about about about
the the the
idea idea idea
that that that
relativism relativ relativism
is is be
* * *
better better well
* * *
than than than
objectivism objectiv objectivism
? ? ?
> > >
# # #
> > >
# # #
To to To
the the the
degree degre degree
that that that
relativism relativ relativism
is is be
a a a
more more more
accurate accur accurate
decription decript decription
of of of
the the the
> > >
# # #
truth truth truth
than than than
is is be
objectivism objectiv objectivism
, , ,
it it it
provides provid provide
more more more
power power power
and and and
ability abil ability
to to to
> > >
# # #
control control control
events event event
. . .
> > >
> > >
I i I
think think think
you you you
lose lose lose
the the the
right right right
to to to
talk talk talk
about about about
THE the THE
truth truth truth
once onc once
you you you
say say say
values valu value
are are be
> > >
relative relat relative
. . .
Accuracy accuraci Accuracy
is is be
a a a
value valu value
judgement judgement judgement
, , ,
too too too
. . .
It it It
so so so
happens happen happen
I i I
agree agre agree
with with with
> > >
the the the
substance substanc substance
of of of
what what what
you you you
say say say
below below below
, , ,
but but but
it it it
' ' '
s s s
clear clear clear
to to to
me me me
that that that
at at at
least least least
> > >
* * *
some some some
* * *
values valu value
are are be
objective object objective
. . .
Truth truth Truth
is is be
better better good
than than than
falsehood falsehood falsehood
, , ,
peace peac peace
is is be
> > >
better better good
than than than
war war war
, , ,
education educ education
is is be
better better good
than than than
ignorance ignor ignorance
. . .
We we We
know know know
these these these
things thing thing
, , ,
> > >
if if if
we we we
know know know
anything anyth anything
. . .
While while While
I i I
' ' '
ll ll ll
agree agre agree
that that that
these these these
are are be
generally general generally
held held hold
to to to
be be be
" " "
good good good
things thing thing
" " "
, , ,
I i I
question question question
whether whether whether
they they they
come come come
very veri very
close close close
to to to
being be be
objective object objective
values valu value
. . .
Especially especi Especially
considering consid consider
that that that
at at at
one one one
time time time
or or or
another anoth another
each each each
has has have
been been be
viewed view view
as as a
being be be
undesirable undesir undesirable
. . .
I i I
doubt doubt doubt
you you you
could could could
even even even
come come come
up up up
with with with
anything anyth anything
that that that
could could could
be be be
said said say
to to to
be be be
universally univers universally
" " "
good good good
" " "
or or or
" " "
bad bad bad
" " "
. . .
And and And
when when when
I i I
referred refer refer
to to to
" " "
the the the
truth truth truth
" " "
I i I
was was be
using use use
the the the
term term term
hypothetically hypothet hypothetically
, , ,
realizing realiz realize
full full full
well well well
that that that
there there there
may may may
not not not
even even even
be be be
such such such
a a a
thing thing thing
. . .
> > >
# # #
Assuming assum Assuming
, , ,
for for for
the the the
moment moment moment
, , ,
that that that
morals moral moral
_ _ _
are are be
_ _ _
relative relat relative
, , ,
then then then
two two two
> > >
# # #
relativists relativist relativists
can can can
recognize recogn recognize
that that that
neither neither neither
has has have
a a a
lock lock lock
on on on
the the the
absolute absolut absolute
> > >
# # #
truth truth truth
and and and
they they they
can can can
proceed proceed proceed
to to to
negotiate negoti negotiate
a a a
workable workabl workable
compromise compromis compromise
that that that
> > >
# # #
produces produc produce
the the the
desired desir desired
results result result
. . .
> > >
> > >
No no No
they they they
cannot cannot cannot
, , ,
because becaus because
they they they
acknowledge acknowledg acknowledge
up up up
front front front
that that that
THE the THE
desired desir desire
> > >
results result result
do do do
not not not
exist exist exist
. . .
That that That
, , ,
after after after
all all all
, , ,
is is be
the the the
meaning mean meaning
of of of
compromise compromis compromise
. . .
> > >
> > >
Plus plus Plus
some some some
problems problem problem
: : :
If if If
the the the
relativists relativist relativists
have have have
no no no
values valu value
in in in
common common common
, , ,
compromise compromis compromise
> > >
is is be
impossible imposs impossible
- - -
what what what
happens happen happen
then then then
? ? ?
Who who Who
, , ,
if if if
anyone anyon anyone
, , ,
is is be
right right right
? ? ?
What what What
happens happen happen
> > >
if if if
one one one
relativist relativist relativist
has has have
a a a
value valu value
" " "
Never never Never
compromise compromis compromise
? ? ?
" " "
. . .
A a A
value valu value
" " "
plant plant plant
bombs bomb bomb
in in in
> > >
crowded crowd crowd
shopping shop shop
areas area area
" " "
? ? ?
After after After
all all all
, , ,
if if if
morals moral moral
are are be
relative relat relative
, , ,
these these these
