Subject subject Subject
: : :
Re re Re
: : :
Contradictions contradict Contradictions
From from From
: : :
kmr kmr kmr
4 4 4
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
edu edu edu
( ( (
Keith keith Keith
M m M
. . .
Ryan ryan Ryan
) ) )
Organization organ Organization
: : :
Case case Case
Western western Western
Reserve reserv Reserve
University univers University
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
b b b
64635 64635 64635
. . .
student student student
. . .
cwru cwru cwru
. . .
edu edu edu
Lines line Lines
: : :
49 49 49
In in In
article articl article
< < <
C c C
52 52 52
oys oy oys
. . .
2 2 2
CLJ clj CLJ
@ @ @
austin austin austin
. . .
ibm ibm ibm
. . .
com com com
> > >
yoder yoder yoder
@ @ @
austin austin austin
. . .
ibm ibm ibm
. . .
com com com
( ( (
Stuart stuart Stuart
R r R
. . .
Yoder yoder Yoder
) ) )
writes write write
: : :
> > >
: : :
> > >
: : :
Then then Then
what what what
would would would
it it it
have have have
to to to
do do do
with with with
" " "
in in in
the the the
universe univers universe
" " "
? ? ?
You you You
theists theist theists
> > >
: : :
cannot cannot cannot
understand understand understand
that that that
inside insid inside
the the the
universe univers universe
and and and
outside outsid outside
the the the
universe univers universe
> > >
: : :
are are be
two two two
different differ different
places place place
. . .
Put put Put
God god God
outside outsid outside
the the the
universe univers universe
and and and
you you you
> > >
: : :
subtract subtract subtract
from from from
it it it
the the the
ability abil ability
to to to
interact interact interact
with with with
the the the
inside insid inside
of of of
the the the
> > >
: : :
universe univers universe
, , ,
put put put
it it it
inside insid inside
the the the
universe univers universe
and and and
you you you
impose impos impose
the the the
rules rule rule
of of of
> > >
: : :
physics physic physic
on on on
it it it
. . .
> > >
> > >
1 1 1
. . .
God god God
is is be
outside outsid outside
the the the
universe univers universe
. . .
> > >
2 2 2
. . .
Things thing Things
outside outsid outside
the the the
universe univers universe
do do do
not not not
have have have
' ' '
the the the
ability abil ability
to to to
interact interact interact
> > >
with with with
the the the
inside insid inside
of of of
the the the
universe univers universe
' ' '
. . .
> > >
3 3 3
. . .
Therefore therefor Therefore
God god God
cannot cannot cannot
interact interact interact
inside insid inside
the the the
universe univers universe
. . .
> > >
> > >
( ( (
2 2 2
) ) )
has has have
no no no
basis basi basis
whatsoever whatsoev whatsoever
. . .
You you You
seem seem seem
to to to
have have have
positive posit positive
knowledge knowledg knowledge
> > >
about about about
this this this
. . .
( ( (
2 2 2
) ) )
is is be
a a a
corrallary corrallari corrallary
of of of
( ( (
1 1 1
) ) )
. . .
The the The
negation negat negation
of of of
( ( (
2 2 2
) ) )
would would would
contridict contridict contridict
( ( (
1 1 1
) ) )
. . .
> > >
> > >
: : :
Although although Although
we we we
do do do
not not not
have have have
a a a
complete complet complete
model model model
of of of
the the the
physical physic physical
rules rule rule
> > >
: : :
governing govern govern
the the the
inside insid inside
of of of
the the the
universe univers universe
, , ,
we we we
expect expect expect
that that that
there there there
are are be
no no no
> > >
: : :
contradictory contradictori contradictory
events event event
likely like likely
to to to
destroy destroy destroy
the the the
fabric fabric fabric
of of of
modern modern modern
physics physic physic
. . .
> > >
: : :
On on On
the the the
other other other
hand hand hand
, , ,
your your your
notion notion notion
of of of
an an an
omnipotent omnipot omnipotent
, , ,
omniscient omnisci omniscient
and and and
> > >
: : :
infinitely infinit infinitely
benevolent benevol benevolent
god god god
, , ,
is is be
not not not
subject subject subject
to to to
physical physic physical
laws law law
: : :
you you you
> > >
: : :
attempt attempt attempt
to to to
explain explain explain
this this this
away away away
by by by
describing describ describe
it it it
as as a
being be be
outside outsid outside
of of of
> > >
: : :
them them them
, , ,
beyond beyond beyond
measurement measur measurement
. . .
To to To
me me me
, , ,
beyond beyond beyond
measurement measur measurement
means mean mean
it it it
can can can
> > >
: : :
have have have
no no no
measurable measur measurable
effect effect effect
on on on
reality realiti reality
, , ,
so so so
it it it
cannot cannot cannot
interact interact interact
: : :
ergo ergo ergo
, , ,
> > >
: : :
your your your
god god god
is is be
IRRELEVANT irrelev IRRELEVANT
. . .
> > >
> > >
1 1 1
. . .
God god God
is is be
beyond beyond beyond
measure measur measure
. . .
> > >
2 2 2
. . .
Beyond beyond Beyond
measurement measur measurement
means mean mean
it it it
can can can
have have have
no no no
measurable measur measurable
effect effect effect
on on on
> > >
reality realiti reality
. . .
> > >
3 3 3
. . .
Therefore therefor Therefore
God god God
cannot cannot cannot
have have have
a a a
measurable measur measurable
effect effect effect
on on on
reality realiti reality
. . .
> > >
> > >
( ( (
2 2 2
) ) )
has has have
no no no
basis basi basis
whatsoever whatsoev whatsoever
. . .
( ( (
2 2 2
) ) )
Is is Is
a a a
corrallary corrallari corrallary
of of of
( ( (
1 1 1
) ) )
The the The
negation negat negation
of of of
( ( (
2 2 2
) ) )
would would would
contradict contradict contradict
( ( (
1 1 1
) ) )
. . .
- - -
- - -
" " "
Satan satan Satan
and and and
the the the
Angels angel Angels
do do do
not not not
have have have
freewill freewil freewill
. . .
They they They
do do do
what what what
god god god
tells tell tell
them them them
to to to
do do do
. . .
" " "
S s S
. . .
N n N
. . .
Mozumder mozumd Mozumder
( ( (
snm snm snm
6394 6394 6394
@ @ @
ultb ultb ultb
. . .
isc isc isc
. . .
rit rit rit
. . .
edu edu edu
) ) )
