Subject subject Subject
: : :
Re re Re
: : :
A a A
visit visit visit
from from from
the the the
Jehovah jehovah Jehovah
' ' '
s s s
Witnesses wit Witnesses
From from From
: : :
lippard lippard lippard
@ @ @
skyblu skyblu skyblu
. . .
ccit ccit ccit
. . .
arizona arizona arizona
. . .
edu edu edu
( ( (
James jame James
J j J
. . .
Lippard lippard Lippard
) ) )
< < <
SUOPANKI suopanki SUOPANKI
. . .
93 93 93
Apr apr Apr
6024902 6024902 6024902
@ @ @
stekt stekt stekt
6 6 6
. . .
oulu oulu oulu
. . .
fi fi fi
> > >
< < <
kmr kmr kmr
4 4 4
. . .
1444 1444 1444
. . .
734058912 734058912 734058912
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
edu edu edu
> > >
Distribution distribut Distribution
: : :
world world world
, , ,
local local local
Organization organ Organization
: : :
University univers University
of of of
Arizona arizona Arizona
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
skyblu skyblu skyblu
. . .
ccit ccit ccit
. . .
arizona arizona arizona
. . .
edu edu edu
News news News
- - -
Software softwar Software
: : :
VAX vax VAX
/ / /
VMS vms VMS
VNEWS vnew VNEWS
1 1 1
. . .
41 41 41
Lines line Lines
: : :
26 26 26
In in In
article articl article
< < <
kmr kmr kmr
4 4 4
. . .
1444 1444 1444
. . .
734058912 734058912 734058912
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
edu edu edu
> > >
, , ,
kmr kmr kmr
4 4 4
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
edu edu edu
( ( (
Keith keith Keith
M m M
. . .
Ryan ryan Ryan
) ) )
writes write write
. . .
. . .
. . .
> > >
In in In
article articl article
< < <
SUOPANKI suopanki SUOPANKI
. . .
93 93 93
Apr apr Apr
6024902 6024902 6024902
@ @ @
stekt stekt stekt
6 6 6
. . .
oulu oulu oulu
. . .
fi fi fi
> > >
suopanki suopanki suopanki
@ @ @
stekt stekt stekt
6 6 6
. . .
oulu oulu oulu
. . .
fi fi fi
( ( (
Heikki heikki Heikki
T t T
. . .
Suopanki suopanki Suopanki
) ) )
writes write write
: : :
> > >
> > >
: : :
> > >
God god God
is is be
eternal etern eternal
. . .
[ [ [
A a A
= = =
B b B
] ] ]
> > >
> > >
: : :
> > >
Jesus jesus Jesus
is is be
God god God
. . .
[ [ [
C c C
= = =
A a A
] ] ]
> > >
> > >
: : :
> > >
Therefore therefor Therefore
, , ,
Jesus jesus Jesus
is is be
eternal etern eternal
. . .
[ [ [
C c C
= = =
B b B
] ] ]
> > >
> > >
> > >
> > >
: : :
> > >
This this This
works work work
both both both
logically logic logically
and and and
mathematically mathemat mathematically
. . .
God god God
is is be
of of of
the the the
set set set
of of of
> > >
> > >
: : :
> > >
things thing thing
which which which
are are be
eternal etern eternal
. . .
Jesus jesus Jesus
is is be
a a a
subset subset subset
of of of
God god God
. . .
Therefore therefor Therefore
> > >
> > >
: : :
> > >
Jesus jesus Jesus
belongs belong belong
to to to
the the the
set set set
of of of
things thing thing
which which which
are are be
eternal etern eternal
. . .
The the The
first first first
premise premis premise
and and and
the the the
conclusion conclus conclusion
are are be
not not not
properly proper properly
translated translat translate
as as a
identity ident identity
statements statement statement
, , ,
since sinc since
the the the
" " "
is is be
" " "
in in in
those those those
statements statement statement
is is be
the the the
" " "
is is be
" " "
of of of
predication predic predication
rather rather rather
than than than
of of of
identity ident identity
. . .
Instead instead Instead
, , ,
they they they
should should should
be be be
translated translat translate
using use use
a a a
predicate predic predicate
letter letter letter
. . .
Using use Using
" " "
g g g
" " "
to to to
designate design designate
God god God
and and and
" " "
j j j
" " "
to to to
designate design designate
Jesus jesus Jesus
, , ,
and and and
the the the
predicate predic predicate
letter letter letter
" " "
E e E
" " "
for for for
the the the
property properti property
of of of
being be be
eternal etern eternal
, , ,
the the the
first first first
premise premis premise
is is be
Eg eg Eg
and and and
the the the
conclusion conclus conclusion
is is be
Ej ej Ej
. . .
The the The
second second second
premise premis premise
appears appear appear
to to to
contain contain contain
an an an
" " "
is is be
" " "
of of of
identity ident identity
, , ,
in in in
which which which
case case case
it it it
can can can
be be be
properly proper properly
symbolized symbol symbolize
as as a
j j j
= = =
g g g
. . .
But but But
your your your
remark remark remark
that that that
" " "
Jesus jesus Jesus
is is be
a a a
subset subset subset
of of of
God god God
" " "
suggests suggest suggest
that that that
strict strict strict
identity ident identity
is is be
not not not
desired desir desire
here here here
. . .
If if If
, , ,
however howev however
, , ,
the the the
first first first
premise premis premise
means mean mean
that that that
all all all
members member member
making make make
up up up
the the the
set set set
God god God
have have have
the the the
property properti property
of of of
being be be
eternal etern eternal
, , ,
the the the
same same same
conclusion conclus conclusion
follows follow follow
. . .
Jim jim Jim
Lippard lippard Lippard
Lippard lippard Lippard
@ @ @
CCIT ccit CCIT
. . .
ARIZONA arizona ARIZONA
. . .
EDU edu EDU
Dept dept Dept
. . .
of of of
Philosophy philosophi Philosophy
Lippard lippard Lippard
@ @ @
ARIZVMS arizvm ARIZVMS
. . .
BITNET bitnet BITNET
University univers University
of of of
Arizona arizona Arizona
Tucson tucson Tucson
, , ,
AZ az AZ
85721 85721 85721
