Subject subject Subject
: : :
Re re Re
: : :
A a A
visit visit visit
from from from
the the the
Jehovah jehovah Jehovah
' ' '
s s s
Witnesses wit Witnesses
From from From
: : :
lippard lippard lippard
@ @ @
skyblu skyblu skyblu
. . .
ccit ccit ccit
. . .
arizona arizona arizona
. . .
edu edu edu
( ( (
James jame James
J j J
. . .
Lippard lippard Lippard
) ) )
Distribution distribut Distribution
: : :
world world world
, , ,
local local local
Organization organ Organization
: : :
University univers University
of of of
Arizona arizona Arizona
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
skyblu skyblu skyblu
. . .
ccit ccit ccit
. . .
arizona arizona arizona
. . .
edu edu edu
News news News
- - -
Software softwar Software
: : :
VAX vax VAX
/ / /
VMS vms VMS
VNEWS vnew VNEWS
1 1 1
. . .
41 41 41
Lines line Lines
: : :
27 27 27
In in In
article articl article
< < <
chrisb chrisb chrisb
. . .
734064380 734064380 734064380
@ @ @
bAARNie baarni bAARNie
> > >
, , ,
chrisb chrisb chrisb
@ @ @
tafe tafe tafe
. . .
sa sa sa
. . .
edu edu edu
. . .
au au au
( ( (
Chris chris Chris
BELL bell BELL
) ) )
writes write write
. . .
. . .
. . .
> > >
jbrown jbrown jbrown
@ @ @
batman batman batman
. . .
bmd bmd bmd
. . .
trw trw trw
. . .
com com com
writes write write
: : :
> > >
> > >
> > >
My my My
syllogism syllog syllogism
is is be
of of of
the the the
form form form
: : :
> > >
> > >
A a A
is is be
B b B
. . .
> > >
> > >
C c C
is is be
A a A
. . .
> > >
> > >
Therefore therefor Therefore
C c C
is is be
B b B
. . .
> > >
> > >
> > >
This this This
is is be
a a a
logically logic logically
valid valid valid
construction construct construction
. . .
> > >
> > >
> > >
Your your Your
syllogism syllog syllogism
, , ,
however howev however
, , ,
is is be
of of of
the the the
form form form
: : :
> > >
> > >
A a A
is is be
B b B
. . .
> > >
> > >
C c C
is is be
B b B
. . .
> > >
> > >
Therefore therefor Therefore
C c C
is is be
A a A
. . .
> > >
> > >
> > >
Therefore therefor Therefore
yours your yours
is is be
a a a
logically logic logically
invalid invalid invalid
construction construct construction
, , ,
> > >
> > >
and and and
your your your
comments comment comment
don don don
' ' '
t t t
apply appli apply
. . .
If if If
all all all
of of of
those those those
are are be
" " "
is is be
" " "
' ' '
s s s
of of of
identity ident identity
, , ,
both both both
syllogisms syllog syllogism
are are be
valid valid valid
. . .
If if If
, , ,
however howev however
, , ,
B b B
is is be
a a a
predicate predic predicate
, , ,
then then then
the the the
second second second
syllogism syllog syllogism
is is be
invalid invalid invalid
. . .
( ( (
The the The
first first first
syllogism syllog syllogism
, , ,
as as a
you you you
have have have
pointed point point
out out out
, , ,
is is be
valid valid valid
- - -
- - -
whether whether whether
B b B
is is be
a a a
predicate predic predicate
or or or
designates design designate
an an an
individual individu individual
. . .
) ) )
Jim jim Jim
Lippard lippard Lippard
Lippard lippard Lippard
@ @ @
CCIT ccit CCIT
. . .
ARIZONA arizona ARIZONA
. . .
EDU edu EDU
Dept dept Dept
. . .
of of of
Philosophy philosophi Philosophy
Lippard lippard Lippard
@ @ @
ARIZVMS arizvm ARIZVMS
. . .
BITNET bitnet BITNET
University univers University
of of of
Arizona arizona Arizona
Tucson tucson Tucson
, , ,
AZ az AZ
85721 85721 85721
