From from From
: : :
jaeger jaeger jaeger
@ @ @
buphy buphi buphy
. . .
bu bu bu
. . .
edu edu edu
( ( (
Gregg gregg Gregg
Jaeger jaeger Jaeger
) ) )
Subject subject Subject
: : :
Re re Re
: : :
An an An
Anecdote anecdot Anecdote
about about about
Islam islam Islam
Organization organ Organization
: : :
Boston boston Boston
University univers University
Physics physic Physics
Department depart Department
Lines line Lines
: : :
117 117 117
In in In
article articl article
< < <
16 16 16
BB bb BB
112949 112949 112949
. . .
I i I
3150101 3150101 3150101
@ @ @
dbstu dbstu dbstu
1 1 1
. . .
rz rz rz
. . .
tu tu tu
- - -
bs bs b
. . .
de de de
> > >
I i I
3150101 3150101 3150101
@ @ @
dbstu dbstu dbstu
1 1 1
. . .
rz rz rz
. . .
tu tu tu
- - -
bs bs b
. . .
de de de
( ( (
Benedikt benedikt Benedikt
Rosenau rosenau Rosenau
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
115287 115287 115287
@ @ @
bu bu bu
. . .
edu edu edu
> > >
jaeger jaeger jaeger
@ @ @
buphy buphi buphy
. . .
bu bu bu
. . .
edu edu edu
( ( (
Gregg gregg Gregg
Jaeger jaeger Jaeger
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
> > >
A a A
brutal brutal brutal
system system system
filtered filter filter
through through through
" " "
leniency lenienc leniency
" " "
is is be
not not not
lenient lenient lenient
. . .
> > >
> > >
> > >
> > >
Huh huh Huh
? ? ?
> > >
> > >
> > >
How how How
do do do
you you you
rate rate rate
public public public
floggings flog flogging
or or or
floggings flog flogging
at at at
all all all
? ? ?
Chopping chop Chopping
off off off
the the the
> > >
> > >
> > >
hands hand hand
, , ,
heads head head
, , ,
or or or
other other other
body bodi body
parts part part
? ? ?
What what What
about about about
stoning stone stone
? ? ?
> > >
> > >
I i I
don don don
' ' '
t t t
have have have
a a a
problem problem problem
with with with
floggings flog flogging
, , ,
particularly particular particularly
, , ,
when when when
the the the
offenders offend offender
> > >
> > >
have have have
been been be
given given give
a a a
chance chanc chance
to to to
change chang change
their their their
behavior behavior behavior
before befor before
floggings flog flogging
are are be
> > >
> > >
given given give
. . .
I i I
do do do
have have have
a a a
problem problem problem
with with with
maiming maim maiming
in in in
general general general
, , ,
by by by
whatever whatev whatever
means mean mean
. . .
> > >
> > >
In in In
my my my
opinion opinion opinion
no no no
- - -
one one one
who who who
has has have
not not not
maimed maim maim
another anoth another
should should should
be be be
maimed maim maim
. . .
In in In
> > >
> > >
the the the
case case case
of of of
rape rape rape
the the the
victim victim victim
_ _ _
is is be
_ _ _
maimed maim maimed
, , ,
physically physic physically
and and and
emotionally emot emotionally
, , ,
> > >
> > >
so so so
I i I
wouldn wouldn wouldn
' ' '
t t t
have have have
a a a
problem problem problem
with with with
maiming maim maim
rapists rapist rapist
. . .
Obviously obvious Obviously
I i I
wouldn wouldn wouldn
' ' '
t t t
> > >
> > >
have have have
a a a
problem problem problem
with with with
maiming maim maim
murderers murder murderer
either either either
. . .
> > >
May may May
I i I
ask ask ask
if if if
you you you
had had have
the the the
same same same
opinion opinion opinion
before befor before
you you you
became becam become
a a a
Muslim muslim Muslim
? ? ?
Sure sure Sure
. . .
Yes yes Yes
, , ,
I i I
did did do
. . .
You you You
see see see
I i I
don don don
' ' '
t t t
think think think
that that that
rape rape rape
and and and
murder murder murder
should should should
be be be
dealt dealt deal
with with with
lightly light lightly
. . .
You you You
, , ,
being be be
so so so
interested interest interested
in in in
leniency lenienc leniency
for for for
leniency lenienc leniency
' ' '
s s s
sake sake sake
, , ,
apparently appar apparently
think think think
that that that
people peopl people
should should should
simply simpli simply
be be be
told told tell
the the the
" " "
did did do
a a a
_ _ _
bad bad bad
_ _ _
thing thing thing
. . .
" " "
> > >
And and And
what what what
about about about
the the the
simple simpl simple
chance chanc chance
of of of
misjudgements misjudg misjudgements
? ? ?
Misjudgments misjudg Misjudgments
should should should
be be be
avoided avoid avoid
as as as
much much much
as as a
possible possibl possible
. . .
I i I
suspect suspect suspect
that that that
it it it
' ' '
s s s
pretty pretti pretty
unlikely unlik unlikely
that that that
, , ,
given given give
my my my
requirement requir requirement
of of of
repeated repeat repeated
offenses offens offense
, , ,
that that that
misjudgments misjudg misjudgments
are are be
very veri very
likely like likely
. . .
> > >
> > >
> > >
> > >
> > >
> > >
" " "
Orient orient Orient
" " "
is is be
not not not
a a a
place place place
having have have
a a a
single singl single
character charact character
. . .
Your your Your
ignorance ignor ignorance
> > >
> > >
> > >
> > >
> > >
> > >
exposes expos expose
itself itself itself
nicely nice nicely
here here here
. . .
> > >
> > >
> > >
> > >
> > >
Read read Read
carefully care carefully
, , ,
I i I
have have have
not not not
said said say
all all all
the the the
Orient orient Orient
shows show show
primitive primit primitive
machism machism machism
. . .
> > >
> > >
> > >
> > >
Well well Well
then then then
, , ,
why whi why
not not not
use use use
more more more
specific specif specific
words word word
than than than
" " "
Orient orient Orient
" " "
? ? ?
Probably probabl Probably
> > >
> > >
> > >
> > >
because becaus because
in in in
your your your
mind mind mind
there there there
is is be
no no no
need need need
to to to
( ( (
it it it
' ' '
s s s
all all all
the the the
same same same
) ) )
. . .
> > >
> > >
> > >
Because becaus Because
it it it
contains contain contain
sufficient suffici sufficient
information inform information
. . .
While while While
more more more
detail detail detail
is is be
possible possibl possible
, , ,
> > >
> > >
> > >
it it it
is is be
not not not
necessary necessari necessary
. . .
> > >
> > >
And and And
Europe europ Europe
shows show show
civilized civil civilize
bullshit bullshit bullshit
. . .
This this This
is is be
bullshit bullshit bullshit
. . .
Time time Time
to to to
put put put
out out out
> > >
> > >
or or or
shut shut shut
up up up
. . .
You you You
' ' '
ve ve ve
substantiated substanti substantiate
nothing noth nothing
and and and
are are be
blabbering blabber blabber
on on on
like like like
> > >
> > >
" " "
Islamists islamist Islamists
" " "
who who who
talk talk talk
about about about
the the the
West west West
as as a
the the the
" " "
Great great Great
Satan satan Satan
. . .
" " "
You you You
' ' '
re re re
both both both
> > >
> > >
guilty guilti guilty
of of of
stupidities stupid stupidity
. . .
> > >
I i I
just just just
love love love
to to to
compare compar compare
such such such
lines line line
to to to
the the the
common common common
plea plea plea
of of of
your your your
fellow fellow fellow
believers believ believer
> > >
not not not
to to to
call call call
each each each
others other others
names name names
. . .
In in In
this this this
case case case
, , ,
to to to
substantiate substanti substantiate
it it it
: : :
The the The
Quran quran Quran
> > >
allows allow allow
that that that
one one one
beATs beat beATs
one one one
' ' '
s s s
wife wife wife
into into into
submission submiss submission
. . .
Really realli Really
? ? ?
Care care Care
to to to
give give give
chapter chapter chapter
and and and
verse vers verse
? ? ?
We we We
could could could
discuss discuss discuss
it it it
. . .
> > >
Primitive primit Primitive
Machism machism Machism
refers refer refers
to to to
> > >
that that that
. . .
( ( (
I i I
have have have
misspelt misspelt misspell
that that that
before befor before
, , ,
my my my
fault fault fault
) ) )
. . .
Again again Again
, , ,
not not not
all all all
of of of
the the the
Orient orient Orient
follows follow follow
the the the
Qur qur Qur
' ' '
an an an
. . .
So so So
you you you
' ' '
ll ll ll
have have have
to to to
do do do
better better good
than than than
that that that
. . .
Sorry sorri Sorry
, , ,
you you you
haven haven haven
' ' '
t t t
" " "
put put put
out out out
" " "
enough enough enough
. . .
> > >
> > >
> > >
Islam islam Islam
expresses express express
extramarital extramarit extramarital
sex sex sex
. . .
Extramarital extramarit Extramarital
sex sex sex
is is be
a a a
subset subset subset
of of of
sex sex sex
. . .
It it It
is is be
> > >
> > >
> > >
suppressedin suppressedin suppressedin
Islam islam Islam
. . .
That that That
marial marial marial
sexis sexi sexis
allowed allow allow
or or or
encouraged encourag encourage
in in in
Islam islam Islam
, , ,
as as a
> > >
> > >
> > >
it it it
is is be
in in in
many mani many
branches branch branch
of of of
Christianity christian Christianity
, , ,
too too too
, , ,
misses miss miss
the the the
point point point
. . .
> > >
> > >
> > >
Read read Read
the the the
part part part
about about about
the the the
urge urg urge
for for for
sex sex sex
again again again
. . .
Religions religion Religions
that that that
run run run
around around around
telling tell tell
> > >
> > >
> > >
people peopl people
how how how
to to to
have have have
sex sex sex
are are be
not not not
my my my
piece piec piece
of of of
cake cake cake
for for for
two two two
reasons reason reason
: : :
Suppressing suppress Suppressing
> > >
> > >
> > >
a a a
strong strong strong
urge urg urge
needs need need
strong strong strong
measures measur measure
, , ,
and and and
it it it
is is be
not not not
their their their
business busi business
anyway anyway anyway
. . .
> > >
> > >
Believe believ Believe
what what what
you you you
wish wish wish
. . .
I i I
thought thought think
you you you
were were be
trying tri try
to to to
make make make
an an an
argument argument argument
. . .
> > >
> > >
All all All
I i I
am am be
reading read read
are are be
opinions opinion opinion
. . .
> > >
It it It
is is be
an an an
argument argument argument
. . .
That that That
you you you
doubt doubt doubt
the the the
validity valid validity
of of of
the the the
premises premis premise
does doe do
not not not
change chang change
> > >
it it it
. . .
If if If
you you you
want want want
to to to
criticize critic criticize
it it it
, , ,
do do do
so so so
. . .
Time time Time
for for for
you you you
to to to
put put put
up up up
or or or
shut shut shut
up up up
. . .
This this This
is is be
an an an
