Subject subject Subject
: : :
Re re Re
: : :
Don don Don
' ' '
t t t
more more more
innocents innoc innocent
die die die
without without without
the the the
death death death
penalty penalti penalty
? ? ?
From from From
: : :
bobbe bobb bobbe
@ @ @
vice vice vice
. . .
ICO ico ICO
. . .
TEK tek TEK
. . .
COM com COM
( ( (
Robert robert Robert
Beauchaine beauchain Beauchaine
) ) )
Organization organ Organization
: : :
Tektronix tektronix Tektronix
, , ,
Inc inc Inc
. . .
, , ,
Beaverton beaverton Beaverton
, , ,
OR or OR
. . .
Lines line Lines
: : :
26 26 26
In in In
article articl article
< < <
2942881697 2942881697 2942881697
. . .
0 0 0
. . .
p p p
00168 00168 00168
@ @ @
psilink psilink psilink
. . .
com com com
> > >
p p p
00168 00168 00168
@ @ @
psilink psilink psilink
. . .
com com com
( ( (
James jame James
F f F
. . .
Tims tim Tims
) ) )
writes write write
: : :
> > >
> > >
By by By
maintaining maintain maintain
classes class class
D d D
and and and
E e E
, , ,
even even even
in in in
prison prison prison
, , ,
it it it
seems seem seem
as as a
if if if
we we we
> > >
place place place
more more more
innocent innoc innocent
people peopl people
at at at
a a a
higher higher high
risk risk risk
of of of
an an an
unjust unjust unjust
death death death
than than than
> > >
we we we
would would would
if if if
the the the
state state state
executed execut execute
classes class class
D d D
and and and
E e E
with with with
an an an
occasional occasion occasional
error error error
. . .
> > >
I i I
answer answer answer
from from from
the the the
position posit position
that that that
we we we
would would would
indeed inde indeed
place place place
these these these
people peopl people
in in in
prison prison prison
for for for
life life life
. . .
That that That
depends depend depend
not not not
only onli only
on on on
their their their
predisposition predisposit predisposition
towards toward towards
murder murder murder
, , ,
but but but
also also also
in in in
their their their
success success success
rate rate rate
at at at
escape escap escape
and and and
therefore therefor therefore
their their their
ability abil ability
to to to
commit commit commit
the the the
same same same
crimes crime crime
again again again
. . .
In in In
other other other
words word word
, , ,
if if if
lifetime lifetim lifetime
imprisonment imprison imprisonment
doesn doesn doesn
' ' '
t t t
work work work
, , ,
perhaps perhap perhaps
it it it
' ' '
s s s
not not not
because becaus because
we we we
' ' '
re re re
not not not
executing execut execute
these these these
people peopl people
, , ,
but but but
because becaus because
we we we
' ' '
re re re
not not not
being be be
careful care careful
enough enough enough
about about about
how how how
we we we
lock lock lock
them them them
up up up
. . .
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
/ / /
\ \ \
Bob bob Bob
Beauchaine beauchain Beauchaine
bobbe bobb bobbe
@ @ @
vice vice vice
. . .
ICO ico ICO
. . .
TEK tek TEK
. . .
COM com COM
They they They
said said say
that that that
Queens queen Queens
could could could
stay stay stay
, , ,
they they they
blew blew blow
the the the
Bronx bronx Bronx
away away away
, , ,
and and and
sank sank sink
Manhattan manhattan Manhattan
out out out
at at at
sea sea sea
. . .
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
