From from From
: : :
kcochran kcochran kcochran
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
Keith keith Keith
" " "
Justified justifi Justified
And and And
Ancient ancient Ancient
" " "
Cochran cochran Cochran
) ) )
Subject subject Subject
: : :
Re re Re
: : :
< < <
Political polit Political
Atheists atheist Atheists
? ? ?
X x X
- - -
Disclaimer disclaim Disclaimer
: : :
Nyx nyx Nyx
is is be
a a a
public public public
access access access
Unix unix Unix
system system system
run run run
by by by
the the the
University univers University
of of of
Denver denver Denver
for for for
the the the
Denver denver Denver
community communiti community
. . .
The the The
University univers University
has has have
neither neither neither
control control control
over over over
nor nor nor
responsibility respons responsibility
for for for
the the the
opinions opinion opinion
of of of
users user user
. . .
Organization organ Organization
: : :
Nyx nyx Nyx
, , ,
Public public Public
Access access Access
Unix unix Unix
at at at
U u U
. . .
of of of
Denver denver Denver
Math math Math
/ / /
CS cs CS
dept dept dept
. . .
Lines line Lines
: : :
66 66 66
In in In
article articl article
< < <
1 1 1
ql ql ql
06 06 06
qINN qinn qINN
2 2 2
kf kf kf
@ @ @
gap gap gap
. . .
caltech caltech caltech
. . .
edu edu edu
> > >
keith keith keith
@ @ @
cco cco cco
. . .
caltech caltech caltech
. . .
edu edu edu
( ( (
Keith keith Keith
Allan allan Allan
Schneider schneider Schneider
) ) )
writes write write
: : :
> > >
kcochran kcochran kcochran
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
Keith keith Keith
" " "
Justified justifi Justified
And and And
Ancient ancient Ancient
" " "
Cochran cochran Cochran
) ) )
writes write write
: : :
> > >
> > >
Schneider schneider Schneider
> > >
> > >
> > >
Natural natur Natural
morality moral morality
may may may
specifically specif specifically
be be be
thought thought think
of of of
as as a
a a a
code code code
of of of
ethics ethic ethic
that that that
> > >
> > >
> > >
a a a
certain certain certain
species speci specie
has has have
developed develop develop
in in in
order order order
to to to
survive surviv survive
. . .
> > >
> > >
Wait wait Wait
. . .
Are are Are
we we we
talking talk talk
about about about
ethics ethic ethic
or or or
morals moral moral
here here here
? ? ?
> > >
> > >
Is is Is
the the the
distinction distinct distinction
important import important
? ? ?
Yes yes Yes
