From from From
: : :
dfuller dfuller dfuller
@ @ @
portal portal portal
. . .
hq hq hq
. . .
videocart videocart videocart
. . .
com com com
( ( (
Dave dave Dave
Fuller fuller Fuller
) ) )
Subject subject Subject
: : :
Re re Re
: : :
It it It
' ' '
s s s
all all all
Mary mari Mary
' ' '
s s s
fault fault fault
! ! !
Organization organ Organization
: : :
VideOcart videocart VideOcart
Inc inc Inc
. . .
X x X
- - -
Newsreader newsread Newsreader
: : :
Tin tin Tin
1 1 1
. . .
1 1 1
PL pl PL
3 3 3
Lines line Lines
: : :
23 23 23
pl pl pl
1 1 1
u u u
+ + +
@ @ @
andrew andrew andrew
. . .
cmu cmu cmu
. . .
edu edu edu
( ( (
Patrick patrick Patrick
C c C
Leger leger Leger
) ) )
writes write write
: : :
: : :
You you You
know know know
, , ,
it it it
just just just
occurred occur occur
to to to
me me me
today today today
that that that
this this this
whole whole whole
Christian christian Christian
thing thing thing
: : :
can can can
be be be
blamed blame blame
solely sole solely
on on on
Mary mari Mary
. . .
: : :
: : :
So so So
, , ,
she she she
' ' '
s s s
married marri marry
to to to
Joseph joseph Joseph
. . .
She she She
gets get get
knocked knock knock
up up up
. . .
What what What
do do do
you you you
think think think
: : :
ol ol ol
' ' '
Joe joe Joe
will will will
do do do
if if if
he he he
finds find find
she she she
' ' '
s s s
been been be
getting get get
around around around
? ? ?
So so So
Mary mari Mary
comes come come
up up up
: : :
with with with
this this this
ridiculous ridicul ridiculous
story stori story
about about about
God god God
making make make
her her her
pregnant pregnant pregnant
. . .
: : :
Nice nice Nice
attempt attempt attempt
Chris chris Chris
. . .
. . .
. . .
verrry verrri verrry
close close close
. . .
You you You
missed miss miss
the the the
conspiracy conspiraci conspiracy
by by by
1 1 1
step step step
. . .
Joseph joseph Joseph
knew knew know
who who who
knocked knock knock
her her her
up up up
. . .
He he He
couldn couldn couldn
' ' '
t t t
let let let
it it it
be be be
known known know
that that that
somebody somebodi somebody
ELSE els ELSE
got got get
ol ol ol
' ' '
Mary mari Mary
prego prego prego
. . .
That that That
wouldn wouldn wouldn
' ' '
t t t
do do do
well well well
for for for
his his his
popularity popular popularity
in in in
the the the
local local local
circles circl circle
. . .
So so So
what what what
happened happen happen
is is be
that that that
she she she
was was be
feeling feel feel
guilty guilti guilty
, , ,
he he he
was was be
feeling feel feel
embarrassed embarrass embarrass
, , ,
and and and
THEY they THEY
decided decid decide
to to to
improve improv improve
both both both
of of of
their their their
images imag image
on on on
what what what
could could could
have have have
otherwise otherwis otherwise
been been be
the the the
downfall downfal downfall
for for for
both both both
. . .
Clever clever Clever
indeed inde indeed
. . .
Come come Come
to to to
think think think
of of of
it it it
. . .
. . .
. . .
I i I
have have have
gained gain gain
a a a
new new new
respect respect respect
for for for
the the the
couple coupl couple
. . .
Maybe mayb Maybe
Joseph joseph Joseph
and and and
Mary mari Mary
should should should
receive receiv receive
all all all
of of of
the the the
praise prais praise
being be be
paid paid pay
to to to
jesus jesus jesus
. . .
Dave dave Dave
" " "
Buckminster buckminst Buckminster
" " "
Fuller fuller Fuller
How how How
is is be
that that that
one one one
' ' '
o o o
keeper keeper keeper
of of of
the the the
nicknames nicknam nickname
? ? ?
